N	3gram	Bakhtin_Pr_2	Problema
1	на то что	2	8
2	в этом смысле	5	6
3	о том что	3	5
4	в том что	4	5
5	в то же	3	4
6	той или иной	3	4
7	в конце концов	3	4
8	сама по себе	5	4
9	то есть в	8	4
10	с точки зрения	9	3
11	до сих пор	2	3
12	можно сказать что	2	3
13	может быть даже	2	2
14	а не только	2	2
15	по крайней мере	2	2
16	так же как	3	2
17	в самом деле	3	2
18	никогда не может	2	2
19	и в этом	6	2
20	это вовсе не	2	2
21	и как бы	2	2
22	а может быть	2	2
23	подобно тому как	2	2
24	и в самом	2	2
25	а есть только	2	2
26	в нем только	3	2
27	не может быть	6	2
