N	2gram	Voloshinov_1	Istorich
1	и в	12	28
2	может быть	14	25
3	не может	16	15
4	а не	5	15
5	никогда не	5	14
6	для нас	7	13
7	мы имеем	2	13
8	что в	2	12
9	то же	5	12
10	не только	4	12
11	только в	6	11
12	все же	4	10
13	прежде всего	8	10
14	но и	3	10
15	мы не	3	10
16	и что	2	10
17	в том	6	9
18	о том	3	9
19	то что	5	9
20	и не	10	9
21	не в	4	9
22	так и	4	9
23	если бы	9	8
24	таким образом	12	8
25	в этом	4	8
26	но в	5	8
27	в этих	2	7
28	это не	2	7
29	том что	5	7
30	еще не	3	7
31	в ней	6	7
32	и др	5	7
33	так же	3	7
34	и здесь	2	7
35	что мы	5	7
36	с другой	4	6
37	не менее	3	6
38	тем не	3	6
39	что и	2	6
40	когда он	3	6
41	его в	4	6
42	так как	9	6
43	вместе с	2	6
44	должна быть	5	5
45	но не	2	5
46	до сих	3	5
47	сих пор	3	5
48	другой стороны	2	5
49	в своем	2	5
50	сказать что	7	5
51	в его	2	5
52	все это	3	4
53	и другие	2	4
54	там где	2	4
55	между собой	2	4
56	в пределах	3	4
57	но все	2	4
58	но это	2	4
59	социальной жизни	2	4
60	и пр	3	4
61	одной стороны	2	4
62	на него	2	4
63	связь с	2	4
64	с одной	2	4
65	как и	5	4
66	того что	3	4
67	хотя бы	5	4
68	и для	3	4
69	и с	3	4
70	и на	4	4
71	к ним	2	4
72	могут быть	2	4
73	все эти	3	4
74	здесь не	3	4
75	точку зрения	2	3
76	в какой	2	3
77	по себе	3	3
78	при этом	6	3
79	в котором	3	3
80	и по	3	3
81	отношению к	11	3
82	в форме	2	3
83	уже не	4	3
84	и его	13	3
85	же самое	2	3
86	как это	2	3
87	действия и	2	3
88	по отношению	11	3
89	в то	2	3
90	дело в	4	3
91	дело с	2	2
92	зависит от	2	2
93	к этому	2	2
94	бы мы	3	2
95	материала и	4	2
96	он должен	3	2
97	и потому	2	2
98	между ними	2	2
99	была бы	2	2
100	ясно что	3	2
101	в такой	3	2
102	как уже	2	2
103	но мы	2	2
104	ни было	4	2
105	его как	2	2
106	то ни	3	2
107	в зависимости	2	2
108	зависимости от	4	2
109	для него	3	2
110	что не	4	2
111	мы в	2	2
112	с героем	3	2
113	с ним	3	2
114	как бы	13	2
115	относится к	2	2
116	подчеркнуть что	2	2
117	точка зрения	3	2
118	в нем	6	2
119	не есть	2	2
120	бы то	3	2
121	в некоторых	3	2
122	конечно не	3	2
123	как в	5	2
124	в особенности	2	2
125	он не	2	2
126	не так	2	2
127	же относится	2	2
128	ничего не	2	2
129	между тем	3	2
130	в основном	2	2
131	в себе	3	2
132	на это	2	2
133	из этого	3	2
134	тогда когда	2	2
