N	2gram	Bakhtin_Fr_7	Myslijsy
1	потому что	5	49
2	то есть	20	30
3	и в	41	24
4	может быть	4	23
5	то что	8	20
6	и не	7	19
7	а не	2	18
8	в том	11	18
9	что в	9	16
10	не только	5	15
11	того же	3	14
12	при этом	3	13
13	было бы	4	13
14	не в	9	13
15	не может	3	12
16	то же	13	12
17	что и	5	11
18	вместе с	5	11
19	мы не	2	11
20	только в	6	11
21	таким образом	19	11
22	для него	6	10
23	в себе	11	10
24	как в	5	10
25	так как	3	10
26	вовсе не	7	9
27	в нем	7	9
28	как бы	7	9
29	но и	9	9
30	а только	2	8
31	а в	5	8
32	том что	4	8
33	более или	2	8
34	или менее	2	8
35	и на	4	8
36	в этом	15	8
37	прежде всего	11	7
38	во всяком	2	7
39	во всех	3	7
40	как и	14	7
41	того что	2	7
42	тем что	3	7
43	с этим	2	7
44	в чем	2	7
45	того как	5	7
46	в состоянии	2	6
47	в одном	3	6
48	не есть	2	6
49	и как	2	6
50	свою очередь	3	6
51	в свою	3	6
52	не было	3	6
53	не имеет	3	6
54	в то	10	6
55	уже в	5	5
56	с ним	2	5
57	есть не	2	5
58	же в	2	5
59	тот же	2	5
60	о том	6	5
61	и их	3	5
62	так и	10	5
63	в них	7	5
64	из них	3	5
65	в которой	2	5
66	место в	4	4
67	во время	3	4
68	в человеке	2	4
69	никогда не	2	4
70	что он	3	4
71	уже не	2	4
72	такой же	3	4
73	одна из	4	4
74	еще не	2	4
75	в нее	3	4
76	тем самым	3	4
77	влияние на	4	4
78	как он	2	4
79	так сказать	3	4
80	одном из	4	4
81	но в	8	4
82	что это	4	3
83	это не	6	3
84	оно не	2	3
85	и от	8	3
86	и все	14	3
87	хотя и	4	3
88	ни было	2	3
89	все что	4	3
90	и может	2	3
91	но это	3	3
92	мы в	2	3
93	например в	3	3
94	не совсем	2	3
95	в ней	5	3
96	и во	2	3
97	входят в	2	3
98	же что	2	3
99	его в	3	3
100	при виде	4	3
101	в словах	2	3
102	находится в	2	3
103	человека в	2	3
104	и у	5	3
105	и для	5	3
106	той же	3	3
107	рядом с	4	3
108	с ними	3	3
109	и то	2	3
110	далеко не	2	3
111	в этих	2	3
112	том как	2	3
113	все свои	2	2
114	и есть	3	2
115	связанные с	3	2
116	и его	9	2
117	что у	3	2
118	но он	4	2
119	и это	5	2
120	что все	2	2
121	к этому	5	2
122	не должно	3	2
123	с его	2	2
124	после того	4	2
125	и образ	2	2
126	остановимся на	2	2
127	бы в	2	2
128	но все	4	2
129	все эти	13	2
130	есть в	6	2
131	совсем не	3	2
132	так же	5	2
133	на другой	2	2
134	у него	6	2
135	же время	9	2
136	одно и	2	2
137	связано с	2	2
138	в формах	3	2
139	было связано	2	2
140	в его	12	2
141	и потому	3	2
142	не знаем	2	2
143	все это	10	2
144	во времени	2	2
145	что есть	2	2
146	движения в	2	2
147	в связи	2	2
148	и других	2	2
149	на самом	2	2
150	в себя	2	2
151	с самого	2	2
152	мы видим	6	2
153	и по	3	2
154	должно быть	4	2
155	на другом	2	2
156	или в	2	2
157	по отношению	2	2
158	и здесь	4	2
159	нас в	3	2
160	их в	2	2
161	ничем не	3	2
162	не на	3	2
163	о котором	2	2
164	во все	2	2
165	может стать	2	2
166	на этом	5	2
167	это было	2	2
