N	2gram	Vygotskiy__4	Narrotol
1	не только	15	26
2	а не	7	17
3	представляет собой	3	16
4	но и	9	15
5	тогда как	2	15
6	в том	42	14
7	при этом	12	14
8	в качестве	21	14
9	и не	8	14
10	том что	35	13
11	и в	20	13
12	в этом	24	13
13	состоит в	4	12
14	такого рода	6	12
15	в частности	5	11
16	только в	10	11
17	может быть	12	10
18	в данном	2	10
19	к тому	6	9
20	так и	5	9
21	а в	2	9
22	то что	15	8
23	в себе	10	8
24	не может	6	8
25	не в	4	8
26	никогда не	5	6
27	в своем	4	6
28	прежде всего	2	6
29	и к	5	6
30	вслед за	2	6
31	того что	10	6
32	в его	11	6
33	и т.п	2	6
34	данном случае	2	6
35	со стороны	3	6
36	все же	5	6
37	у него	2	6
38	как бы	7	6
39	а также	2	6
40	но в	3	6
41	место в	2	5
42	точки зрения	24	5
43	что он	6	5
44	одной стороны	9	5
45	и тем	8	5
46	в нем	2	5
47	как в	5	5
48	в отличие	2	5
49	таким образом	25	5
50	с одной	9	5
51	в той	2	5
52	тем самым	7	5
53	с другой	12	5
54	отличие от	2	5
55	далеко не	2	5
56	о том	5	5
57	перед нами	5	4
58	что это	2	4
59	не менее	3	4
60	если бы	5	4
61	отнюдь не	3	4
62	тому же	6	4
63	как и	9	4
64	что в	19	4
65	для него	2	4
66	не является	5	4
67	в своей	7	4
68	то же	16	4
69	в какой	3	4
70	и у	2	4
71	в силу	6	4
72	в этой	3	4
73	и т.д	2	4
74	как это	9	4
75	в известном	2	3
76	тому что	4	3
77	мы имеем	2	3
78	это не	5	3
79	представить себе	2	3
80	и того	5	3
81	в слове	2	3
82	что они	14	3
83	но не	3	3
84	и когда	3	3
85	только к	3	3
86	один из	3	3
87	в целом	11	3
88	на том	4	3
89	между собой	5	3
90	внимание на	3	3
91	все эти	5	3
92	самом деле	7	3
93	того чтобы	7	3
94	и для	4	3
95	нам в	2	3
96	и его	5	3
97	в таком	2	3
98	для других	2	3
99	с этой	4	3
100	этом отношении	7	3
101	никак не	2	3
102	сказать что	6	3
103	между тем	9	3
104	по своей	6	3
105	едва ли	2	3
106	же как	6	2
107	только не	5	2
108	а потом	2	2
109	в нашем	4	2
110	столь же	3	2
111	из этих	2	2
112	точно так	3	2
113	как уже	4	2
114	и здесь	2	2
115	в свою	2	2
116	на то	5	2
117	именно то	2	2
118	для нас	4	2
119	в начале	2	2
120	и более	7	2
121	по своему	4	2
122	должна быть	2	2
123	в памяти	2	2
124	что с	4	2
125	мы узнаем	2	2
126	еще не	2	2
127	было бы	8	2
128	со всеми	3	2
129	и он	2	2
130	себе и	3	2
131	в самом	6	2
132	может служить	2	2
133	но для	2	2
134	в обоих	3	2
135	как показывает	2	2
136	в него	2	2
137	не являются	3	2
138	с таким	3	2
139	что и	9	2
140	раз в	2	2
141	себя в	3	2
142	в современной	2	2
143	в процессе	27	2
144	только на	2	2
145	в настоящем	3	2
146	а с	2	2
147	если не	2	2
148	именно в	3	2
149	те же	6	2
150	они не	2	2
151	и что	8	2
152	только что	4	2
153	с точки	11	2
154	не имеет	2	2
155	так же	11	2
156	той же	6	2
157	роль в	4	2
158	можно было	6	2
159	в чем	3	2
160	тому как	2	2
161	на одном	2	2
162	в результате	8	2
163	в ней	2	2
164	в виде	3	2
165	подобно тому	2	2
166	мы его	2	2
167	могли бы	9	2
168	в равной	3	2
169	как он	4	2
170	здесь не	2	2
171	бы в	3	2
172	потому что	12	2
173	в области	4	2
174	в сознании	4	2
175	к которому	3	2
