N	2gram	Bakhtin_Pr_5	Myshleni
1	в том	5	28
2	и в	35	28
3	то что	10	28
4	в этом	14	27
5	того что	3	24
6	потому что	8	22
7	не может	18	19
8	том что	3	19
9	таким образом	7	18
10	что он	24	18
11	только в	6	18
12	что в	6	17
13	не только	10	16
14	так же	7	15
15	может быть	14	13
16	сказать что	3	13
17	точки зрения	7	13
18	тому что	2	11
19	и не	27	11
20	к другим	2	11
21	как бы	31	11
22	в отношении	9	10
23	к тому	6	10
24	как мы	8	10
25	но и	14	10
26	по отношению	6	10
27	так как	4	10
28	но не	6	10
29	отношению к	7	10
30	с точки	2	10
31	было бы	3	9
32	мы можем	2	9
33	никогда не	4	8
34	в самом	6	8
35	мы видели	2	8
36	еще не	7	8
37	тем что	4	8
38	самого начала	8	7
39	с самого	8	7
40	в нем	16	7
41	в сущности	14	7
42	в своем	2	7
43	что оно	2	7
44	отношение к	6	7
45	он не	13	7
46	вместе с	2	7
47	то же	15	7
48	можно было	2	7
49	там где	7	7
50	в которой	2	7
51	и к	12	6
52	так что	5	6
53	и как	2	6
54	и что	6	6
55	для него	14	6
56	в то	11	6
57	его в	4	6
58	как и	18	6
59	так и	8	6
60	приводит к	2	6
61	как раз	4	6
62	вообще не	2	6
63	в чем	4	6
64	это не	3	5
65	вопрос о	2	5
66	в пределах	11	5
67	друг с	4	5
68	время как	2	5
69	и на	6	5
70	и все	15	5
71	но в	19	5
72	что все	2	5
73	с тем	3	5
74	то в	2	5
75	с другом	4	5
76	он умеет	3	5
77	показать что	2	5
78	я не	8	4
79	что на	2	4
80	мы знаем	2	4
81	не в	10	4
82	на этом	2	4
83	но что	2	4
84	например в	2	4
85	на этот	2	4
86	совпадает с	2	4
87	с этим	3	4
88	друг друга	2	4
89	в одной	3	4
90	в первом	2	4
91	мысли в	2	4
92	к другому	16	4
93	к другу	3	4
94	что и	3	4
95	во всех	3	4
96	если я	2	4
97	и того	2	4
98	в той	4	4
99	той же	2	4
100	и то	5	4
101	в себе	5	4
102	в каждой	2	4
103	за собой	3	3
104	в каждом	6	3
105	все время	4	3
106	слов и	3	3
107	что с	2	3
108	до конца	4	3
109	при этом	2	3
110	на его	4	3
111	мог бы	2	3
112	его отношение	4	3
113	хотя и	2	3
114	в целом	3	3
115	те же	2	3
116	и по	2	3
117	нуждается в	3	3
118	но как	4	3
119	по своей	2	3
120	бы в	4	3
121	в плане	6	3
122	с его	7	3
123	друг к	3	3
124	в них	4	3
125	лежит в	2	3
126	по себе	4	3
127	раз в	2	3
128	это и	3	3
129	мы должны	3	3
130	в его	21	3
131	его мысли	2	3
132	как в	5	3
133	а не	4	3
134	и его	14	3
135	не знает	6	3
136	и т.д	3	3
137	отношении к	7	3
138	не менее	2	2
139	на вопрос	2	2
140	он сам	6	2
141	но на	4	2
142	в этих	2	2
143	друг другу	4	2
144	для этого	2	2
145	с другой	4	2
146	с этой	2	2
147	в конце	5	2
148	именно потому	2	2
149	это в	2	2
150	прежде всего	12	2
151	и своего	3	2
152	слово не	2	2
153	но это	6	2
154	самом деле	10	2
155	к одному	3	2
156	и от	3	2
157	себе и	7	2
158	в котором	3	2
159	из них	3	2
160	все это	14	2
161	другой стороны	3	2
162	все эти	3	2
163	но только	3	2
164	и наконец	7	2
165	с ними	5	2
166	в которых	2	2
167	но он	4	2
168	от него	6	2
169	до крайности	2	2
170	что у	6	2
171	в высшей	3	2
172	с ним	7	2
173	другу как	2	2
174	между двумя	2	2
175	поэтому он	3	2
176	у него	4	2
177	в такой	4	2
178	раз и	3	2
179	он с	6	2
180	в одном	6	2
181	этом смысле	3	2
182	всех тех	2	2
183	по своему	4	2
184	мы уже	8	2
185	в своей	4	2
186	из этого	2	2
187	другим и	3	2
188	этого слова	5	2
189	еще в	4	2
190	все же	8	2
191	когда он	3	2
192	всем этим	2	2
193	только на	4	2
194	речи в	2	2
195	а в	7	2
196	в раннем	2	2
197	только что	3	2
198	своего собственного	3	2
199	с другими	2	2
200	что я	13	2
201	в другом	12	2
202	за ним	2	2
203	и вообще	2	2
204	что они	6	2
