N	2gram	Voloshinov_1	Myshleni
1	внутренней речи	18	67
2	речи и	6	30
3	в этом	10	29
4	точки зрения	10	28
5	и в	38	26
6	не только	27	24
7	то что	8	24
8	таким образом	7	23
9	с точки	5	21
10	представляет собой	2	19
11	того чтобы	7	19
12	в том	2	18
13	и не	14	18
14	внешней речи	4	18
15	для того	9	18
16	том что	3	17
17	потому что	5	16
18	внутренняя речь	5	15
19	как и	10	15
20	этом случае	3	14
21	того что	4	14
22	так же	4	14
23	так как	7	14
24	как мы	9	14
25	с помощью	6	13
26	вместе с	5	12
27	и его	7	12
28	внутреннюю речь	3	12
29	в которой	7	11
30	но и	13	11
31	речи но	2	11
32	в слове	3	11
33	не может	12	11
34	словом и	3	10
35	по своей	2	10
36	слова и	5	10
37	по своему	3	9
38	тому что	5	9
39	в самом	4	9
40	что мы	11	9
41	слово и	3	9
42	тем что	2	9
43	в себе	9	9
44	то же	14	8
45	сказать что	3	8
46	свое выражение	2	8
47	что он	2	8
48	тем самым	7	8
49	той же	5	8
50	только в	6	8
51	самого начала	4	7
52	к тому	4	7
53	прежде всего	21	7
54	с самого	4	7
55	может быть	13	7
56	и к	4	7
57	мы не	9	7
58	и то	3	7
59	в какой	2	6
60	вопрос о	2	6
61	и тем	6	6
62	речь есть	2	6
63	мы должны	10	6
64	как бы	28	6
65	между собой	2	6
66	в ее	3	6
67	было бы	7	6
68	во всех	6	6
69	все эти	2	6
70	все же	7	6
71	связь между	2	6
72	самом деле	4	6
73	а не	6	6
74	выражение в	3	6
75	в сознании	3	6
76	что это	4	6
77	слова в	5	5
78	можно сказать	4	5
79	если бы	4	5
80	и следовательно	5	5
81	в виду	3	5
82	в целом	4	5
83	во второй	3	5
84	и их	5	5
85	речь и	4	5
86	и с	5	5
87	себе в	2	5
88	в начале	3	5
89	же самое	5	5
90	бы в	5	5
91	как это	5	5
92	нашего исследования	2	5
93	с тем	8	5
94	речи не	2	5
95	в качестве	4	5
96	в процессе	6	5
97	слова как	2	5
98	если мы	4	5
99	тем же	3	5
100	и для	3	5
101	никогда не	7	4
102	в нашем	5	4
103	перейти к	2	4
104	что у	3	4
105	и от	7	4
106	в конце	6	4
107	в котором	3	4
108	целый ряд	3	4
109	и наконец	5	4
110	друг друга	2	4
111	в его	6	4
112	нужно было	2	4
113	о том	4	4
114	но в	5	4
115	речи то	2	4
116	речи это	2	4
117	связи с	3	4
118	еще не	3	4
119	одной из	2	4
120	гораздо более	2	4
121	как в	2	4
122	что оно	3	4
123	в той	5	4
124	не в	6	4
125	в области	5	4
126	друг другу	2	3
127	все это	4	3
128	это не	3	3
129	и речь	2	3
130	одно и	4	3
131	слова но	3	3
132	уяснить себе	2	3
133	но это	2	3
134	очевидно что	2	3
135	для него	3	3
136	в ней	8	3
137	и является	5	3
138	в основе	2	3
139	смысле этого	2	3
140	между ними	3	3
141	из двух	2	3
142	не является	5	3
143	но мы	2	3
144	мы видели	5	3
145	в первой	2	3
146	этом отношении	2	3
147	развития в	2	3
148	внешней речью	3	3
149	в живом	3	3
150	он не	2	3
151	нуждается в	2	3
152	мы уже	10	3
153	внешняя речь	3	3
154	что эти	2	3
155	с ним	2	3
156	находит свое	2	3
157	были бы	4	3
158	с собой	2	3
159	представить себе	3	3
160	есть не	2	3
161	об этом	3	3
162	в то	9	3
163	но не	2	3
164	мы в	3	3
165	и потому	2	3
166	этого слова	3	3
167	нет и	3	3
168	что и	3	3
169	в своей	2	3
170	сих пор	2	3
171	так и	6	3
172	только на	3	3
173	все больше	2	3
174	на самом	3	3
175	только потому	2	3
176	и слово	3	3
177	к нему	2	3
178	деятельности и	3	3
179	мы видим	3	3
180	с другими	2	3
181	мы можем	7	3
182	между двумя	2	3
183	в этой	6	3
184	значений слов	2	3
185	зрения как	2	2
186	перед нами	3	2
187	уже в	5	2
188	прежде чем	2	2
189	в этих	2	2
190	его и	3	2
191	точку зрения	3	2
192	само собой	4	2
193	можем не	2	2
194	для нас	3	2
195	ли не	2	2
196	которой мы	4	2
197	свою очередь	4	2
198	больше и	2	2
199	во внутренней	4	2
200	в свою	6	2
201	на его	5	2
202	несмотря на	2	2
203	не мог	3	2
204	и той	5	2
205	или в	2	2
206	но для	3	2
207	один из	4	2
208	в нем	4	2
209	отношение к	2	2
210	всего в	3	2
211	в середине	2	2
212	отношения к	3	2
213	лишь в	4	2
214	и больше	2	2
215	ситуации и	9	2
216	который мы	2	2
217	должно быть	2	2
218	слово не	4	2
219	а в	5	2
220	что то	2	2
221	в своих	2	2
222	также и	2	2
223	в которых	2	2
224	его в	4	2
225	эти три	2	2
226	с этим	2	2
227	к этому	2	2
228	вовсе не	2	2
229	что было	3	2
230	но эта	2	2
231	т.е от	2	2
232	и здесь	3	2
233	у нас	4	2
234	и при	2	2
235	слов и	7	2
236	внутренней и	3	2
237	о своем	3	2
238	совершенно не	3	2
239	мы говорили	2	2
240	должно было	3	2
241	мы ни	3	2
242	относится к	2	2
243	с ней	2	2
244	мы показали	4	2
245	что же	8	2
246	в отношении	2	2
247	не смогли	2	2
248	должны были	2	2
249	одной и	2	2
250	из которых	3	2
251	и он	2	2
252	можно было	4	2
253	вопроса о	4	2
254	которые в	2	2
255	ответ на	2	2
256	ничего не	8	2
