N	2gram	Bakhtin_Fr_3	DiskursI
1	в себе	3	19
2	при этом	3	17
3	и в	40	16
4	может быть	9	16
5	как и	11	16
6	в этом	15	16
7	и не	13	15
8	а не	5	14
9	в частности	3	12
10	и т.п	10	12
11	в отличие	3	12
12	отличие от	3	12
13	то есть	18	12
14	в мире	4	11
15	но и	11	11
16	но в	8	11
17	том что	4	10
18	не только	13	10
19	своего рода	2	10
20	такого рода	3	9
21	так и	3	9
22	не может	3	9
23	в том	8	8
24	а также	4	8
25	как в	3	8
26	не менее	2	7
27	прежде всего	16	7
28	в нем	5	7
29	ни в	4	7
30	но не	2	7
31	в данном	4	7
32	с его	3	6
33	еще не	3	6
34	все же	2	6
35	в своей	6	6
36	данном случае	2	6
37	то же	7	6
38	в своих	5	6
39	что в	12	5
40	в своем	7	5
41	с другой	2	5
42	нового времени	2	5
43	хвала и	5	5
44	же время	6	5
45	для него	5	5
46	то что	5	5
47	и на	8	5
48	в то	6	5
49	в одном	7	4
50	одного из	2	4
51	к этому	6	4
52	как бы	3	4
53	отношению к	2	4
54	по отношению	3	4
55	этом отношении	2	4
56	ни для	4	4
57	роль в	4	4
58	потому что	2	4
59	в основе	5	4
60	одно из	3	4
61	точки зрения	2	4
62	в этой	3	4
63	о том	4	4
64	в этих	6	3
65	в них	9	3
66	это не	2	3
67	из этих	2	3
68	и все	9	3
69	или иной	2	3
70	и как	3	3
71	здесь в	4	3
72	можно сказать	2	3
73	например в	2	3
74	он не	9	3
75	той или	2	3
76	в его	13	3
77	еще в	3	3
78	в котором	2	3
79	к жизни	2	3
80	из них	4	3
81	жизни и	4	3
82	и ее	2	3
83	не было	5	3
84	все эти	8	3
85	и наконец	3	3
86	также и	4	3
87	и его	17	3
88	но это	3	3
89	в другом	3	3
90	только в	3	3
91	одном из	2	3
92	и смертью	4	2
93	не подлежит	3	2
94	в целом	2	2
95	это в	2	2
96	момент в	2	2
97	между жизнью	3	2
98	в той	6	2
99	что он	2	2
100	основе своей	2	2
101	времени и	2	2
102	того же	2	2
103	отношение к	8	2
104	из важнейших	2	2
105	о чем	2	2
106	в ней	4	2
107	далеко не	2	2
108	что и	3	2
109	не к	2	2
110	лежит на	2	2
111	вместе с	3	2
112	жизнью и	4	2
113	и прежде	3	2
114	в языке	2	2
115	именно в	2	2
116	по преимуществу	2	2
117	все это	4	2
118	и для	5	2
119	а в	3	2
120	той же	8	2
121	тут же	2	2
122	хвалы и	4	2
123	их в	3	2
124	и с	8	2
125	и это	2	2
126	дело в	2	2
127	здесь не	3	2
128	но здесь	2	2
129	в области	4	2
130	говорит об	2	2
131	между тем	3	2
