N	2gram	Voloshinov_2	slovoVRo
1	чужого слова	13	40
2	и в	19	39
3	может быть	28	37
4	и его	16	33
5	то есть	2	26
6	не только	13	24
7	и не	19	22
8	но и	10	21
9	не может	18	20
10	в нем	11	19
11	до конца	2	17
12	чужой речи	53	16
13	в этом	15	16
14	так и	10	15
15	а не	9	14
16	слова в	8	13
17	отличие от	3	13
18	в пределах	10	13
19	в процессе	18	13
20	во всех	6	12
21	в отличие	3	12
22	в истории	3	11
23	слово в	3	11
24	чужое слово	8	10
25	вовсе не	11	10
26	не в	10	9
27	языка и	15	9
28	и с	2	9
29	прежде всего	7	8
30	себя в	2	8
31	слова и	6	8
32	таким образом	14	8
33	передачи чужой	24	8
34	точки зрения	17	8
35	с его	8	7
36	языкового сознания	3	7
37	слово как	2	7
38	языка как	9	7
39	при этом	9	7
40	для него	9	7
41	еще не	3	7
42	в его	5	7
43	как бы	19	7
44	никогда не	7	7
45	в этих	3	7
46	и потому	2	7
47	и даже	2	7
48	как мы	15	7
49	могут быть	3	7
50	о слове	4	7
51	передачи чужого	2	6
52	все же	5	6
53	как и	9	6
54	в своем	2	6
55	языка в	3	6
56	но не	2	6
57	в большинстве	5	6
58	в сущности	14	6
59	значительной степени	2	6
60	жизни и	2	6
61	там где	2	6
62	в значительной	2	6
63	все эти	3	6
64	в слове	4	6
65	так сказать	14	6
66	чужого языка	4	6
67	но в	7	6
68	с другой	3	5
69	это не	4	5
70	и для	7	5
71	и все	6	5
72	по себе	3	5
73	том что	10	5
74	или иной	5	5
75	одной стороны	3	5
76	только в	8	5
77	в том	7	5
78	и их	4	5
79	той или	4	5
80	слово и	3	5
81	с одной	3	5
82	с ними	4	5
83	от него	2	5
84	конечно не	4	5
85	большинстве случаев	5	5
86	языка а	2	5
87	язык не	3	4
88	ни в	6	4
89	узком смысле	2	4
90	отношению к	8	4
91	же время	8	4
92	зависимости от	2	4
93	одна из	7	4
94	в смысле	6	4
95	в узком	2	4
96	в основном	4	4
97	на почве	9	4
98	в зависимости	2	4
99	форм передачи	6	4
100	в отношении	4	4
101	по отношению	8	4
102	отношения к	2	4
103	то же	16	4
104	что оно	3	4
105	с помощью	6	4
106	в той	5	4
107	в таком	7	4
108	а в	3	4
109	с другими	3	4
110	и на	5	4
111	языка не	3	4
112	в основе	9	4
113	даже и	2	4
114	xix века	2	4
115	в то	8	4
116	отношении к	5	4
117	его в	7	4
118	так как	3	4
119	или как	2	4
120	перед нами	3	3
121	что в	2	3
122	точку зрения	2	3
123	хотя бы	6	3
124	установкой на	2	3
125	и от	3	3
126	должна быть	4	3
127	язык как	6	3
128	в собственном	2	3
129	стороны и	2	3
130	здесь в	2	3
131	не с	2	3
132	в свою	6	3
133	что и	3	3
134	связи с	13	3
135	к проблеме	2	3
136	у него	2	3
137	и как	6	3
138	слов и	3	3
139	в ней	3	3
140	разрыв между	2	3
141	со всею	3	3
142	слово для	3	3
143	к нему	5	3
144	связано с	3	3
145	быть и	6	3
146	собственном смысле	2	3
147	стремится к	2	3
148	в контексте	5	3
149	языке как	2	3
150	лишь в	14	3
151	идеологического творчества	2	3
152	с точки	13	3
153	той же	3	3
154	рядом с	2	3
155	сказать что	4	3
156	между тем	6	3
157	речи и	13	3
158	прямо сказать	2	3
159	в особенности	2	3
160	во всяком	3	3
161	иной степени	2	3
162	слова на	3	3
163	чужого высказывания	13	2
164	в данном	5	2
165	уже в	2	2
166	не было	3	2
167	и более	7	2
168	независимо от	2	2
169	и непосредственно	2	2
170	в нашем	2	2
171	его и	3	2
172	и чужого	2	2
173	данного языка	2	2
174	на границе	2	2
175	в идеологическом	2	2
176	оно уже	2	2
177	конечно в	3	2
178	формах передачи	2	2
179	влияние на	4	2
180	в себе	4	2
181	и здесь	5	2
182	что он	4	2
183	слова о	4	2
184	более того	6	2
185	на протяжении	2	2
186	имеет дело	2	2
187	мы сказали	3	2
188	более или	2	2
189	чужую речь	7	2
190	из важнейших	2	2
191	свою очередь	5	2
192	громадное значение	3	2
193	лишь при	2	2
194	как о	2	2
195	мы увидим	2	2
196	и идеологически	2	2
197	мы уже	6	2
198	за пределы	3	2
199	точном смысле	4	2
200	значение в	4	2
201	слова как	2	2
202	всяком случае	2	2
203	и особенно	2	2
204	должен быть	2	2
205	сих пор	3	2
206	мы видели	4	2
207	то что	4	2
208	вместе с	2	2
209	в различных	3	2
210	или менее	2	2
211	и речи	2	2
212	в их	5	2
213	в форме	5	2
214	всем этим	2	2
215	в языке	7	2
216	в связи	7	2
217	с этим	3	2
218	в виде	2	2
219	в точном	4	2
220	именно в	2	2
221	слове и	3	2
222	еще более	2	2
223	на материале	3	2
224	мы не	2	2
225	они не	2	2
226	и т.п	10	2
227	как слово	5	2
228	того чтобы	6	2
229	для того	6	2
230	менее всего	3	2
231	одним из	2	2
232	говорящего и	2	2
233	или в	2	2
234	конечно и	2	2
235	в более	2	2
236	он не	3	2
237	именно как	2	2
238	далеко не	2	2
239	к его	2	2
240	но как	2	2
241	в другом	3	2
242	в языковом	3	2
243	не знает	2	2
244	может стать	2	2
245	слова при	2	2
246	установка на	2	2
247	о том	3	2
248	здесь как	2	2
249	только с	2	2
250	оно может	3	2
251	из него	2	2
252	до сих	3	2
