N	2gram	Potebnia_M_4	Dialekti
1	не есть	9	40
2	и не	18	30
3	по себе	11	25
4	и т	7	21
5	т д	3	19
6	и в	23	18
7	может быть	26	17
8	точки зрения	4	17
9	в нем	7	16
10	и есть	3	16
11	так что	5	15
12	не имеет	5	15
13	а не	12	14
14	потому что	33	14
15	что в	17	13
16	то что	29	13
17	не только	10	13
18	и даже	2	13
19	если бы	13	12
20	было бы	8	12
21	и что	7	12
22	с точки	3	12
23	в этом	23	12
24	не может	11	12
25	что это	7	11
26	что он	4	11
27	как бы	5	11
28	все это	5	11
29	в себе	14	11
30	так как	14	11
31	есть нечто	5	10
32	то же	14	10
33	что такое	7	10
34	наука не	2	10
35	сказать что	8	10
36	никогда не	3	9
37	это не	7	9
38	в том	23	9
39	это есть	3	9
40	так и	6	9
41	том что	12	9
42	и то	5	9
43	стало быть	8	9
44	но это	3	8
45	к нему	5	8
46	в каком	4	8
47	не существует	2	7
48	вовсе не	7	7
49	и как	2	7
50	то в	3	7
51	но и	11	7
52	что она	2	7
53	что не	6	7
54	как она	2	7
55	с другой	2	6
56	можно сказать	4	6
57	да и	4	6
58	хотя бы	4	6
59	она не	2	6
60	не было	12	6
61	не в	11	6
62	в то	4	6
63	с ним	5	6
64	не то	5	6
65	но в	8	6
66	сам по	4	6
67	я не	2	5
68	в этих	3	5
69	в своем	8	5
70	на то	7	5
71	как же	4	5
72	есть и	2	5
73	и мы	5	5
74	не с	2	5
75	отношение к	2	5
76	есть только	5	5
77	а в	5	5
78	само по	5	5
79	можно было	2	5
80	и с	4	5
81	говорить о	5	5
82	мы должны	2	5
83	об отношении	2	5
84	в виду	3	5
85	и более	4	4
86	по крайней	5	4
87	к тому	3	4
88	быть может	4	4
89	во всяком	5	4
90	об этом	2	4
91	крайней мере	5	4
92	мы видим	2	4
93	от него	2	4
94	же время	3	4
95	не могу	2	4
96	хотя и	5	4
97	в котором	4	4
98	то это	8	4
99	быть и	2	4
100	так же	4	4
101	есть всегда	3	4
102	мы говорим	7	4
103	и притом	2	4
104	как мы	2	4
105	мы можем	10	4
106	к ней	2	4
107	и вообще	2	4
108	о том	8	4
109	для меня	10	4
110	может иметь	2	3
111	тому что	2	3
112	в них	3	3
113	думать что	4	3
114	все равно	3	3
115	есть не	4	3
116	но эта	2	3
117	что и	7	3
118	только потому	4	3
119	чтобы понять	2	3
120	что я	11	3
121	уже и	2	3
122	но что	2	3
123	на себе	3	3
124	конечно не	2	3
125	и о	4	3
126	и из	3	3
127	он не	2	3
128	в его	5	3
129	не значит	2	3
130	и потому	10	3
131	даже в	2	3
132	один из	2	3
133	указывает на	2	3
134	что же	5	3
135	мысли и	7	3
136	даже не	2	3
137	только на	4	3
138	и науки	2	3
139	в самом	3	3
140	в разных	3	3
141	еще более	2	3
142	на самом	3	3
143	самом деле	3	3
144	в науке	3	3
145	только что	3	3
146	должно быть	5	3
147	света и	2	3
148	в данном	4	3
149	и та	4	3
150	в ней	2	3
151	могут быть	7	3
152	даже и	3	3
153	есть наука	2	3
154	только в	15	3
155	и все	4	3
156	иметь в	2	3
157	бы в	2	3
158	в сознании	4	3
159	ни к	2	2
160	образ не	2	2
161	не менее	5	2
162	того что	14	2
163	бы и	5	2
164	по мере	7	2
165	именно в	3	2
166	в виде	2	2
167	и состоит	3	2
168	или что	2	2
169	и быть	2	2
170	как в	7	2
171	но так	2	2
172	и говорить	2	2
173	не как	2	2
174	из этих	2	2
175	точно так	2	2
176	с другими	4	2
177	в каждом	3	2
178	мы сами	3	2
179	вопрос о	2	2
180	большею частью	2	2
181	говорим что	3	2
182	одна и	2	2
183	оно есть	2	2
184	в мире	2	2
185	как и	14	2
186	мы и	2	2
187	и при	2	2
188	что если	6	2
189	и другое	2	2
190	не нужно	2	2
191	для него	5	2
192	до сих	4	2
193	только тогда	5	2
194	еще не	3	2
195	только как	4	2
196	и может	4	2
197	для того	6	2
198	но есть	4	2
199	никто не	2	2
200	что человек	3	2
201	говорим не	3	2
202	к ним	2	2
203	и следовательно	3	2
204	всяком случае	3	2
205	тем более	5	2
206	но уже	3	2
207	другими словами	8	2
208	и их	3	2
209	которое в	3	2
210	дело не	2	2
211	сих пор	4	2
212	со стороны	3	2
213	есть для	5	2
214	что даже	2	2
215	т п	4	2
216	с этим	7	2
217	все эти	3	2
218	мы имеем	4	2
219	можно только	2	2
220	если мы	2	2
221	уже не	3	2
222	и у	2	2
223	сами не	2	2
224	можем сказать	2	2
225	и для	2	2
226	стремится к	2	2
227	мысли в	2	2
228	меня то	2	2
229	между собою	4	2
230	с ними	3	2
231	то он	2	2
232	то мы	3	2
233	и так	3	2
234	дальше в	2	2
235	то и	4	2
236	в которых	3	2
237	я в	2	2
238	и это	2	2
239	что как	4	2
240	заметить что	6	2
241	на деле	2	2
242	образа и	3	2
243	если и	2	2
244	это было	2	2
