N	2gram	Losev_Dial_3	Formalny
1	т е	48	32
2	и не	27	30
3	вовсе не	13	28
4	и в	24	27
5	может быть	13	25
6	не может	19	24
7	так и	5	21
8	и его	5	19
9	таким образом	13	18
10	в этом	8	18
11	а не	26	17
12	точки зрения	25	16
13	самом деле	6	16
14	и пр	6	15
15	в нем	3	15
16	то же	6	15
17	как и	7	14
18	с точки	14	14
19	не в	3	12
20	если бы	6	12
21	и от	3	11
22	в самом	7	11
23	и т	24	11
24	но и	9	10
25	не могут	4	10
26	так как	6	9
27	не только	23	9
28	так же	4	9
29	что в	7	8
30	ни в	9	8
31	при этом	2	8
32	как бы	3	8
33	отнюдь не	10	8
34	и все	6	8
35	то что	14	8
36	как раз	7	8
37	как мы	2	8
38	только в	5	8
39	не менее	11	7
40	в том	5	7
41	же время	3	7
42	все это	6	7
43	потому что	7	7
44	в то	5	7
45	совершенно не	2	7
46	в его	2	7
47	все время	3	6
48	с другой	4	6
49	всяком случае	2	6
50	т д	23	6
51	все эти	3	6
52	в своих	2	6
53	бы в	2	6
54	но в	2	6
55	что он	13	6
56	еще не	2	6
57	было бы	5	6
58	и понимания	2	6
59	все же	3	6
60	хотя бы	4	6
61	и для	2	6
62	в данном	2	6
63	во всяком	2	6
64	и ее	3	6
65	никогда не	7	5
66	что именно	3	5
67	зависимости от	3	5
68	друг друга	3	5
69	другой стороны	2	5
70	в одной	3	5
71	в ней	2	5
72	и формы	2	5
73	в истории	4	5
74	в зависимости	2	5
75	но не	2	5
76	и потому	2	5
77	что же	11	5
78	тому как	4	5
79	тем что	3	5
80	если же	8	5
81	прежде всего	8	4
82	в смысле	2	4
83	к тому	4	4
84	мы знаем	3	4
85	следовательно и	2	4
86	и как	8	4
87	для того	3	4
88	же и	2	4
89	и является	2	4
90	жизнь не	2	4
91	бы то	2	4
92	жизни и	5	4
93	со стороны	2	4
94	они не	2	4
95	о том	6	4
96	как это	5	4
97	тогда когда	5	4
98	по себе	20	4
99	не есть	54	4
100	том что	8	4
101	она не	3	4
102	конечно не	4	4
103	только на	7	4
104	в слове	3	4
105	мы не	5	4
106	могут быть	2	4
107	подобно тому	4	4
108	из этого	2	4
109	же как	2	3
110	что это	12	3
111	тому что	4	3
112	это не	4	3
113	как таковой	2	3
114	для нас	2	3
115	мы и	4	3
116	лишь как	2	3
117	должна быть	6	3
118	того что	12	3
119	она есть	10	3
120	не о	2	3
121	в виду	7	3
122	и тем	2	3
123	как таковая	3	3
124	той же	3	3
125	и что	15	3
126	и на	3	3
127	никак не	2	3
128	их в	2	3
129	сказать что	4	3
130	и с	6	3
131	в основе	3	3
132	а что	4	3
133	и следовательно	2	3
134	он и	3	3
135	от его	2	3
136	что жизнь	2	3
137	в них	5	3
138	раз и	3	3
139	исторического процесса	2	3
140	ясно что	7	3
141	в условиях	2	3
142	у нас	4	3
143	мы уже	3	3
144	о нем	4	3
145	нет и	4	3
146	оно не	6	3
147	ее в	2	3
148	может и	2	3
149	уже не	5	3
150	целое и	2	3
151	не на	6	3
152	жизнь и	4	3
153	ничто не	2	3
154	в себе	2	3
155	души и	2	3
156	она должна	2	2
157	для этого	2	2
158	вообще не	2	2
159	была бы	3	2
160	или иной	4	2
161	но это	5	2
162	на этом	2	2
163	как о	4	2
164	не можем	2	2
165	но для	2	2
166	но если	6	2
167	учение о	8	2
168	из них	3	2
169	сами эти	2	2
170	от того	4	2
171	что она	9	2
172	допустим что	16	2
173	отличается от	8	2
174	в своем	3	2
175	и только	6	2
176	же он	2	2
177	можно только	4	2
178	и даже	13	2
179	из этих	2	2
180	бы быть	2	2
181	в чисто	2	2
182	слово в	2	2
183	возможно только	6	2
184	с его	2	2
185	сознания и	4	2
186	только не	10	2
187	перестает быть	2	2
188	из нее	2	2
189	превращается в	6	2
190	и во	2	2
191	нет никаких	2	2
192	говорить о	4	2
193	и притом	5	2
194	то в	2	2
195	так чтобы	2	2
196	одна из	3	2
197	и тогда	5	2
198	в сущности	10	2
199	за пределы	3	2
200	не значит	3	2
201	сами по	3	2
202	что и	6	2
203	тем не	10	2
204	как не	2	2
205	ровно ничего	3	2
206	так в	2	2
207	это и	7	2
208	и сами	2	2
209	в таком	14	2
210	и необходимости	2	2
211	что этот	2	2
212	это значит	24	2
213	быть только	2	2
214	в каком	3	2
215	и это	4	2
216	ничего не	17	2
