N	3gram	Vinokur_Ku_1	Myshleni
1	в том что	15	17
2	вместе с тем	3	10
3	заключается в том	2	7
4	для того чтобы	15	7
5	можно было бы	3	5
6	тем не менее	4	5
7	в зависимости от	5	5
8	в связи с	3	5
9	и того же	2	4
10	во всяком случае	5	4
11	одного и того	2	4
12	о том что	5	3
13	состоит в том	3	3
14	то обстоятельство что	8	3
15	а с другой	3	3
16	на то что	2	3
17	с другой стороны	6	3
18	того что они	2	3
19	в этом отношении	5	3
20	силу того что	2	2
21	так и в	2	2
22	только потому что	6	2
23	в силу того	2	2
24	в свою очередь	3	2
25	того или иного	3	2
26	только в том	3	2
27	этой точки зрения	2	2
28	не может быть	3	2
29	в этом смысле	3	2
30	по отношению к	8	2
