N	2gram	Bakhtin_Pr_3	Psycholo
1	в том	14	37
2	и в	53	32
3	том что	5	21
4	то что	9	21
5	таким образом	6	21
6	потому что	5	21
7	то есть	48	21
8	что в	2	20
9	может быть	12	18
10	что и	3	17
11	не может	2	17
12	точки зрения	4	17
13	что он	4	13
14	при этом	3	13
15	то же	6	13
16	в этом	8	13
17	в самом	2	12
18	не только	4	12
19	так как	7	12
20	было бы	5	11
21	в основе	5	11
22	как и	11	10
23	но и	7	10
24	и не	15	10
25	с точки	2	10
26	никогда не	2	9
27	как в	7	9
28	в своих	2	9
29	тем что	2	9
30	что это	2	8
31	не менее	3	8
32	не в	2	8
33	той же	5	8
34	а не	11	7
35	в сущности	10	7
36	все эти	9	7
37	и его	10	7
38	сказать что	10	7
39	как будто	2	7
40	только в	4	7
41	тот же	2	6
42	и из	3	6
43	он не	3	6
44	как бы	14	6
45	формы и	3	6
46	о том	2	6
47	на все	2	5
48	в ней	7	5
49	далеко не	2	5
50	до сих	5	5
51	сих пор	5	5
52	все это	8	5
53	и даже	2	5
54	и на	18	5
55	в то	5	5
56	и более	2	4
57	в жизни	8	4
58	тем не	2	4
59	как это	2	4
60	несмотря на	2	4
61	и той	2	4
62	которые мы	2	4
63	и по	3	4
64	и тем	2	4
65	в нем	10	4
66	из них	4	4
67	жизни и	9	4
68	наряду с	5	4
69	и до	5	4
70	а в	2	4
71	и все	10	4
72	к одному	2	4
73	мы видим	2	4
74	и для	4	4
75	и с	6	4
76	могут быть	4	4
77	с этим	2	4
78	и это	3	4
79	в творчестве	8	4
80	ничего не	6	4
81	в сознании	2	4
82	между тем	2	4
83	по своему	6	3
84	главным образом	3	3
85	но он	2	3
86	хотя бы	2	3
87	с другой	2	3
88	в конце	3	3
89	которые не	2	3
90	и к	5	3
91	по существу	5	3
92	что именно	2	3
93	и заключается	2	3
94	и другой	3	3
95	например в	5	3
96	в своей	3	3
97	один из	6	3
98	так и	6	3
99	во всех	12	3
100	и их	2	3
101	и так	3	3
102	и ее	6	3
103	в их	2	3
104	еще более	5	3
105	и других	9	3
106	образом в	2	3
107	в смысле	2	3
108	он в	2	3
109	во всем	2	3
110	мы должны	4	3
111	но в	5	3
112	мы не	4	3
113	это было	3	3
114	мы можем	5	3
115	из самых	2	2
116	место в	2	2
117	этих двух	2	2
118	с его	2	2
119	казалось бы	3	2
120	в них	2	2
121	сравнению с	4	2
122	это не	6	2
123	и от	3	2
124	с другими	3	2
125	во сне	5	2
126	в каждом	4	2
127	а я	2	2
128	на грани	2	2
129	говорит о	2	2
130	же время	5	2
131	тем более	2	2
132	еще не	5	2
133	но не	5	2
134	того же	2	2
135	по сравнению	4	2
136	и тот	3	2
137	вовсе не	3	2
138	на его	3	2
139	в его	8	2
140	в ее	3	2
141	как он	2	2
142	в этих	5	2
143	отношение к	6	2
144	вместе с	2	2
145	значение в	4	2
146	значение и	2	2
147	и без	3	2
148	вплоть до	4	2
149	в особенности	2	2
150	не было	4	2
151	форм и	2	2
152	мы находим	2	2
153	здесь мы	2	2
154	и у	7	2
155	которой мы	2	2
156	в таком	2	2
157	это очень	4	2
158	но это	3	2
159	также и	4	2
160	их в	2	2
161	в себе	5	2
162	и вообще	3	2
163	в которой	2	2
164	и которые	2	2
