N	2gram	Losev_Vlad_3	Psycholo
1	то что	28	44
2	и в	40	33
3	в этом	16	28
4	как бы	3	25
5	и что	8	25
6	потому что	11	24
7	для того	2	23
8	может быть	8	22
9	том что	18	22
10	того чтобы	3	22
11	что в	17	21
12	в том	18	21
13	о том	11	20
14	что он	5	20
15	только что	2	15
16	как это	4	14
17	что это	9	13
18	таким образом	11	13
19	и не	25	13
20	так же	8	13
21	сказать что	12	13
22	то есть	24	13
23	к тому	7	12
24	в самом	4	12
25	все то	3	12
26	и все	4	12
27	так как	7	12
28	было бы	4	12
29	если мы	4	12
30	что все	7	11
31	он не	8	11
32	на то	4	10
33	что она	2	10
34	не может	14	10
35	в его	14	10
36	если бы	3	10
37	в этой	8	9
38	и если	7	9
39	по себе	6	9
40	как раз	10	9
41	то же	4	9
42	в конце	12	8
43	в каком	4	8
44	вместе с	7	8
45	в своем	8	7
46	для нас	5	7
47	до конца	4	7
48	так что	14	7
49	в нем	3	7
50	и только	3	7
51	не только	25	7
52	перед нами	3	6
53	тому что	4	6
54	это не	3	6
55	в ней	5	6
56	все эти	5	6
57	точки зрения	13	6
58	что мы	2	6
59	же самое	3	6
60	как на	3	6
61	у него	24	6
62	мы должны	4	6
63	в сущности	2	6
64	никак не	4	6
65	на самом	3	6
66	а не	8	6
67	в себе	9	6
68	что эта	2	6
69	мы будем	2	5
70	никогда не	11	5
71	в какой	2	5
72	нисколько не	3	5
73	и как	7	5
74	в целом	2	5
75	мы не	2	5
76	и на	6	5
77	вовсе не	13	5
78	с этим	2	5
79	как и	7	5
80	мы уже	5	5
81	и его	10	5
82	все же	4	5
83	и это	6	5
84	из этого	2	5
85	я не	3	4
86	совершенно не	2	4
87	из них	2	4
88	а в	7	4
89	не просто	10	4
90	того что	7	4
91	с этой	2	4
92	знаем что	2	4
93	при помощи	4	4
94	с тем	7	4
95	и так	2	4
96	в жизни	2	4
97	к этому	2	4
98	об этом	6	4
99	у нас	5	4
100	утверждает что	4	4
101	очень легко	2	4
102	и о	4	4
103	говорит о	4	4
104	не будет	6	4
105	в своей	9	4
106	ее в	3	4
107	на него	2	4
108	как мы	8	4
109	с точки	6	4
110	в таком	3	4
111	можно было	5	4
112	жизнь и	3	4
113	только в	13	4
114	в которой	2	4
115	это было	3	4
116	же как	3	3
117	что если	4	3
118	с одной	3	3
119	в сторону	2	3
120	точно так	4	3
121	в мире	2	3
122	ни в	10	3
123	что его	2	3
124	тому же	5	3
125	должно быть	5	3
126	не можем	2	3
127	одной стороны	3	3
128	но если	5	3
129	всяком случае	3	3
130	был бы	3	3
131	то это	10	3
132	и за	2	3
133	но и	18	3
134	не было	5	3
135	в своих	7	3
136	и здесь	6	3
137	в то	7	3
138	его в	2	3
139	могло бы	2	3
140	нет ни	2	3
141	должен был	2	3
142	в одном	5	3
143	но не	4	3
144	здесь в	4	3
145	бы это	2	3
146	она не	2	3
147	конце концов	5	3
148	и этот	2	3
149	что и	7	3
150	так и	6	3
151	да и	6	3
152	и сейчас	2	3
153	тем самым	2	3
154	к этой	2	3
155	и для	3	3
156	что этот	3	3
157	во всяком	3	3
158	от этого	2	3
159	тем что	5	3
160	в виде	13	3
161	еще раз	2	3
162	далеко не	3	3
163	уже в	3	2
164	не был	8	2
165	бы и	4	2
166	с другой	5	2
167	и от	6	2
168	из этих	3	2
169	прежде всего	10	2
170	вопрос о	4	2
171	для понимания	2	2
172	мы знаем	3	2
173	но все	3	2
174	такой же	4	2
175	же время	2	2
176	в нашей	2	2
177	с такой	2	2
178	при этом	3	2
179	себе и	2	2
180	в каких	2	2
181	эти три	5	2
182	в виду	3	2
183	в котором	4	2
184	взгляд на	2	2
185	не является	2	2
186	но мы	2	2
187	то как	3	2
188	все они	2	2
189	в их	2	2
190	другой стороны	2	2
191	не больше	3	2
192	именно в	3	2
193	на одной	2	2
194	и наконец	2	2
195	не имеет	4	2
196	есть только	9	2
197	время как	2	2
198	можно найти	2	2
199	в результате	4	2
200	больше чем	2	2
201	и с	9	2
202	во всем	6	2
203	также и	17	2
204	не в	3	2
205	не понимает	2	2
206	мы сейчас	2	2
207	и потому	10	2
208	мы имеем	3	2
209	но в	4	2
210	сам по	2	2
211	с его	2	2
212	что касается	2	2
213	эти мысли	2	2
214	это время	2	2
215	и к	2	2
216	о которых	2	2
217	по существу	4	2
218	в это	2	2
219	почему же	6	2
220	даже в	4	2
221	бы то	3	2
222	не все	3	2
223	с таким	2	2
224	как говорит	2	2
225	всей этой	2	2
226	со стороны	2	2
227	даже не	3	2
228	оказывается что	2	2
229	не на	2	2
230	а с	4	2
231	сводится к	3	2
232	то время	4	2
233	и эта	3	2
234	хотя бы	6	2
235	и то	9	2
236	ни на	2	2
237	так вот	2	2
238	связи с	2	2
239	только с	2	2
240	едва ли	11	2
241	ничего не	5	2
