N	2gram	Tiupa_Hudo_1	Analitik
1	литературного произведения	10	41
2	в качестве	24	31
3	может быть	14	29
4	в том	18	27
5	не может	7	22
6	и не	15	21
7	в частности	13	19
8	и в	19	18
9	а не	9	17
10	но и	10	17
11	представляет собой	10	16
12	отнюдь не	2	15
13	не только	16	15
14	художественной реальности	4	14
15	тогда как	13	14
16	коммуникативного события	2	14
17	не в	7	14
18	художественного впечатления	3	14
19	как и	2	13
20	в его	9	13
21	в этом	11	13
22	текста в	3	12
23	том что	8	12
24	при этом	13	12
25	художественного текста	13	12
26	состоит в	16	11
27	в себе	9	11
28	эстетического объекта	4	11
29	то есть	18	11
30	но не	11	10
31	художественного целого	3	10
32	произведение искусства	8	9
33	то же	10	9
34	а в	12	9
35	иначе говоря	4	9
36	в то	6	9
37	в мире	21	8
38	в той	3	8
39	в принципе	5	8
40	эстетического отношения	11	8
41	но в	7	8
42	художественного восприятия	4	7
43	к тому	4	7
44	особого рода	5	7
45	этого слова	2	7
46	значении этого	4	7
47	тем самым	4	7
48	произведения как	3	7
49	времени и	2	6
50	это не	2	6
51	прежде всего	4	6
52	или иной	7	6
53	перед лицом	3	6
54	же время	5	6
55	в самом	5	6
56	себя в	7	6
57	той или	4	6
58	далеко не	2	6
59	то что	4	6
60	в своей	5	6
61	коммуникативное событие	2	6
62	факторов художественного	3	6
63	в себя	2	6
64	в отличие	7	6
65	отличие от	7	6
66	по отношению	9	6
67	в основе	4	6
68	точки зрения	10	6
69	по своей	7	6
70	только в	5	6
71	эстетический объект	4	6
72	мы имеем	6	6
73	я и	7	6
74	художественного произведения	3	5
75	и того	2	5
76	и как	3	5
77	воспринимающего сознания	2	5
78	в этой	2	5
79	что в	6	5
80	такого рода	10	5
81	имеет место	2	5
82	как бы	9	5
83	внутренней речи	14	5
84	отношению к	9	5
85	в целом	3	5
86	в тексте	9	5
87	в их	5	5
88	и т.п	4	5
89	художественный текст	4	5
90	и состоит	3	5
91	сводится к	7	5
92	лишь в	4	5
93	и его	12	5
94	между тем	4	5
95	и на	2	5
96	о том	2	5
97	в произведении	3	5
98	того что	4	4
99	и более	2	4
100	истории литературы	2	4
101	искусства в	4	4
102	могут быть	4	4
103	себя и	2	4
104	конечном счете	5	4
105	с другой	7	4
106	по себе	2	4
107	ни в	5	4
108	субъекта и	3	4
109	того же	2	4
110	внутреннего я	4	4
111	имеем дело	2	4
112	эстетической деятельности	2	4
113	для того	2	4
114	в области	6	4
115	в конечном	5	4
116	не с	2	4
117	так и	11	4
118	во времени	4	4
119	собственно говоря	2	4
120	именно в	2	4
121	сознания в	3	4
122	уже не	4	4
123	с точки	3	4
124	с другими	4	4
125	в другом	3	4
126	не следует	4	4
127	как правило	2	4
128	и соответственно	2	4
129	всего лишь	4	4
130	с ним	2	4
131	человека к	3	4
132	место в	4	3
133	том числе	2	3
134	по мысли	2	3
135	в рамках	8	3
136	с его	6	3
137	однако в	4	3
138	в нашем	2	3
139	и одновременно	5	3
140	знакового материала	4	3
141	личности в	4	3
142	или иного	3	3
143	в нем	5	3
144	эстетической реальности	2	3
145	и к	3	3
146	в ходе	5	3
147	что он	3	3
148	всякий раз	2	3
149	эстетического субъекта	3	3
150	произведении искусства	2	3
151	о литературе	3	3
152	еще не	3	3
153	одной стороны	2	3
154	никто не	2	3
155	он не	4	3
156	даже в	3	3
157	дело не	2	3
158	что и	2	3
159	не будет	2	3
160	в культуре	3	3
161	а именно	2	3
162	организации художественного	4	3
163	таким образом	3	3
164	а с	2	3
165	с одной	2	3
166	субъектной организации	5	3
167	от себя	3	3
168	объекта и	3	3
169	того чтобы	2	3
170	того или	3	3
171	к нему	3	3
172	и неизбыточности	2	3
173	не случайно	3	3
174	автора и	3	3
175	между двумя	2	3
176	я в	11	3
177	могла бы	2	3
178	в равной	2	3
179	произведения искусства	4	3
180	в художественном	4	3
181	а также	5	3
182	если бы	3	3
183	своего рода	5	3
184	в состав	6	3
185	говоря и	2	3
186	в противоположность	3	2
187	я есть	5	2
188	текст в	3	2
189	этого текста	2	2
190	художественного высказывания	2	2
191	и то	4	2
192	оказывается в	3	2
193	объектной организации	6	2
194	нас самих	2	2
195	никогда не	2	2
196	все эти	2	2
197	между собой	2	2
198	в какой	2	2
199	не столько	3	2
200	другого я	2	2
201	человеческого я	3	2
202	не является	4	2
203	из этих	3	2
204	говорит и	3	2
205	была бы	3	2
206	вовсе не	2	2
207	том и	2	2
208	или иных	2	2
209	как уже	2	2
210	художественного письма	5	2
211	не сводится	5	2
212	можно сказать	5	2
213	могут оказаться	2	2
214	в коем	2	2
215	равной степени	2	2
216	тех или	2	2
217	внешнего мира	3	2
218	в искусстве	7	2
219	с позиций	2	2
220	то в	2	2
221	и потому	2	2
222	и адресата	2	2
223	чем и	3	2
224	литературы как	3	2
225	не предполагает	3	2
226	рассказ о	2	2
227	отношение к	5	2
228	для него	4	2
229	от своего	2	2
230	в пределах	3	2
231	читателя в	3	2
232	случае не	2	2
233	может выступать	2	2
234	за пределы	2	2
235	говоря о	3	2
236	и о	3	2
237	человеческого бытия	2	2
238	совпадает с	2	2
239	в роли	3	2
240	за пределами	3	2
241	не все	2	2
242	один из	2	2
243	субъект и	2	2
244	как говорит	3	2
245	данного текста	3	2
246	и неизбыточность	2	2
247	со стороны	2	2
248	присутствия в	8	2
249	личности к	2	2
250	который в	2	2
251	другой стороны	5	2
252	отличается от	2	2
253	здесь не	2	2
254	текста наиболее	2	2
255	как к	2	2
256	отношения к	2	2
257	произведений искусства	3	2
258	может служить	2	2
259	художественного творчества	4	2
260	и по	2	2
261	коем случае	2	2
262	на основе	2	2
263	своей эстетической	3	2
