N	3gram	Vygotskiy__7	StatiiOP
1	в том что	13	17
2	о том что	4	11
3	для того чтобы	18	10
4	с точки зрения	21	8
5	в этом отношении	3	7
6	до сих пор	3	7
7	в данном случае	5	6
8	на самом деле	2	6
9	в самом деле	4	5
10	не может быть	4	5
11	на то что	4	4
12	так же как	7	3
13	том что в	2	3
14	по отношению к	5	3
15	заключается в том	4	3
16	мере в какой	2	2
17	в то время	2	2
18	по этому поводу	3	2
19	в той же	2	2
20	как раз в	2	2
21	с одной стороны	5	2
22	как и в	3	2
23	тем не менее	3	2
24	в этом случае	14	2
25	в наших глазах	3	2
26	и тем же	2	2
27	одним и тем	2	2
28	и то что	3	2
29	во втором случае	3	2
