N	2gram	Voloshinov_1	FransuaR
1	и в	13	41
2	таким образом	6	19
3	в этом	2	15
4	и все	3	14
5	как и	3	14
6	то же	4	13
7	все эти	2	13
8	мы уже	2	12
9	в его	7	12
10	прежде всего	9	11
11	в том	2	11
12	в себе	3	11
13	так и	3	10
14	все это	4	10
15	и его	12	9
16	не в	3	9
17	но и	3	9
18	и т.п	7	9
19	что в	3	9
20	то что	6	8
21	но в	4	8
22	в них	2	7
23	вовсе не	2	7
24	как бы	6	7
25	в нем	2	7
26	и не	8	7
27	мы видим	2	6
28	для него	2	6
29	с помощью	2	6
30	только в	6	6
31	уже в	2	5
32	не только	6	5
33	и к	2	5
34	в ней	2	5
35	как в	2	5
36	а в	2	5
37	и для	3	5
38	так же	2	5
39	точки зрения	7	5
40	том что	2	4
41	слов и	4	4
42	было бы	4	4
43	может быть	8	4
44	и наконец	5	4
45	связанных с	2	3
46	в отношении	2	3
47	в одном	3	3
48	в руках	2	3
49	в своей	4	3
50	при этом	2	3
51	несмотря на	2	3
52	и их	7	3
53	и эта	5	3
54	в их	3	3
55	не может	8	3
56	с точки	5	3
57	не имеет	2	3
58	с ними	2	3
59	тем что	2	3
60	не на	2	3
61	связанные с	2	3
62	так как	3	3
63	от этого	2	3
64	учение о	2	2
65	и др	2	2
66	никогда не	3	2
67	он только	2	2
68	с этим	3	2
69	есть не	2	2
70	и ее	2	2
71	к тому	2	2
72	все явления	2	2
73	отношению к	3	2
74	одно и	3	2
75	тот же	2	2
76	и может	2	2
77	своего рода	2	2
78	а также	2	2
79	в процессе	5	2
80	во времени	2	2
81	во всей	2	2
82	по отношению	3	2
83	в связи	2	2
84	в течение	2	2
85	не мог	2	2
86	а не	2	2
87	с самого	2	2
88	роль в	2	2
89	мы не	4	2
90	в данном	2	2
91	и то	3	2
92	может иметь	2	2
93	может стать	2	2
94	и т.д	5	2
95	явлений и	2	2
96	бы в	2	2
97	в чем	2	2
98	в которой	3	2
99	в области	2	2
