N	2gram	Vinokur_Ku_3	Psycholo
1	и в	23	38
2	то что	4	35
3	в том	22	25
4	в самом	13	25
5	самом деле	14	21
6	что в	13	20
7	может быть	14	19
8	и что	7	18
9	что она	5	16
10	точки зрения	23	16
11	в ней	3	15
12	если бы	8	14
13	том что	11	14
14	как бы	5	14
15	и т	54	14
16	потому что	12	14
17	совершенно ясно	2	13
18	в этом	16	13
19	было бы	16	12
20	не только	17	12
21	таким образом	9	12
22	не в	5	12
23	что он	6	11
24	что это	3	10
25	в сущности	4	10
26	то же	6	10
27	и не	10	10
28	с точки	16	9
29	в двух	2	9
30	того чтобы	11	9
31	увидим что	2	9
32	все же	5	8
33	с тем	6	8
34	в одном	2	8
35	вовсе не	5	8
36	для нас	4	8
37	как и	5	8
38	и как	2	8
39	как раз	4	8
40	для того	12	8
41	с другой	7	7
42	в ее	4	7
43	а не	11	7
44	никак не	2	7
45	не может	6	7
46	как мы	5	7
47	может служить	2	7
48	а в	5	7
49	заключается в	4	7
50	между тем	4	7
51	и здесь	2	6
52	к тому	3	6
53	мы видели	3	6
54	до сих	8	6
55	она не	3	6
56	один из	4	6
57	и если	2	6
58	в котором	2	6
59	не имеет	3	6
60	тому что	4	6
61	он не	3	6
62	с одной	4	6
63	так как	9	6
64	если мы	7	6
65	как это	7	6
66	в которых	3	6
67	о том	6	6
68	ясно что	4	6
69	там где	3	6
70	я не	5	5
71	должна быть	3	5
72	в своем	4	5
73	в какой	3	5
74	на этом	2	5
75	одной стороны	4	5
76	совершенно не	5	5
77	иначе говоря	2	5
78	в своей	4	5
79	время в	3	5
80	вместе с	2	5
81	но и	3	5
82	сих пор	8	5
83	другой стороны	3	5
84	т п	41	5
85	в той	4	5
86	мы не	3	5
87	в его	11	5
88	так сказать	2	5
89	что если	2	4
90	в тех	2	4
91	что они	2	4
92	по своему	2	4
93	при этом	6	4
94	когда он	2	4
95	конечно не	2	4
96	но если	3	4
97	речь идет	3	4
98	что и	6	4
99	в целом	4	4
100	как в	4	4
101	смысл и	2	4
102	т д	8	4
103	все эти	7	4
104	того что	11	4
105	когда в	2	4
106	сказать что	7	4
107	до крайности	2	4
108	только в	6	4
109	что эти	2	4
110	не то	2	4
111	в виду	8	4
112	как на	8	3
113	дано в	2	3
114	были бы	4	3
115	только для	2	3
116	из этих	5	3
117	что все	2	3
118	главным образом	2	3
119	указать на	2	3
120	и к	3	3
121	ни в	3	3
122	она может	2	3
123	но это	5	3
124	эти два	2	3
125	того же	4	3
126	тот же	6	3
127	и о	4	3
128	был бы	3	3
129	все это	2	3
130	то и	2	3
131	и только	3	3
132	бы не	3	3
133	что не	4	3
134	не так	3	3
135	что как	3	3
136	в таком	4	3
137	и тем	6	3
138	того как	7	3
139	тем что	5	3
140	состоит в	2	3
141	далеко не	5	3
142	в то	3	3
143	его в	2	3
144	здесь не	2	3
145	но в	2	3
146	в общем	6	2
147	в данном	7	2
148	не могут	5	2
149	и более	3	2
150	в этих	2	2
151	смысле этого	2	2
152	отнюдь не	3	2
153	все они	2	2
154	хотя бы	9	2
155	столь же	4	2
156	с этой	3	2
157	на самом	3	2
158	который как	2	2
159	и я	2	2
160	во всяком	2	2
161	что именно	3	2
162	но сам	2	2
163	только что	2	2
164	как же	3	2
165	уже не	8	2
166	у нас	10	2
167	по существу	3	2
168	в силу	6	2
169	такой же	2	2
170	из всего	2	2
171	очевидно что	3	2
172	только то	3	2
173	слов и	5	2
174	они не	3	2
175	что сам	3	2
176	по преимуществу	3	2
177	все те	2	2
178	для этого	6	2
179	но мы	2	2
180	то это	3	2
181	дело не	2	2
182	и дальше	2	2
183	данном случае	4	2
184	что же	5	2
185	всего этого	3	2
186	внимание на	2	2
187	целый ряд	4	2
188	так же	2	2
189	а с	3	2
190	еще и	2	2
191	быть не	2	2
192	не просто	2	2
193	и вот	3	2
194	не более	2	2
195	какой мере	2	2
196	мы найдем	2	2
197	той же	3	2
198	в качестве	2	2
199	он в	2	2
200	эти слова	2	2
201	нельзя не	2	2
202	заключается не	2	2
203	к его	2	2
204	как к	2	2
205	но как	3	2
206	этого слова	4	2
207	когда мы	3	2
208	как ты	3	2
209	ничего не	6	2
210	могло бы	3	2
211	и действительно	3	2
