N	2gram	Medvedev_F_2	Istorich
1	и в	38	28
2	может быть	23	25
3	и т	14	25
4	т д	5	22
5	не может	14	15
6	а не	6	15
7	никогда не	2	14
8	что в	7	12
9	то же	6	12
10	не только	9	12
11	только в	6	11
12	что он	5	10
13	все же	8	10
14	прежде всего	15	10
15	но и	13	10
16	т е	26	10
17	мы не	3	10
18	в том	11	9
19	то что	6	9
20	и не	20	9
21	не в	15	9
22	так и	8	9
23	что это	3	8
24	если бы	5	8
25	таким образом	20	8
26	в этом	27	8
27	но в	4	8
28	в этих	2	7
29	это не	2	7
30	том что	2	7
31	было бы	6	7
32	в ней	6	7
33	и др	3	7
34	а в	6	7
35	этот вопрос	2	7
36	и здесь	3	7
37	с другой	3	6
38	к тому	4	6
39	что и	8	6
40	в этой	6	6
41	его в	3	6
42	так как	4	6
43	вместе с	6	6
44	должна быть	5	5
45	по существу	7	5
46	в дальнейшем	4	5
47	что они	4	5
48	но не	2	5
49	например в	3	5
50	в качестве	2	5
51	ее в	2	5
52	другой стороны	4	5
53	или в	3	5
54	их в	2	5
55	сказать что	2	5
56	в его	10	5
57	все это	3	4
58	с тем	11	4
59	связи с	13	4
60	и другие	2	4
61	там где	4	4
62	превращается в	2	4
63	в пределах	12	4
64	но все	3	4
65	но это	2	4
66	в большинстве	4	4
67	и пр	21	4
68	даже в	2	4
69	один из	2	4
70	а именно	2	4
71	так в	3	4
72	в связи	10	4
73	с этим	5	4
74	как и	9	4
75	того что	3	4
76	и даже	4	4
77	хотя бы	6	4
78	и для	5	4
79	и с	9	4
80	и на	3	4
81	потому что	2	4
82	в основе	5	4
83	могут быть	6	4
84	находится в	2	4
85	они не	4	4
86	одним словом	4	4
87	все эти	6	4
88	здесь не	4	4
89	большинстве случаев	3	4
90	не то	3	4
91	мы знаем	3	4
92	в какой	3	3
93	не как	4	3
94	перед нами	2	3
95	по себе	7	3
96	на котором	2	3
97	именно в	5	3
98	для этого	2	3
99	на этом	2	3
100	при этом	9	3
101	в целях	2	3
102	к сожалению	2	3
103	и их	3	3
104	в котором	2	3
105	и по	2	3
106	то это	3	3
107	из них	4	3
108	в их	6	3
109	что же	5	3
110	уже не	7	3
111	и его	21	3
112	не просто	2	3
113	если мы	5	3
114	как мы	7	3
115	есть только	2	3
116	как это	2	3
117	или даже	2	3
118	тем что	8	3
119	должен был	2	3
120	в то	5	3
121	раз и	4	3
122	и должно	5	3
123	борьбы с	2	2
124	не могут	7	2
125	самого начала	2	2
126	всех этих	3	2
127	это время	2	2
128	отличие от	2	2
129	к этому	4	2
130	материала и	4	2
131	столь же	2	2
132	и от	2	2
133	между ними	2	2
134	была бы	3	2
135	вовсе не	11	2
136	в такой	2	2
137	значение и	3	2
138	в тех	2	2
139	его как	2	2
140	в ее	2	2
141	то ни	2	2
142	мы видели	4	2
143	с самого	2	2
144	в зависимости	3	2
145	и как	3	2
146	зависимости от	3	2
147	поставить вопрос	2	2
148	говорит в	5	2
149	как о	4	2
150	еще одну	2	2
151	это приводит	3	2
152	для него	7	2
153	что не	4	2
154	мы в	2	2
155	на первый	2	2
156	с ним	2	2
157	не по	2	2
158	же как	3	2
159	как бы	4	2
160	по этому	2	2
161	однако не	3	2
162	и тем	2	2
163	в нем	13	2
164	это было	3	2
165	не есть	3	2
166	в целом	3	2
167	во всех	5	2
168	в некоторых	4	2
169	всего в	2	2
170	со стороны	2	2
171	как в	4	2
172	даже не	2	2
173	во всей	2	2
174	это положение	2	2
175	как раз	6	2
176	то и	3	2
177	в отличие	2	2
178	как таковая	2	2
179	и только	5	2
180	от этих	2	2
181	в особенности	4	2
182	он не	6	2
183	лучше всего	2	2
184	в эпоху	2	2
185	должны были	2	2
186	приводит к	2	2
187	и другое	2	2
188	именно на	3	2
189	а только	2	2
190	не видели	3	2
191	не так	2	2
192	должно быть	2	2
193	ничего не	4	2
194	между тем	2	2
195	от этого	3	2
196	он в	2	2
197	бы в	5	2
198	при помощи	2	2
199	из этого	2	2
200	и этим	2	2
201	в области	3	2
