N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	23	29
2	то есть	24	21
3	таким образом	11	20
4	и не	34	16
5	и все	3	13
6	в этой	4	13
7	как и	8	12
8	и т.п	3	12
9	но в	4	12
10	так и	10	11
11	и на	10	11
12	в этом	25	11
13	то же	10	10
14	как мы	5	10
15	в романе	11	10
16	мы уже	2	10
17	в то	10	10
18	не только	13	10
19	вовсе не	8	9
20	в конце	5	9
21	но и	11	9
22	все эти	8	9
23	и с	4	9
24	его в	4	9
25	же время	7	8
26	прежде всего	7	8
27	в его	24	8
28	и его	13	8
29	как бы	28	8
30	в них	3	7
31	так же	6	7
32	в том	11	7
33	так как	7	7
34	из них	2	6
35	в большинстве	2	6
36	в сущности	5	6
37	но он	2	6
38	поэтому и	2	5
39	у него	6	5
40	это не	10	5
41	это и	9	5
42	до конца	5	5
43	и о	3	5
44	в нем	20	5
45	в своей	11	5
46	большинстве случаев	2	5
47	и по	2	5
48	рядом с	13	5
49	сказать что	5	5
50	он и	5	5
51	перед нами	4	4
52	но они	4	4
53	с его	6	4
54	в литературе	3	4
55	что он	10	4
56	но это	5	4
57	еще не	5	4
58	и есть	5	4
59	конце концов	4	4
60	один из	2	4
61	то что	18	4
62	жизни и	6	4
63	все это	7	4
64	и одновременно	3	4
65	на самом	4	4
66	с другой	2	4
67	в результате	4	4
68	тем что	3	4
69	точки зрения	21	4
70	мира и	7	4
71	в которой	4	4
72	в плане	5	4
73	тому как	3	3
74	всех этих	3	3
75	в своем	8	3
76	с ее	2	3
77	самого начала	3	3
78	и здесь	3	3
79	все же	5	3
80	но как	3	3
81	с самого	2	3
82	том что	9	3
83	и как	8	3
84	мы видим	3	3
85	ведь это	2	3
86	и сам	2	3
87	тот же	2	3
88	того что	2	3
89	той же	6	3
90	и их	2	3
91	по преимуществу	3	3
92	он не	4	3
93	к нему	3	3
94	но конечно	2	3
95	другой стороны	2	3
96	при этом	3	3
97	и других	5	3
98	на языке	2	3
99	и вот	2	3
100	того чтобы	4	3
101	для того	2	3
102	и даже	3	3
103	роль в	2	3
104	и вполне	2	3
105	конечно и	4	3
106	подобно тому	3	3
107	в себе	5	3
108	там где	6	3
109	своего времени	2	3
110	уже в	5	2
111	сам он	3	2
112	и другие	2	2
113	в другой	3	2
114	к этому	2	2
115	в этих	2	2
116	поэтому в	2	2
117	мир и	6	2
118	в жизни	6	2
119	это в	2	2
120	мировой литературы	2	2
121	его к	4	2
122	а как	6	2
123	у вас	2	2
124	и к	4	2
125	все в	6	2
126	ни в	3	2
127	да и	2	2
128	образом все	2	2
129	есть в	3	2
130	именно в	6	2
131	но не	8	2
132	в себя	3	2
133	то время	2	2
134	кроме того	3	2
135	не может	11	2
136	весь этот	2	2
137	на его	2	2
138	может быть	21	2
139	никогда не	5	2
140	уже не	8	2
141	в котором	2	2
142	со стороны	2	2
143	на котором	2	2
144	и для	3	2
145	себя в	3	2
146	и земли	2	2
147	но эти	2	2
148	как в	6	2
149	в их	3	2
150	как раз	4	2
151	не на	3	2
152	мир в	2	2
153	ни того	2	2
154	в той	6	2
155	они не	3	2
156	и у	4	2
157	и наконец	5	2
158	с точки	15	2
159	между ними	2	2
160	не столько	3	2
161	друг друга	3	2
162	как на	2	2
163	здесь с	3	2
164	в своих	2	2
165	то он	3	2
166	их в	2	2
167	в основе	5	2
168	в одной	4	2
169	что из	2	2
170	как будто	3	2
171	только в	8	2
172	в один	2	2
173	о том	2	2
174	если же	2	2
175	как он	2	2
176	и это	5	2
177	так сказать	3	2
178	и этим	2	2
179	с ним	6	2
