N	2gram	Bakhtin_Fr_3	Marksizm
1	точки зрения	2	34
2	может быть	9	26
3	и не	13	26
4	не может	3	24
5	и в	40	19
6	и его	17	19
7	таким образом	10	17
8	в этом	15	16
9	как бы	3	15
10	прежде всего	16	13
11	как мы	10	13
12	как и	11	12
13	так и	3	11
14	и для	5	11
15	связи с	6	11
16	в самом	6	10
17	в нем	5	10
18	и т.п	10	10
19	самом деле	3	10
20	для него	5	9
21	лишь в	2	9
22	только в	3	9
23	при этом	3	8
24	но и	11	8
25	до сих	4	8
26	не только	13	8
27	все же	2	8
28	то что	5	8
29	сих пор	4	8
30	в связи	5	7
31	все эти	8	7
32	но в	8	7
33	в ее	3	7
34	во всех	6	7
35	то же	7	7
36	а не	5	7
37	с помощью	2	6
38	в том	8	6
39	кроме того	3	6
40	и здесь	4	6
41	того же	2	6
42	в основном	4	6
43	в его	13	6
44	мы не	2	6
45	так сказать	5	6
46	с другой	2	5
47	в конце	3	5
48	именно в	2	5
49	мы знаем	2	5
50	до конца	6	5
51	конечно не	2	5
52	те же	5	5
53	рядом с	2	5
54	в начале	3	5
55	и потому	4	5
56	и все	9	5
57	к этому	6	5
58	вовсе не	12	5
59	по преимуществу	2	5
60	в отличие	3	5
61	того чтобы	4	5
62	хотя бы	2	5
63	отличие от	3	5
64	что в	12	4
65	не менее	2	4
66	в ней	4	4
67	здесь мы	2	4
68	а в	3	4
69	и на	8	4
70	сказать что	3	4
71	с этим	2	4
72	в условиях	2	4
73	еще не	3	4
74	было бы	4	4
75	как в	3	4
76	только на	4	4
77	в языке	2	4
78	для того	3	4
79	между ними	3	4
80	переход от	2	4
81	в данном	4	4
82	выражение в	2	4
83	далеко не	2	4
84	этом отношении	2	3
85	и есть	3	3
86	и от	3	3
87	одного из	2	3
88	здесь в	4	3
89	или иной	2	3
90	можно сказать	2	3
91	и как	3	3
92	в дальнейшем	2	3
93	но именно	3	3
94	же время	6	3
95	момент в	2	3
96	в котором	2	3
97	из них	4	3
98	все это	4	3
99	по отношению	3	3
100	не было	5	3
101	между тем	3	3
102	нуждается в	3	3
103	xix века	4	3
104	в то	6	3
105	слово в	3	3
106	и к	3	3
107	том что	4	3
108	одной из	2	3
109	в корне	2	3
110	в сущности	9	3
111	он не	9	3
112	в своей	6	3
113	в истории	4	3
114	это и	2	3
115	на самом	3	3
116	должны быть	2	3
117	и следовательно	3	3
118	но все	3	3
119	и ее	2	3
120	слова и	2	3
121	и это	2	3
122	в которой	2	3
123	в области	4	3
124	том числе	3	2
125	в общей	2	2
126	в частности	3	2
127	в своем	7	2
128	одной и	2	2
129	его к	2	2
130	ни в	4	2
131	связаны с	5	2
132	числе и	2	2
133	связь и	2	2
134	из важнейших	2	2
135	и той	2	2
136	одним из	2	2
137	в виду	7	2
138	ни одной	2	2
139	со всею	3	2
140	в эти	2	2
141	и др	7	2
142	в нашем	4	2
143	жизни и	4	2
144	в первой	2	2
145	не касается	4	2
146	язык и	2	2
147	и других	6	2
148	и даже	4	2
149	можно было	3	2
150	в своих	5	2
151	говорит он	2	2
152	же и	3	2
153	из этих	2	2
154	о том	4	2
155	как он	2	2
156	так как	4	2
157	к этой	3	2
158	и с	8	2
159	в основе	5	2
160	если бы	3	2
161	нового времени	2	2
162	и во	4	2
163	в литературе	5	2
164	быть в	2	2
165	что он	2	2
166	в себе	3	2
167	в романе	15	2
168	у нас	4	2
169	для историка	3	2
170	одна из	3	2
171	во все	3	2
172	они и	2	2
173	другими словами	3	2
174	мы уже	13	2
175	этого слова	2	2
176	и этот	2	2
177	что и	3	2
178	отношению к	2	2
179	и сама	2	2
180	и прежде	3	2
181	как раз	5	2
182	следовательно и	2	2
183	культуры и	7	2
184	той же	8	2
185	образ и	2	2
186	связана с	2	2
187	тем что	3	2
188	в другом	3	2
189	общества и	2	2
190	из этого	2	2
191	там где	3	2
