N	3gram	Vygotskiy__2	Problema
1	и т п	8	13
2	не может быть	8	11
3	с точки зрения	10	6
4	в художественном произведении	5	4
5	в данном случае	4	4
6	имеет дело с	2	4
7	с другой стороны	2	4
8	в конечном счете	3	4
9	то же время	2	3
10	в самом деле	11	3
11	в то же	2	3
12	можно было бы	4	3
13	тем не менее	4	3
14	бы то ни	2	3
15	на самом деле	5	3
16	в том что	17	3
17	никогда не может	3	2
18	то же самое	6	2
19	того или иного	2	2
20	приходится иметь дело	3	2
21	том же самом	2	2
22	и не может	2	2
23	в этом отношении	5	2
24	для того чтобы	13	2
