N	2gram	Tiupa_Hudo_1	Myshleni
1	в этом	11	29
2	точки зрения	5	28
3	и в	14	26
4	не только	12	24
5	для себя	3	24
6	то что	8	24
7	с точки	3	21
8	того чтобы	3	19
9	в том	12	18
10	и не	2	18
11	том что	16	17
12	потому что	5	16
13	для других	2	15
14	как и	9	15
15	того что	4	14
16	как мы	3	14
17	в ходе	3	12
18	что в	6	12
19	и его	5	12
20	но и	5	11
21	не может	7	11
22	по своей	4	10
23	по своему	3	9
24	тому что	4	9
25	в самом	4	9
26	мышления и	2	9
27	тем что	3	9
28	в себе	11	9
29	же как	2	8
30	то же	9	8
31	что она	4	8
32	что он	9	8
33	той же	2	8
34	только в	5	8
35	к тому	7	7
36	прежде всего	11	7
37	может быть	5	7
38	о природе	3	7
39	и к	4	7
40	мы не	2	7
41	вопрос о	2	6
42	по отношению	8	6
43	именно в	7	6
44	как бы	7	6
45	в ее	3	6
46	и что	2	6
47	было бы	6	6
48	все эти	3	6
49	все же	3	6
50	самом деле	5	6
51	а не	12	6
52	слова в	2	5
53	на вопрос	2	5
54	с этой	2	5
55	можно сказать	4	5
56	как она	2	5
57	до конца	2	5
58	если бы	3	5
59	в целом	2	5
60	во второй	5	5
61	никак не	2	5
62	и с	4	5
63	в начале	2	5
64	в качестве	9	5
65	она не	4	5
66	у нее	2	5
67	отношению к	8	5
68	только что	4	5
69	слова как	2	5
70	с внешней	2	5
71	же мере	2	5
72	в речи	2	5
73	и для	3	5
74	не менее	5	4
75	никогда не	6	4
76	что у	3	4
77	и от	4	4
78	в конце	4	4
79	в такой	2	4
80	на то	4	4
81	так что	2	4
82	если в	2	4
83	то и	3	4
84	друг друга	5	4
85	в его	8	4
86	о том	12	4
87	но в	5	4
88	то о	2	4
89	связи с	4	4
90	еще не	7	4
91	одной из	2	4
92	своей природе	2	4
93	как в	8	4
94	приводит к	3	4
95	не в	7	4
96	речь в	2	4
97	едва ли	3	4
98	представляется нам	2	3
99	и другое	2	3
100	все это	2	3
101	это не	7	3
102	тем не	4	3
103	такой же	3	3
104	мышления как	2	3
105	для него	10	3
106	в ней	4	3
107	в первой	6	3
108	как к	3	3
109	этом отношении	3	3
110	и по	3	3
111	он не	4	3
112	мы уже	4	3
113	с ним	4	3
114	состоит в	2	3
115	не означает	2	3
116	к другому	4	3
117	по себе	2	3
118	об этом	5	3
119	в то	8	3
120	но не	3	3
121	в одной	2	3
122	до сих	2	3
123	и о	4	3
124	для нее	2	3
125	и потому	2	3
126	в своей	10	3
127	сих пор	2	3
128	так и	13	3
129	только на	2	3
130	как раз	4	3
131	на самом	2	3
132	только потому	2	3
133	в этой	8	3
134	перед нами	5	2
135	казалось бы	7	2
136	себя и	2	2
137	в этих	5	2
138	столь же	4	2
139	что при	3	2
140	что на	2	2
141	мы знаем	2	2
142	ни в	5	2
143	в действительности	4	2
144	на его	2	2
145	несмотря на	4	2
146	в конечном	2	2
147	один из	4	2
148	в нем	3	2
149	с ее	2	2
150	в их	2	2
151	одновременно и	5	2
152	лишь в	3	2
153	не имеет	2	2
154	должно быть	2	2
155	слово не	2	2
156	а в	7	2
157	в своих	3	2
158	но он	3	2
159	его в	3	2
160	к этой	3	2
161	конечном счете	2	2
162	о человеке	2	2
163	с этим	3	2
164	раз в	2	2
165	идет о	3	2
166	то в	4	2
167	об одном	2	2
168	даже в	3	2
169	что же	2	2
170	внимание на	2	2
171	но с	2	2
172	она в	3	2
173	что не	2	2
174	и он	5	2
175	можно было	5	2
176	с другим	2	2
177	не раз	2	2
178	ничего не	8	2
179	может и	3	2
