N	2gram	Vinokur_Ku_3	Istorich
1	и в	23	26
2	т е	32	22
3	так как	9	18
4	мы имеем	2	14
5	потому что	12	13
6	что в	13	12
7	таким образом	9	12
8	в том	22	12
9	в этом	16	12
10	мы видели	3	11
11	может быть	14	11
12	с другой	7	10
13	том что	11	10
14	и т	54	10
15	и не	10	10
16	не только	17	10
17	что он	6	9
18	еще не	9	9
19	но и	3	9
20	а именно	3	9
21	все же	5	8
22	на том	2	8
23	вместе с	2	8
24	другой стороны	3	8
25	т д	8	8
26	все эти	7	8
27	здесь можно	5	7
28	уже не	8	7
29	с одной	4	7
30	одной стороны	4	7
31	о том	6	7
32	но в	2	7
33	этом случае	4	6
34	то что	4	6
35	как в	4	6
36	так в	2	6
37	не может	6	6
38	и с	3	6
39	как он	2	6
40	мы не	3	6
41	же мы	4	5
42	у нас	10	5
43	как и	5	5
44	нас к	2	5
45	в ней	3	5
46	в его	11	5
47	то это	3	5
48	так и	6	5
49	то же	6	5
50	и что	7	5
51	как это	7	5
52	тем что	5	5
53	в то	3	5
54	только в	6	5
55	его в	2	5
56	там где	3	5
57	с тем	6	4
58	это не	3	4
59	из этих	5	4
60	прежде всего	9	4
61	но это	5	4
62	до сих	8	4
63	как бы	5	4
64	и тем	6	4
65	что и	6	4
66	сих пор	8	4
67	он имеет	2	4
68	как мы	5	4
69	совершенно ясно	2	4
70	а также	4	4
71	но как	3	4
72	или иное	2	3
73	независимо от	5	3
74	если бы	8	3
75	в частности	2	3
76	могут быть	6	3
77	в одном	2	3
78	должна быть	3	3
79	вопрос о	11	3
80	в тех	2	3
81	не в	5	3
82	такой же	2	3
83	они не	3	3
84	в качестве	2	3
85	это еще	2	3
86	кроме того	2	3
87	она не	3	3
88	главным образом	2	3
89	от того	5	3
90	один из	4	3
91	когда он	2	3
92	в своей	4	3
93	данном случае	4	3
94	что она	5	3
95	и через	2	3
96	а в	5	3
97	при этом	6	3
98	и вот	3	3
99	является и	2	3
100	как на	8	3
101	в данном	7	3
102	сказать что	7	3
103	и только	3	3
104	не было	4	3
105	далеко не	5	3
106	не потому	3	3
107	того как	7	3
108	и действительно	3	3
109	с этой	3	2
110	может иметь	3	2
111	уже выше	5	2
112	случаи когда	2	2
113	о чем	2	2
114	и как	2	2
115	однако в	2	2
116	в этих	2	2
117	становится и	2	2
118	в своем	4	2
119	не означает	2	2
120	того же	4	2
121	отличается от	2	2
122	в доказательство	4	2
123	вовсе не	5	2
124	можно сказать	2	2
125	к тому	3	2
126	для нас	4	2
127	по отношению	3	2
128	но все	2	2
129	эти два	2	2
130	что они	2	2
131	но не	3	2
132	так же	2	2
133	на западе	2	2
134	только то	3	2
135	после того	6	2
136	что мы	2	2
137	когда в	2	2
138	было бы	16	2
139	случай когда	2	2
140	не так	3	2
141	но для	3	2
142	в свое	2	2
143	относится к	2	2
144	что эти	2	2
145	но мы	2	2
146	не есть	3	2
147	отношению к	2	2
148	не имеет	3	2
149	своего рода	2	2
150	в некоторых	2	2
151	ни в	3	2
152	не будем	5	2
153	мы найдем	2	2
154	на него	3	2
155	что же	5	2
156	вопрос этот	2	2
157	приходит в	2	2
158	целый ряд	4	2
159	то и	2	2
160	он не	3	2
161	только что	2	2
162	а с	3	2
163	увидим что	2	2
164	мы находим	3	2
165	именно на	2	2
166	тем самым	4	2
167	а не	11	2
168	того что	11	2
169	что не	4	2
170	враг и	2	2
171	дает нам	2	2
172	то или	2	2
173	можно было	11	2
174	во всяком	2	2
175	в которых	3	2
176	мы должны	3	2
177	зависимости от	8	2
178	которые в	4	2
179	что это	3	2
180	здесь не	2	2
181	когда мы	3	2
182	то он	3	2
183	отметить что	3	2
184	ничего не	6	2
185	е в	2	2
