N	2gram	Vygotskiy__3	Marksizm
1	может быть	19	28
2	и в	38	19
3	как бы	14	19
4	и не	10	19
5	не может	7	18
6	точки зрения	16	17
7	то же	10	16
8	и его	6	16
9	как мы	7	15
10	в этом	13	15
11	таким образом	12	14
12	в сущности	10	14
13	так сказать	5	14
14	не только	12	13
15	с точки	9	13
16	в нем	4	11
17	если бы	14	11
18	вовсе не	8	11
19	не в	12	10
20	но и	5	10
21	том что	14	10
22	для него	2	9
23	при этом	4	9
24	в основе	3	9
25	как и	8	9
26	самом деле	21	9
27	а не	7	9
28	отнюдь не	2	8
29	в то	3	8
30	только в	4	8
31	никогда не	4	7
32	в том	25	7
33	его в	3	7
34	но в	3	7
35	и более	2	7
36	одна из	4	7
37	на самом	2	7
38	и для	4	7
39	в таком	3	7
40	к тому	6	6
41	ни в	3	6
42	и как	8	6
43	в свою	4	6
44	того чтобы	9	6
45	в самом	25	6
46	и следовательно	2	6
47	и значение	3	6
48	же самое	10	6
49	и все	10	6
50	между тем	7	6
51	мы уже	7	6
52	во всех	4	6
53	если мы	6	6
54	для того	8	6
55	хотя бы	2	6
56	мы можем	7	6
57	свою очередь	2	5
58	самого начала	6	5
59	так же	2	5
60	и на	6	5
61	и здесь	6	5
62	к этому	3	5
63	того же	3	5
64	совершенно не	5	5
65	в его	5	5
66	этого слова	2	5
67	все же	8	5
68	в той	5	5
69	с самого	6	5
70	в данном	2	5
71	должна быть	5	4
72	тому что	6	4
73	на то	16	4
74	как если	3	4
75	все те	2	4
76	то что	35	4
77	и тем	3	4
78	мы видели	6	4
79	того что	4	4
80	сказать что	4	4
81	бы в	3	4
82	как раз	8	4
83	смысле этого	2	4
84	следует что	2	4
85	из одного	3	4
86	что он	11	4
87	было бы	12	4
88	конечно не	4	4
89	и ее	2	4
90	в себе	4	4
91	ничего не	2	4
92	перед нами	8	3
93	в этих	2	3
94	в какой	5	3
95	столь же	2	3
96	с другой	7	3
97	в двух	9	3
98	здесь мы	4	3
99	в этой	13	3
100	одной стороны	5	3
101	не имеют	2	3
102	в ней	15	3
103	в котором	6	3
104	а в	7	3
105	с этим	8	3
106	с одной	6	3
107	что оно	2	3
108	все эти	4	3
109	в другом	5	3
110	не имеет	6	3
111	в истории	2	3
112	о том	6	3
113	так как	6	3
114	к которым	5	3
115	конечно в	3	3
116	в ее	7	3
117	у нас	2	3
118	в качестве	2	3
119	одно и	3	3
120	слов и	2	3
121	до сих	6	3
122	не к	3	3
123	он не	6	3
124	что и	4	3
125	в своей	5	3
126	только что	2	3
127	нами в	2	3
128	той же	2	3
129	и то	8	3
130	во всяком	2	3
131	и это	8	3
132	сих пор	5	3
133	место в	3	2
134	все время	30	2
135	что в	20	2
136	что это	10	2
137	все более	2	2
138	в одной	2	2
139	его к	2	2
140	в тех	4	2
141	он был	3	2
142	находятся в	2	2
143	из всего	2	2
144	что они	4	2
145	или вернее	2	2
146	но что	2	2
147	до конца	2	2
148	не так	3	2
149	всяком случае	2	2
150	в своем	5	2
151	отношения к	2	2
152	они не	2	2
153	и даже	4	2
154	можем сказать	2	2
155	как на	3	2
156	к его	2	2
157	но как	2	2
158	все то	7	2
159	это будет	2	2
160	то есть	15	2
161	но они	2	2
162	однако и	2	2
163	у него	4	2
164	лежит в	2	2
165	так называемой	3	2
166	здесь в	2	2
167	от своего	2	2
168	ли это	2	2
169	мы увидим	12	2
170	и о	3	2
171	должен быть	3	2
172	совершенно иначе	2	2
173	бы не	3	2
174	а с	2	2
175	что не	3	2
176	в речи	3	2
177	мы не	5	2
178	или в	5	2
179	тем что	3	2
180	в виде	2	2
181	это же	2	2
182	это одно	3	2
183	более и	2	2
184	далеко не	3	2
185	там где	6	2
186	из него	4	2
187	вместе с	5	2
