N	2gram	Vygotskiy__7	FransuaR
1	и в	26	41
2	таким образом	23	19
3	в этом	29	15
4	как и	15	14
5	в этой	3	13
6	то же	8	13
7	все эти	6	13
8	мы уже	3	12
9	в его	4	12
10	прежде всего	7	11
11	в том	18	11
12	как мы	14	11
13	в себе	9	11
14	никто не	2	10
15	так и	3	10
16	все это	3	10
17	в то	3	10
18	в качестве	5	9
19	и его	12	9
20	не в	4	9
21	но и	11	9
22	что в	12	9
23	в конце	4	8
24	и от	4	8
25	то что	24	8
26	но в	4	8
27	вовсе не	2	7
28	в новой	3	7
29	как бы	6	7
30	в нем	2	7
31	и не	18	7
32	это не	3	6
33	ни в	2	6
34	мы видим	3	6
35	есть в	3	6
36	для него	3	6
37	и до	2	6
38	с помощью	13	6
39	только в	8	6
40	о том	4	6
41	уже в	2	5
42	к этому	2	5
43	не только	24	5
44	и к	7	5
45	в ней	3	5
46	вместе с	12	5
47	что и	3	5
48	мы видели	3	5
49	всего в	2	5
50	как в	4	5
51	того как	2	5
52	а в	2	5
53	к нему	3	5
54	и для	5	5
55	так же	14	5
56	точки зрения	28	5
57	потому что	16	5
58	что это	6	4
59	но он	2	4
60	в одну	2	4
61	и здесь	2	4
62	момент в	3	4
63	том что	17	4
64	все что	6	4
65	слов и	2	4
66	было бы	6	4
67	в сущности	9	4
68	может быть	7	4
69	он не	3	4
70	в виду	5	4
71	целый ряд	4	4
72	и наконец	4	4
73	должно быть	2	4
74	и с	5	4
75	ничего не	2	4
76	я не	3	3
77	и есть	2	3
78	в отношении	2	3
79	что у	4	3
80	во время	2	3
81	и потому	3	3
82	его к	2	3
83	но это	3	3
84	такой же	3	3
85	по этому	4	3
86	свою очередь	2	3
87	в своей	3	3
88	в свою	2	3
89	оказывается что	2	3
90	но именно	2	3
91	несмотря на	2	3
92	и их	5	3
93	выражение в	6	3
94	что он	8	3
95	с ее	2	3
96	во всех	6	3
97	в их	2	3
98	в свете	4	3
99	не может	11	3
100	то новое	2	3
101	в той	4	3
102	тем самым	8	3
103	с точки	21	3
104	не имеет	2	3
105	и по	3	3
106	той же	8	3
107	можно было	2	3
108	нас в	2	3
109	тем что	9	3
110	но этот	2	3
111	его в	2	3
112	так как	14	3
113	учение о	3	2
114	перед нами	2	2
115	что все	2	2
116	находит свое	3	2
117	именно в	6	2
118	никогда не	4	2
119	что между	2	2
120	в этих	2	2
121	здесь как	2	2
122	и во	4	2
123	в одной	3	2
124	с этим	2	2
125	на самом	3	2
126	том и	3	2
127	есть то	3	2
128	есть не	3	2
129	и ее	2	2
130	одновременно и	2	2
131	к тому	7	2
132	движения в	3	2
133	отношению к	5	2
134	из всех	5	2
135	по своему	9	2
136	в большинстве	2	2
137	до конца	5	2
138	одно и	3	2
139	отношение к	2	2
140	еще не	4	2
141	того что	14	2
142	со всеми	2	2
143	мы в	3	2
144	одного из	2	2
145	одной из	4	2
146	все те	2	2
147	не есть	4	2
148	благодаря этому	2	2
149	и обратно	3	2
150	во второй	5	2
151	в первой	3	2
152	время в	2	2
153	в процессе	5	2
154	и движение	2	2
155	во всей	2	2
156	по отношению	6	2
157	этой речи	7	2
158	этом отношении	3	2
159	и других	2	2
160	находится в	2	2
161	только на	3	2
162	не мог	2	2
163	а не	6	2
164	с самого	7	2
165	говорит что	2	2
166	из которых	2	2
167	мы не	7	2
168	или в	2	2
169	и самым	2	2
170	в данном	5	2
171	и то	7	2
172	во всяком	2	2
173	в которых	2	2
174	ту же	2	2
175	также и	2	2
176	большинстве случаев	2	2
177	бы в	5	2
178	в чем	3	2
179	в которой	11	2
180	с ним	3	2
181	в области	4	2
