N	2gram	Bakhtin_Fr_5	Hudozhes
1	и в	45	28
2	том что	7	19
3	и не	15	18
4	своего рода	4	16
5	в том	10	15
6	а не	4	14
7	не в	7	13
8	в этом	14	13
9	о том	4	12
10	перед нами	4	11
11	как и	10	11
12	при этом	2	11
13	в его	13	11
14	не только	14	11
15	у нее	2	10
16	но и	10	9
17	о чем	3	8
18	что он	6	8
19	может быть	2	8
20	так и	6	8
21	между тем	2	8
22	жизни в	2	7
23	и все	7	7
24	к тому	2	7
25	об этом	4	7
26	что она	3	7
27	с ним	5	7
28	как это	4	7
29	это не	3	6
30	можно сказать	2	6
31	то что	2	6
32	жизни и	8	6
33	в своей	3	6
34	то же	11	6
35	не было	3	6
36	а в	4	6
37	и с	10	6
38	в то	11	6
39	с его	7	5
40	что это	2	5
41	и другие	3	5
42	не менее	3	5
43	у него	4	5
44	в своем	11	5
45	как бы	12	5
46	как в	3	5
47	с ее	5	5
48	в этой	6	5
49	что в	12	5
50	в самом	4	5
51	и его	13	5
52	рядом с	2	5
53	одно из	2	5
54	для него	3	5
55	ничего не	4	5
56	превращается в	2	4
57	своей жизни	2	4
58	но не	4	4
59	в качестве	2	4
60	же время	9	4
61	для того	6	4
62	и о	4	4
63	он не	6	4
64	что и	7	4
65	как раз	5	4
66	не может	5	4
67	того чтобы	6	4
68	в городе	2	4
69	только в	4	4
70	в них	6	3
71	характерно что	4	3
72	в одном	3	3
73	что все	2	3
74	прежде всего	10	3
75	в нем	10	3
76	что на	3	3
77	самом деле	5	3
78	есть и	5	3
79	когда в	2	3
80	было бы	2	3
81	по поводу	4	3
82	несмотря на	2	3
83	одной из	5	3
84	раз в	2	3
85	в ней	8	3
86	мы уже	4	3
87	все они	4	3
88	на него	2	3
89	все это	7	3
90	на фоне	2	3
91	чтобы не	2	3
92	и он	3	3
93	так же	8	3
94	можно было	4	3
95	и на	5	3
96	же самое	2	3
97	как он	3	3
98	и это	4	3
99	к нему	2	3
100	он знает	2	2
101	в основе	4	2
102	только для	2	2
103	себя и	2	2
104	нельзя было	2	2
105	она говорит	2	2
106	именно в	3	2
107	не столько	2	2
108	и от	4	2
109	из этих	3	2
110	в духе	2	2
111	вовсе не	8	2
112	как мы	8	2
113	ли он	2	2
114	в г	2	2
115	тому же	4	2
116	же как	4	2
117	на этом	5	2
118	они и	2	2
119	от страха	3	2
120	но именно	2	2
121	и к	5	2
122	к ней	2	2
123	в церкви	2	2
124	а также	4	2
125	до сих	3	2
126	если в	2	2
127	один из	2	2
128	это было	4	2
129	все же	2	2
130	во второй	2	2
131	вместе с	3	2
132	сих пор	3	2
133	данном случае	2	2
134	этой связи	3	2
135	мысли и	6	2
136	как на	4	2
137	здесь не	6	2
138	еще и	3	2
139	лишь в	2	2
140	жизни он	3	2
141	и у	5	2
142	хотя бы	2	2
143	и для	3	2
144	с точки	2	2
145	той же	4	2
146	роль в	2	2
147	в данном	2	2
148	сказать что	4	2
149	потому что	7	2
150	нуждается в	3	2
151	точки зрения	4	2
152	говорить о	2	2
153	в другом	3	2
154	и только	2	2
155	и т.д	2	2
156	его в	5	2
157	зрения на	4	2
158	но в	14	2
159	том как	2	2
