N	2gram	Propp_Russ_2	EvropaiE
1	и в	29	37
2	что в	22	21
3	не только	10	18
4	в то	2	16
5	то же	4	15
6	в качестве	3	14
7	но и	8	14
8	но в	5	14
9	в этом	11	12
10	в их	2	11
11	в том	22	11
12	прежде всего	2	9
13	не может	5	9
14	т е	24	9
15	так же	4	9
16	в ее	3	8
17	одной стороны	2	8
18	было бы	3	8
19	в своей	2	8
20	с одной	2	8
21	между тем	3	8
22	как и	11	7
23	того что	3	7
24	а также	4	7
25	с другой	2	7
26	так как	13	7
27	с этой	2	6
28	том что	22	6
29	может быть	13	6
30	для того	6	6
31	как бы	18	6
32	то что	5	6
33	во всех	3	6
34	того чтобы	6	6
35	и на	6	6
36	же как	4	5
37	не в	4	5
38	но не	5	5
39	но если	3	5
40	как мы	3	5
41	в течение	2	5
42	и по	3	5
43	в виде	4	5
44	именно в	4	4
45	вопрос о	4	4
46	чем в	2	4
47	к ней	2	4
48	для нас	6	4
49	мы не	6	4
50	не имеет	3	4
51	во многих	9	4
52	как это	4	4
53	с тем	6	3
54	никогда не	2	3
55	жизни в	2	3
56	в них	4	3
57	в стороне	2	3
58	и от	3	3
59	на себя	2	3
60	мы видели	7	3
61	представляет собой	2	3
62	очевидно что	2	3
63	связано с	2	3
64	из них	4	3
65	что и	2	3
66	говорит о	2	3
67	ее в	8	3
68	как в	7	3
69	и для	2	3
70	в таком	4	3
71	можно было	2	3
72	в которых	4	3
73	потому что	5	3
74	тем что	3	3
75	в данном	6	3
76	о том	9	3
77	там где	2	3
78	для них	2	2
79	а не	4	2
80	в этих	3	2
81	с в	8	2
82	с этим	2	2
83	и все	4	2
84	к нему	4	2
85	представление о	5	2
86	главным образом	3	2
87	совершенно очевидно	2	2
88	что на	2	2
89	влияние на	2	2
90	же в	6	2
91	и как	2	2
92	есть в	2	2
93	приводит нас	2	2
94	не можем	2	2
95	что это	3	2
96	она не	3	2
97	не к	2	2
98	нас к	3	2
99	в котором	3	2
100	ее от	2	2
101	в некоторых	9	2
102	вместе с	6	2
103	данном случае	7	2
104	а в	9	2
105	таким образом	6	2
106	начиная с	2	2
107	на них	4	2
108	и других	3	2
109	а именно	3	2
110	и что	5	2
111	в других	15	2
112	с другими	3	2
113	или в	7	2
114	в своих	2	2
115	этот вопрос	2	2
116	и с	10	2
117	могут быть	2	2
118	и еще	2	2
119	в этой	3	2
120	и то	2	2
121	далеко не	4	2
122	как оно	2	2
123	между собой	2	2
124	заметить что	2	2
125	которое в	2	2
126	тогда когда	4	2
127	в эту	3	2
128	также в	2	2
