N	2gram	Propp_Isto_2	formyVre
1	и в	15	46
2	в этом	11	22
3	прежде всего	5	14
4	и т	19	14
5	человеческого тела	2	12
6	и его	3	12
7	только в	6	11
8	не только	18	11
9	во всех	2	11
10	во время	2	10
11	в том	6	10
12	как бы	6	10
13	но в	6	10
14	у него	4	9
15	не в	7	9
16	мы уже	6	9
17	вместе с	7	9
18	но и	14	9
19	и не	11	9
20	и для	2	9
21	в связи	5	8
22	связи с	8	8
23	как и	2	8
24	в его	6	8
25	то же	10	8
26	того чтобы	2	8
27	потому что	9	8
28	из них	2	8
29	в основном	2	8
30	всех этих	3	7
31	в одном	5	7
32	может быть	17	7
33	то что	12	7
34	так и	5	7
35	и на	4	7
36	так сказать	2	7
37	никогда не	15	6
38	при этом	4	6
39	здесь в	2	6
40	еще не	9	6
41	его в	10	6
42	все же	9	6
43	все это	3	6
44	в особенности	2	6
45	человека в	2	6
46	и наконец	5	6
47	так как	14	6
48	и с	4	6
49	с этим	5	5
50	по существу	2	5
51	но не	2	5
52	он не	8	5
53	и др	4	5
54	в нем	7	5
55	что в	12	5
56	все эти	4	5
57	уже в	2	4
58	из этих	3	4
59	том что	7	4
60	так что	6	4
61	что они	10	4
62	есть и	2	4
63	на острове	2	4
64	в котором	5	4
65	и их	2	4
66	как в	5	4
67	смерти и	7	4
68	а не	5	4
69	их в	2	4
70	к себе	2	4
71	в себе	4	4
72	о том	3	4
73	не было	2	3
74	себя и	2	3
75	к тому	5	3
76	что он	24	3
77	а затем	2	3
78	в качестве	3	3
79	кроме того	2	3
80	а также	2	3
81	что и	6	3
82	ее в	2	3
83	т д	18	3
84	и другие	4	3
85	таким образом	7	3
86	и они	4	3
87	в их	3	3
88	здесь мы	3	3
89	того что	3	3
90	и по	2	3
91	а в	12	3
92	роль в	3	3
93	в которых	2	3
94	тем что	4	3
95	имеем в	5	3
96	в другом	9	3
97	в этих	11	3
98	на смерть	2	3
99	в виду	2	3
100	и более	2	2
101	и есть	5	2
102	а потом	4	2
103	дано в	2	2
104	на котором	2	2
105	с другой	2	2
106	это не	2	2
107	и так	2	2
108	в одной	4	2
109	они были	2	2
110	представление о	2	2
111	очень часто	4	2
112	о его	2	2
113	он был	3	2
114	не мог	3	2
115	именно в	2	2
116	мы видим	8	2
117	в этой	4	2
118	с тем	9	2
119	и пр	7	2
120	она не	5	2
121	было бы	5	2
122	наряду с	6	2
123	в сущности	2	2
124	один из	8	2
125	сих пор	7	2
126	мы видели	2	2
127	принадлежит к	2	2
128	после этого	4	2
129	этом случае	5	2
130	в некоторых	2	2
131	находится в	2	2
132	не может	5	2
133	здесь не	2	2
134	и только	2	2
135	с одной	4	2
136	в себя	3	2
137	не боится	2	2
138	так же	13	2
139	другом месте	2	2
140	в иной	5	2
141	но это	4	2
142	мы имеем	15	2
143	могут быть	2	2
144	но он	4	2
145	что здесь	4	2
146	сказал что	2	2
147	не могла	2	2
148	не знает	2	2
149	как он	3	2
150	и это	3	2
151	как это	3	2
152	до сих	6	2
