N	2gram	Tiupa_Lite_1	Problema
1	и в	8	44
2	и не	12	35
3	не есть	2	35
4	то есть	6	34
5	может быть	13	28
6	потому что	3	25
7	то что	10	23
8	в том	16	21
9	только в	8	19
10	а не	16	18
11	в этом	12	17
12	также и	3	16
13	и даже	3	14
14	не только	24	14
15	и то	2	14
16	не в	8	13
17	то же	5	13
18	но в	3	12
19	том что	14	12
20	не является	2	11
21	не менее	7	10
22	то это	2	10
23	но и	17	10
24	в виду	3	10
25	отнюдь не	2	10
26	как и	6	10
27	тем не	2	10
28	так и	4	10
29	это не	4	9
30	и тем	4	9
31	в нем	2	9
32	как бы	7	9
33	что он	5	9
34	в то	5	9
35	в его	7	9
36	в данном	5	9
37	во всяком	3	9
38	таким образом	3	9
39	что в	3	8
40	или иной	2	8
41	того что	6	8
42	было бы	2	8
43	художественное произведение	2	8
44	как раз	4	8
45	в себе	7	8
46	связи с	6	8
47	с другой	3	7
48	данном случае	4	7
49	не может	5	7
50	в связи	4	7
51	уже не	7	7
52	еще и	3	7
53	все эти	2	7
54	никогда не	4	6
55	для этого	4	6
56	всяком случае	2	6
57	в целом	8	6
58	такого рода	10	6
59	жизни и	3	6
60	и только	2	6
61	нет ничего	2	6
62	о том	2	6
63	все же	4	6
64	не было	3	5
65	в конце	4	5
66	а только	2	5
67	да и	3	5
68	и сам	6	5
69	и есть	3	5
70	то и	2	5
71	в своем	11	5
72	и вполне	2	5
73	а в	3	5
74	точки зрения	6	5
75	еще не	4	5
76	за пределы	2	5
77	в своей	4	5
78	как в	5	5
79	только на	2	5
80	тем самым	5	5
81	и его	4	5
82	имеется в	2	4
83	при этом	19	4
84	же и	3	4
85	и является	2	4
86	в искусстве	2	4
87	раз и	2	4
88	мы в	2	4
89	а также	5	4
90	можно было	2	4
91	тем что	2	4
92	дело в	3	4
93	уже в	5	3
94	это уже	2	3
95	в любом	2	3
96	прежде всего	11	3
97	к тому	2	3
98	в этой	4	3
99	для него	2	3
100	в самом	3	3
101	именно так	2	3
102	что для	2	3
103	с этой	5	3
104	самого себя	3	3
105	его в	3	3
106	с собой	4	3
107	же в	5	3
108	тем более	2	3
109	но не	4	3
110	в качестве	17	3
111	в художественном	4	3
112	общего с	2	3
113	из того	2	3
114	самом деле	2	3
115	что такое	2	3
116	хотя бы	2	3
117	отличие от	5	3
118	как будто	2	3
119	с чем	2	2
120	в частности	15	2
121	все они	2	2
122	того же	2	2
123	от тех	2	2
124	не столько	5	2
125	и нет	2	2
126	в нашей	2	2
127	по поводу	2	2
128	от себя	2	2
129	тем же	3	2
130	искусства и	5	2
131	однако в	2	2
132	из них	4	2
133	в их	3	2
134	с одной	2	2
135	этой точки	3	2
136	друг друга	4	2
137	в основе	3	2
138	он и	3	2
139	только то	2	2
140	как это	8	2
141	а как	2	2
142	для них	2	2
143	ничего кроме	2	2
144	то он	2	2
145	в стихотворении	4	2
146	с их	3	2
147	в слове	2	2
148	для нее	2	2
149	произведение в	2	2
150	для себя	5	2
151	дело не	2	2
152	себя в	6	2
153	в отличие	5	2
154	с точки	2	2
155	своей собственной	2	2
156	свое собственное	3	2
157	могут быть	2	2
158	в другом	2	2
