N	2gram	Losev_Vlad_3	Psycholo
1	в том	18	37
2	и в	40	32
3	и что	8	22
4	том что	18	21
5	то что	28	21
6	таким образом	11	21
7	потому что	11	21
8	то есть	24	21
9	что в	17	20
10	так же	8	18
11	может быть	8	18
12	что и	7	17
13	не может	14	17
14	точки зрения	13	17
15	что она	2	16
16	того чтобы	3	14
17	что он	5	13
18	при этом	3	13
19	то же	4	13
20	для того	2	13
21	в этом	16	13
22	по себе	6	12
23	если мы	4	12
24	в самом	4	12
25	не только	25	12
26	так как	7	12
27	на то	4	11
28	с тем	7	11
29	было бы	4	11
30	при помощи	4	10
31	как и	7	10
32	но и	18	10
33	и не	25	10
34	с точки	6	10
35	никогда не	11	9
36	что все	7	9
37	в своих	7	9
38	тем что	5	9
39	что это	9	8
40	не менее	9	8
41	не в	3	8
42	с таким	2	8
43	того что	7	8
44	к тому	7	7
45	мы знаем	3	7
46	и как	7	7
47	такой же	4	7
48	а не	8	7
49	в сущности	2	7
50	все эти	5	7
51	можно было	5	7
52	и его	10	7
53	сказать что	12	7
54	только в	13	7
55	в этой	8	6
56	он не	8	6
57	как бы	3	6
58	же самое	3	6
59	что если	4	6
60	о том	11	6
61	если бы	3	6
62	отнюдь не	5	5
63	что его	2	5
64	утверждает что	4	5
65	в ней	5	5
66	далеко не	3	5
67	как раз	10	5
68	этом отношении	2	5
69	на самом	3	5
70	только на	5	5
71	и даже	6	5
72	есть только	9	5
73	как на	3	5
74	и на	6	5
75	в то	7	5
76	сам по	2	4
77	и более	2	4
78	же как	3	4
79	случае если	2	4
80	от того	4	4
81	едва ли	11	4
82	с этой	2	4
83	в жизни	2	4
84	есть не	2	4
85	что на	2	4
86	тем не	10	4
87	как это	4	4
88	том случае	3	4
89	в чем	3	4
90	несмотря на	7	4
91	из этого	2	4
92	никак не	4	4
93	совершенно не	2	4
94	и по	2	4
95	и тем	3	4
96	в нем	3	4
97	все же	4	4
98	из них	2	4
99	наряду с	2	4
100	данном случае	2	4
101	но только	2	4
102	а в	7	4
103	и все	4	4
104	мы имеем	3	4
105	не имеет	4	4
106	и для	3	4
107	в данном	5	4
108	тому что	4	4
109	и с	9	4
110	знаем что	2	4
111	с этим	2	4
112	в целом	2	4
113	и это	6	4
114	ничего не	5	4
115	не могут	2	3
116	процесс в	3	3
117	хотя бы	6	3
118	с другой	5	3
119	не как	2	3
120	само собой	3	3
121	в конце	12	3
122	точно так	4	3
123	согласии с	2	3
124	которые не	2	3
125	и к	2	3
126	а только	7	3
127	если оно	4	3
128	по существу	4	3
129	об этом	6	3
130	так что	14	3
131	это значит	6	3
132	как говорит	2	3
133	но как	2	3
134	до конца	4	3
135	в нашей	2	3
136	в своей	9	3
137	конце концов	5	3
138	то это	10	3
139	так и	6	3
140	не к	2	3
141	то как	3	3
142	и так	2	3
143	бы и	4	3
144	в их	2	3
145	в отношении	5	3
146	что же	9	3
147	которых мы	2	3
148	и сейчас	2	3
149	время как	2	3
150	при всем	2	3
151	жизнь и	3	3
152	то время	4	3
153	в смысле	6	3
154	само по	3	3
155	в каком	4	3
156	и то	9	3
157	во всем	6	3
158	ни на	2	3
159	мы должны	4	3
160	но в	4	3
161	мы не	2	3
162	значит что	6	3
163	в виду	3	3
164	это было	3	3
165	не существует	2	2
166	и этот	2	2
167	с его	2	2
168	мы будем	2	2
169	но даже	4	2
170	то ни	3	2
171	в какой	2	2
172	но когда	2	2
173	это не	3	2
174	и от	6	2
175	в одном	5	2
176	этого факта	2	2
177	во всяком	3	2
178	сводится к	3	2
179	и здесь	6	2
180	ни в	10	2
181	говорит о	4	2
182	же время	2	2
183	еще не	4	2
184	но не	4	2
185	в глаза	4	2
186	того же	2	2
187	но что	2	2
188	она не	2	2
189	вовсе не	13	2
190	должен был	2	2
191	не имеют	2	2
192	к нему	3	2
193	в его	14	2
194	не вполне	2	2
195	всяком случае	3	2
196	оно не	3	2
197	не так	3	2
198	как можно	2	2
199	бы то	3	2
200	в этих	2	2
201	как не	2	2
202	для нас	5	2
203	вместе с	7	2
204	отличается от	3	2
205	на него	2	2
206	себе и	2	2
207	как нечто	3	2
208	не на	2	2
209	другой стороны	2	2
210	а с	4	2
211	не было	5	2
212	содержания и	2	2
213	в согласии	2	2
214	роль в	2	2
215	мы находим	2	2
216	к своему	2	2
217	и у	3	2
218	и всегда	2	2
219	отличие от	3	2
220	в таком	3	2
221	что этот	3	2
222	но это	6	2
223	также и	17	2
224	в себе	9	2
225	и вообще	3	2
226	и только	3	2
227	не понимает	2	2
228	философии и	9	2
229	заметить что	2	2
230	в которой	2	2
231	же с	7	2
232	учения о	4	2
233	могло бы	2	2
