N	2gram	Potebnia_M_4	Vladivir
1	и в	23	40
2	то что	29	28
3	и не	18	25
4	не только	10	25
5	то есть	34	24
6	но и	11	18
7	в том	23	18
8	том что	12	18
9	что в	17	17
10	в этом	23	16
11	так что	5	14
12	в его	5	14
13	не может	11	14
14	точки зрения	4	13
15	вовсе не	7	13
16	в виде	2	13
17	только в	15	13
18	а именно	4	12
19	сказать что	8	12
20	даже и	3	12
21	никогда не	3	11
22	таким образом	24	11
23	потому что	33	11
24	о том	8	11
25	тем не	4	10
26	это есть	3	10
27	то это	8	10
28	и потому	10	10
29	не есть	9	10
30	и его	2	10
31	не менее	5	9
32	что это	7	9
33	уже не	3	9
34	есть только	5	9
35	и с	4	9
36	и то	5	9
37	что же	5	9
38	в себе	14	9
39	в своем	8	8
40	для него	5	8
41	может быть	26	8
42	так же	4	8
43	и что	7	8
44	он не	2	8
45	как мы	2	8
46	а не	12	8
47	что все	4	7
48	к тому	3	7
49	и как	2	7
50	и если	3	7
51	хотя и	5	7
52	там же	3	7
53	а в	5	7
54	в своих	2	7
55	так как	14	7
56	с тем	7	7
57	того что	14	7
58	в то	4	7
59	что и	7	7
60	вместе с	6	7
61	как и	14	7
62	же с	2	7
63	мы бы	2	7
64	и здесь	2	6
65	оно есть	2	6
66	да и	4	6
67	кроме того	3	6
68	и даже	2	6
69	и на	3	6
70	по себе	11	6
71	об этом	2	6
72	то в	3	6
73	в смысле	3	6
74	не будет	3	6
75	так и	6	6
76	хотя бы	4	6
77	с точки	3	6
78	но это	3	6
79	и это	2	6
80	можно считать	2	5
81	с другой	2	5
82	для нас	14	5
83	должно быть	5	5
84	не было	12	5
85	все эти	3	5
86	в ней	2	5
87	в истории	4	5
88	в одном	4	5
89	что он	4	5
90	у нас	2	5
91	мы уже	3	5
92	между прочим	3	5
93	только на	4	5
94	можно было	2	5
95	в данном	4	5
96	тем что	10	5
97	но даже	2	4
98	тому что	2	4
99	точно так	2	4
100	вопрос о	2	4
101	на то	7	4
102	что если	6	4
103	в самом	3	4
104	в котором	4	4
105	от того	4	4
106	не имеет	5	4
107	бы и	5	4
108	мы должны	2	4
109	при помощи	3	4
110	и все	4	4
111	не с	2	4
112	чем в	2	4
113	есть и	2	4
114	еще не	3	4
115	было бы	8	4
116	и о	4	4
117	даже в	2	4
118	если оно	2	4
119	то же	14	4
120	в течение	2	4
121	если мы	2	4
122	то он	2	4
123	в каком	4	4
124	но в	8	4
125	уже в	5	3
126	я не	2	3
127	независимо от	6	3
128	это не	7	3
129	из этих	2	3
130	человека и	3	3
131	и нельзя	2	3
132	только о	2	3
133	заметим что	3	3
134	при этом	15	3
135	как бы	5	3
136	в виду	3	3
137	всяком случае	3	3
138	и тем	4	3
139	в нем	7	3
140	к нему	5	3
141	что есть	3	3
142	и только	3	3
143	именно в	3	3
144	не так	2	3
145	же самое	4	3
146	мы имеем	4	3
147	том случае	3	3
148	если бы	13	3
149	само по	5	3
150	нельзя сказать	3	3
151	оно не	2	3
152	даже не	2	3
153	на самом	3	3
154	находится в	5	3
155	того чтобы	4	3
156	и у	2	3
157	и притом	2	3
158	не в	11	3
159	и для	2	3
160	в таком	4	3
161	во всяком	5	3
162	которое в	3	3
163	и вообще	2	3
164	это было	2	3
165	не могут	2	2
166	ни к	2	2
167	в нашем	2	2
168	в этих	3	2
169	для понимания	2	2
170	и вместе	3	2
171	что на	2	2
172	что его	2	2
173	мы и	2	2
174	это последнее	4	2
175	имеет свою	2	2
176	же время	3	2
177	не можем	5	2
178	но что	2	2
179	так или	2	2
180	что она	2	2
181	я вижу	2	2
182	то и	4	2
183	на ступени	2	2
184	к первому	2	2
185	в разных	3	2
186	можно только	2	2
187	и по	3	2
188	и вполне	2	2
189	друг друга	2	2
190	в обществе	2	2
191	и так	3	2
192	к его	2	2
193	себе в	3	2
194	что даже	2	2
195	что мы	10	2
196	его в	4	2
197	нет ничего	3	2
198	иметь в	2	2
199	бы в	2	2
200	не вполне	2	2
201	таком случае	2	2
202	не существует	2	2
203	и более	4	2
204	не как	2	2
205	с этим	7	2
206	но мы	2	2
207	есть не	4	2
208	этого последнего	2	2
209	и к	6	2
210	в силу	7	2
211	не нужно	2	2
212	она не	2	2
213	в это	2	2
214	в сущности	2	2
215	то необходимо	2	2
216	нам представляется	2	2
217	со стороны	3	2
218	ко второму	2	2
219	но уже	3	2
220	в мире	2	2
221	выше мы	2	2
222	данном случае	2	2
223	быть и	2	2
224	из этого	2	2
225	только что	3	2
226	тем самым	4	2
227	заметить что	6	2
228	для того	6	2
229	еще до	3	2
230	в сравнении	4	2
231	мы не	8	2
232	или иначе	2	2
233	можно думать	2	2
234	сам по	4	2
235	когда оно	2	2
236	связи с	3	2
237	об отношении	2	2
238	а если	2	2
239	в которой	6	2
240	которые не	2	2
