N	2gram	Propp_Isto_4	Narrotol
1	не только	15	32
2	может быть	14	25
3	но и	12	23
4	в качестве	7	21
5	и не	9	20
6	и в	26	19
7	в том	3	18
8	в этом	7	17
9	в тексте	2	16
10	в частности	2	14
11	том что	3	14
12	не в	5	14
13	а не	6	12
14	тогда как	4	12
15	представляет собой	2	12
16	то что	16	11
17	а в	8	11
18	не может	6	10
19	при этом	3	9
20	так и	10	9
21	в его	5	9
22	с другой	4	8
23	героя в	7	8
24	в себе	2	8
25	как и	7	7
26	еще не	6	7
27	такого рода	2	7
28	а также	3	7
29	все же	9	7
30	как в	7	7
31	что он	10	6
32	но не	5	6
33	как это	3	6
34	о том	4	6
35	но в	5	6
36	и как	5	5
37	по себе	2	5
38	себя в	2	5
39	в форме	2	5
40	уже не	5	5
41	к нему	6	5
42	и его	10	5
43	в данном	3	5
44	между двумя	12	5
45	к себе	3	5
46	в этой	2	5
47	перед нами	3	4
48	в нем	2	4
49	у него	5	4
50	то же	8	4
51	же в	3	4
52	но все	5	4
53	в силу	5	4
54	было бы	2	4
55	связи с	3	4
56	как бы	3	4
57	и тем	2	4
58	хотя бы	2	4
59	данном случае	3	4
60	другой стороны	4	4
61	в особенности	2	4
62	те же	3	4
63	из которых	5	4
64	не мог	3	4
65	сказать что	2	4
66	только в	3	4
67	здесь не	4	4
68	и с	5	4
69	не менее	2	3
70	же как	13	3
71	что в	14	3
72	могут быть	6	3
73	никогда не	2	3
74	уже в	2	3
75	из этих	3	3
76	тем не	2	3
77	ни в	2	3
78	это и	5	3
79	что они	6	3
80	одна из	2	3
81	на том	2	3
82	хотя и	2	3
83	он не	7	3
84	и даже	4	3
85	не есть	2	3
86	из них	2	3
87	когда он	6	3
88	на него	3	3
89	а именно	3	3
90	как мы	5	3
91	и он	3	3
92	и на	2	3
93	тем что	5	3
94	на себя	4	3
95	по своей	2	3
96	что это	2	3
97	должна быть	2	2
98	в своем	2	2
99	что у	3	2
100	не могло	2	2
101	точно так	5	2
102	не всегда	6	2
103	своей матери	2	2
104	что на	2	2
105	ему в	2	2
106	а по	4	2
107	его как	2	2
108	что иное	3	2
109	говорит о	2	2
110	по существу	3	2
111	есть в	2	2
112	у нее	2	2
113	между ними	3	2
114	и тот	2	2
115	не что	3	2
116	она не	3	2
117	например в	3	2
118	наряду с	3	2
119	он уже	2	2
120	в роли	2	2
121	и др	5	2
122	даже в	4	2
123	не имеет	3	2
124	в самую	2	2
125	отношение к	2	2
126	так же	18	2
127	не на	3	2
128	в связи	2	2
129	и только	5	2
130	все эти	3	2
131	что мы	3	2
132	это не	5	2
133	в иной	6	2
134	или в	3	2
135	не случайно	2	2
136	однако в	2	2
137	этого слова	2	2
138	и все	2	2
139	его в	9	2
140	представляют собой	4	2
141	ничего не	5	2
142	мы имеем	7	2
143	иное как	3	2
144	о чем	3	2
