N	2gram	Bakhtin_KF_1	formyVre
1	и в	24	50
2	в этом	14	25
3	в нем	28	24
4	и его	17	16
5	прежде всего	2	15
6	и не	26	14
7	вовсе не	7	13
8	в его	40	13
9	так и	2	12
10	может быть	45	11
11	то же	5	11
12	и как	2	10
13	времени и	4	10
14	но в	5	10
15	в том	6	9
16	же время	2	9
17	все эти	10	9
18	в то	3	9
19	не только	5	9
20	ничего не	3	9
21	его жизни	3	8
22	и их	6	8
23	но и	9	8
24	и на	3	8
25	жизни в	5	8
26	как и	5	8
27	жизни и	8	8
28	ни в	12	8
29	не было	8	7
30	для себя	5	7
31	все же	5	6
32	это не	10	6
33	с ее	2	6
34	в их	8	6
35	не может	27	6
36	лишь в	8	6
37	и все	7	6
38	в жизни	2	6
39	и того	2	6
40	во всех	11	6
41	то что	7	6
42	в ее	16	6
43	как в	2	6
44	что в	4	5
45	не в	12	5
46	в основе	5	5
47	точки зрения	12	5
48	всех этих	3	5
49	но все	5	5
50	если бы	8	5
51	отнюдь не	6	5
52	но не	12	5
53	еще не	4	5
54	он не	6	5
55	отношению к	22	5
56	того чтобы	2	5
57	для того	3	5
58	могут быть	3	5
59	жизни но	3	5
60	время и	5	4
61	в своем	16	4
62	было и	2	4
63	до конца	3	4
64	этого мира	3	4
65	в котором	24	4
66	все это	10	4
67	не имеет	5	4
68	потому что	2	4
69	в ней	3	4
70	к себе	2	4
71	пространства и	2	4
72	конечно не	7	4
73	в процессе	2	4
74	или как	2	4
75	жизнь и	2	4
76	том что	4	4
77	и для	9	4
78	и то	2	4
79	только в	16	4
80	и это	12	4
81	здесь не	3	4
82	себя и	2	3
83	вследствие этого	2	3
84	с тем	2	3
85	при этом	4	3
86	себе и	3	3
87	в виду	3	3
88	здесь нет	2	3
89	мира в	6	3
90	один из	2	3
91	со всеми	2	3
92	по отношению	26	3
93	именно в	5	3
94	чем не	4	3
95	и других	2	3
96	но эта	5	3
97	а в	4	3
98	его в	5	3
99	подхода к	2	3
100	в одном	4	3
101	ни к	2	3
102	а как	2	3
103	был бы	3	3
104	не знает	5	3
105	к этому	2	3
106	и видения	2	3
107	в качестве	2	3
108	и потому	2	3
109	что и	7	3
110	во всей	4	3
111	еще более	2	3
112	эти моменты	2	3
113	а не	17	3
114	что не	3	3
115	мы не	3	3
116	быть только	8	3
117	и ее	2	3
118	в себе	21	3
119	входит в	3	3
120	место и	2	3
121	место в	5	2
122	совсем не	2	2
123	и принципиально	2	2
124	никогда не	5	2
125	его и	2	2
126	этом мире	2	2
127	вопрос о	2	2
128	или иной	2	2
129	для нас	4	2
130	лишь как	2	2
131	в свою	3	2
132	момент в	7	2
133	для него	8	2
134	нет в	4	2
135	но для	2	2
136	не о	2	2
137	в целом	10	2
138	места в	4	2
139	отношение к	5	2
140	выход из	2	2
141	на основе	7	2
142	того что	3	2
143	рядом с	3	2
144	к ним	4	2
145	той или	3	2
146	во всем	7	2
147	отсюда и	3	2
148	мир в	11	2
149	с ним	5	2
150	ее целом	2	2
151	и момент	4	2
152	не как	4	2
153	раз и	2	2
154	тогда когда	3	2
155	ясно что	3	2
156	его целом	10	2
157	по себе	2	2
158	и время	2	2
159	но конечно	3	2
160	в соответствии	2	2
161	в чем	4	2
162	есть именно	2	2
163	и может	3	2
164	было бы	8	2
165	в это	2	2
166	нет и	3	2
167	оно не	2	2
168	видения и	2	2
169	в своей	10	2
170	как бы	9	2
171	быть и	3	2
172	момент его	8	2
173	совершенно не	6	2
174	уже не	7	2
175	и эта	2	2
176	с точки	9	2
177	хотя бы	4	2
178	в данном	2	2
179	от этого	2	2
180	тем что	3	2
181	вступает в	3	2
182	всей его	2	2
183	единства и	2	2
184	в каком	4	2
185	соответствии с	2	2
186	его на	2	2
187	как оно	2	2
188	дело в	2	2
189	там где	5	2
190	дан в	2	2
