N	2gram	Vygotskiy__2	Komedia
1	и в	32	26
2	и не	10	14
3	едва ли	4	14
4	к тому	7	12
5	так и	3	12
6	и его	7	12
7	в том	37	11
8	может быть	18	11
9	но и	10	10
10	в этом	13	10
11	что в	20	9
12	столь же	4	9
13	том что	21	9
14	если бы	6	9
15	вместе с	2	9
16	ясно что	7	8
17	было бы	11	8
18	и на	5	7
19	из них	4	7
20	не только	12	7
21	что и	17	7
22	то что	21	6
23	еще не	2	6
24	наряду с	4	6
25	в нем	4	6
26	того чтобы	14	6
27	потому что	21	6
28	и здесь	2	6
29	в то	5	6
30	о том	6	6
31	таким образом	21	6
32	с его	2	5
33	с тем	11	5
34	в которой	2	5
35	что он	13	5
36	один из	3	5
37	ни в	2	5
38	с этим	4	5
39	для того	13	5
40	так что	3	5
41	и с	4	5
42	действующих лиц	3	5
43	место в	2	4
44	не менее	8	4
45	в частности	3	4
46	больше того	2	4
47	в этих	2	4
48	тому что	4	4
49	в них	2	4
50	что у	5	4
51	и от	2	4
52	меньше всего	2	4
53	как и	10	4
54	в целом	4	4
55	как будто	7	4
56	в его	2	4
57	все же	4	4
58	в самом	12	4
59	и для	4	4
60	что для	7	4
61	можно было	7	4
62	точки зрения	17	4
63	с и	12	4
64	в руках	2	4
65	только в	7	4
66	что это	8	4
67	так как	12	4
68	на этот	2	4
69	как это	4	4
70	между тем	4	4
71	это было	3	4
72	представить себе	3	3
73	с этой	4	3
74	в каждом	2	3
75	то время	3	3
76	что на	4	3
77	мы знаем	7	3
78	жизни и	4	3
79	что его	5	3
80	но не	2	3
81	того же	2	3
82	во всех	3	3
83	же время	2	3
84	для нас	2	3
85	и сам	4	3
86	из которых	2	3
87	например в	3	3
88	интерес к	2	3
89	в ней	5	3
90	не имеет	4	3
91	в своей	3	3
92	и их	3	3
93	в их	3	3
94	все это	5	3
95	при всем	3	3
96	дело с	8	3
97	того как	4	3
98	той же	8	3
99	то же	13	3
100	ответ на	2	3
101	не было	2	3
102	как в	9	3
103	в самой	2	3
104	к нему	2	3
105	а в	4	3
106	тем что	9	3
107	не может	17	3
108	как он	2	3
109	в этой	6	3
110	но в	3	3
111	и поэтому	4	3
112	мы можем	3	3
113	все время	6	2
114	если в	2	2
115	из самых	2	2
116	отнюдь не	5	2
117	то ни	2	2
118	в какой	2	2
119	с другой	3	2
120	это не	2	2
121	в конце	3	2
122	в одном	2	2
123	представление о	3	2
124	вовсе не	2	2
125	что именно	3	2
126	то это	3	2
127	и к	3	2
128	об этом	3	2
129	в ее	2	2
130	не в	8	2
131	до сих	5	2
132	философии и	2	2
133	тот же	6	2
134	на этом	3	2
135	бы то	2	2
136	по своему	3	2
137	а на	4	2
138	после того	2	2
139	что по	2	2
140	только потому	2	2
141	в действительности	4	2
142	у того	2	2
143	как не	2	2
144	вслед за	5	2
145	от того	4	2
146	он не	6	2
147	начинает с	2	2
148	как бы	6	2
149	которые в	4	2
150	не вполне	2	2
151	всяком случае	2	2
152	время как	3	2
153	хотя бы	3	2
154	и т	10	2
155	с той	4	2
156	и это	4	2
157	отношение к	2	2
158	сих пор	5	2
159	всех остальных	2	2
160	что она	16	2
161	целый ряд	6	2
162	так в	2	2
163	т п	8	2
164	еще более	3	2
165	мы находим	2	2
166	и что	22	2
167	и у	2	2
168	бы и	3	2
169	в других	2	2
170	отличие от	2	2
171	роль в	2	2
172	мы не	3	2
173	во всяком	2	2
174	и ее	3	2
175	на это	3	2
176	и все	4	2
177	из этого	4	2
178	мы имеем	4	2
179	в виду	3	2
