N	2gram	Losev_Vlad_1	Dialekti
1	и не	17	27
2	точки зрения	2	25
3	и в	31	24
4	и т	2	24
5	не только	24	23
6	т д	2	23
7	что такое	2	21
8	не может	6	19
9	ничего не	3	17
10	и что	6	15
11	что все	2	14
12	то что	18	14
13	может быть	6	13
14	таким образом	3	13
15	и даже	15	13
16	что он	12	13
17	вовсе не	5	13
18	того что	2	12
19	не менее	2	11
20	что же	5	11
21	тем не	2	10
22	отнюдь не	3	10
23	ни в	2	9
24	но и	19	9
25	что она	2	9
26	учение о	2	8
27	так что	10	8
28	и как	4	8
29	что мы	2	8
30	том что	14	8
31	в этом	14	8
32	в виде	3	8
33	что в	14	7
34	никогда не	9	7
35	но что	3	7
36	в самом	2	7
37	в особенности	4	7
38	потому что	11	7
39	даже и	9	7
40	ясно что	2	7
41	это и	2	7
42	как и	4	7
43	только на	3	7
44	как раз	7	7
45	я не	4	6
46	кроме того	7	6
47	все это	5	6
48	и с	14	6
49	о том	11	6
50	так как	8	6
51	и все	4	6
52	об этом	7	6
53	что и	5	6
54	даже не	2	6
55	то же	6	6
56	в том	11	5
57	что его	4	5
58	но это	3	5
59	хотя и	4	5
60	жизни и	5	5
61	и его	7	5
62	как на	2	5
63	что для	4	5
64	в то	8	5
65	как это	7	5
66	в них	2	5
67	и к	6	5
68	было бы	2	5
69	он не	10	5
70	так и	6	5
71	уже не	3	5
72	и притом	3	5
73	только в	9	5
74	с другой	3	4
75	первый план	2	4
76	то время	2	4
77	к тому	3	4
78	хотя бы	2	4
79	но только	3	4
80	сказать что	7	4
81	нет и	2	4
82	веры и	2	4
83	где же	2	4
84	на первый	2	4
85	у нас	6	4
86	в истории	4	4
87	конечно не	2	4
88	о нем	7	4
89	только что	2	4
90	собственно говоря	3	4
91	в чем	2	4
92	жизнь и	3	4
93	и то	10	4
94	мы и	4	4
95	е в	7	4
96	и это	2	4
97	для него	7	4
98	не было	5	3
99	все же	3	3
100	за пределы	3	3
101	но даже	2	3
102	в своем	4	3
103	и от	5	3
104	и я	2	3
105	мы знаем	2	3
106	не в	5	3
107	особого рода	2	3
108	же время	4	3
109	он будет	2	3
110	тем более	2	3
111	и тут	2	3
112	в нем	4	3
113	это было	6	3
114	из них	2	3
115	но его	2	3
116	то и	2	3
117	все эти	3	3
118	и на	3	3
119	он и	6	3
120	мы уже	7	3
121	во всем	4	3
122	и ни	2	3
123	тем что	2	3
124	уже и	2	3
125	на себя	3	3
126	на то	5	3
127	все что	2	3
128	и о	2	3
129	но она	3	3
130	если не	3	3
131	тем самым	2	3
132	для того	2	3
133	раз и	3	3
134	к нему	4	3
135	той же	2	3
136	в каком	2	3
137	но на	3	2
138	в частности	2	2
139	что у	4	2
140	из этих	2	2
141	и можно	2	2
142	для нас	4	2
143	тому же	2	2
144	на этом	2	2
145	еще не	2	2
146	при этом	2	2
147	несмотря на	4	2
148	и если	5	2
149	у меня	2	2
150	на что	2	2
151	всяком случае	2	2
152	совершенно не	2	2
153	то как	2	2
154	а именно	2	2
155	другой стороны	3	2
156	она была	2	2
157	того и	2	2
158	еще и	7	2
159	и вот	3	2
160	и по	8	2
161	а в	9	2
162	в своих	5	2
163	также и	10	2
164	никак не	4	2
165	для себя	2	2
166	и здесь	3	2
167	и потому	6	2
168	к этой	2	2
169	но в	12	2
170	с его	11	2
171	у него	15	2
172	очень мало	2	2
173	она всегда	2	2
174	но как	5	2
175	по существу	2	2
176	но не	3	2
177	и всякой	3	2
178	только к	3	2
179	со стороны	2	2
180	себя в	4	2
181	на основании	2	2
182	разного рода	6	2
183	как мы	9	2
184	и у	4	2
185	и он	3	2
186	и для	2	2
187	что этот	3	2
188	во всяком	2	2
189	в себе	4	2
190	и вообще	4	2
191	его на	2	2
192	иной раз	6	2
193	из этого	2	2
194	в его	12	2
195	отца и	3	2
