N	2gram	Bakhtin_Fr_6	Myslijsy
1	потому что	3	52
2	то есть	24	42
3	и в	41	39
4	может быть	2	27
5	в том	2	26
6	только в	3	25
7	что в	7	22
8	не может	4	22
9	а не	2	21
10	так как	10	21
11	не только	10	21
12	в нем	16	20
13	но и	13	20
14	и не	3	18
15	том что	7	16
16	так что	2	16
17	не в	4	15
18	в этом	12	15
19	так и	5	13
20	в себе	5	13
21	таким образом	17	13
22	было бы	3	12
23	есть только	3	11
24	мы не	2	10
25	что не	3	10
26	то что	10	10
27	как в	4	10
28	и что	5	10
29	для нас	2	9
30	как и	7	9
31	тем что	5	9
32	тогда когда	2	9
33	но в	8	9
34	в одном	5	8
35	но не	2	8
36	вместе с	6	8
37	того что	3	8
38	о происхождении	2	8
39	точки зрения	2	8
40	с другой	4	7
41	в ней	4	7
42	в истории	2	7
43	с этим	3	7
44	в этих	2	7
45	и как	4	6
46	как бы	7	6
47	все же	4	6
48	то же	5	6
49	при этом	3	6
50	между собою	5	6
51	вовсе не	7	5
52	что человек	2	5
53	но это	3	5
54	и потому	2	5
55	в его	7	5
56	в первом	3	5
57	другой стороны	2	5
58	во всех	17	5
59	так же	5	5
60	а в	4	5
61	и для	3	5
62	во втором	3	5
63	и его	13	5
64	между тем	2	5
65	удовольствия и	2	4
66	не могут	2	4
67	никогда не	8	4
68	прежде всего	10	4
69	мы видели	2	4
70	мы видим	6	4
71	от него	2	4
72	же время	5	4
73	есть нечто	2	4
74	и неудовольствия	2	4
75	и даже	4	4
76	говорит он	2	4
77	из этих	2	4
78	во всем	5	4
79	в то	6	4
80	что мы	2	4
81	там где	5	4
82	бы в	2	4
83	находятся в	2	3
84	что это	5	3
85	в них	7	3
86	и во	2	3
87	и от	4	3
88	что все	2	3
89	о котором	4	3
90	как она	2	3
91	в этой	8	3
92	в своем	5	3
93	того же	4	3
94	если мы	2	3
95	мы увидим	3	3
96	одной стороны	4	3
97	в своей	2	3
98	и их	3	3
99	но оно	3	3
100	что если	2	3
101	никто не	2	3
102	связи с	2	3
103	в самом	10	3
104	с одной	4	3
105	заключается в	2	3
106	не мог	3	3
107	той же	5	3
108	с ним	4	3
109	должна быть	2	3
110	и то	2	3
111	сказать что	6	3
112	хотя и	2	3
113	он не	2	3
114	и вообще	4	3
115	с точки	2	3
116	и все	9	3
117	и с	16	3
118	мы будем	3	2
119	все они	2	2
120	но он	5	2
121	с этой	3	2
122	одного и	2	2
123	но с	2	2
124	на все	3	2
125	стороны и	2	2
126	что именно	2	2
127	но если	2	2
128	как мы	12	2
129	как во	3	2
130	жизни и	3	2
131	у нас	4	2
132	не были	3	2
133	все что	4	2
134	того чтобы	4	2
135	если б	2	2
136	в сущности	8	2
137	за пределы	2	2
138	одним из	4	2
139	никак не	3	2
140	но уже	2	2
141	из этого	4	2
142	тем более	2	2
143	для этого	2	2
144	времени и	2	2
145	еще более	2	2
146	из того	2	2
147	в народе	2	2
148	или в	6	2
149	в таких	2	2
150	то он	2	2
151	народа и	3	2
152	в начале	3	2
153	что даже	2	2
154	все то	5	2
155	о том	9	2
156	и миром	7	2
157	есть в	3	2
158	так сказать	2	2
