N	2gram	Propp_Isto_4	Komedia
1	и в	26	26
2	и не	9	14
3	так и	10	12
4	и его	10	12
5	в том	3	11
6	может быть	14	11
7	но и	12	10
8	в этом	7	10
9	что в	14	9
10	том что	3	9
11	если бы	2	9
12	вместе с	6	9
13	было бы	2	8
14	и на	2	7
15	из них	2	7
16	не только	15	7
17	что и	9	7
18	на себя	4	7
19	в своем	2	6
20	во время	7	6
21	то что	16	6
22	еще не	6	6
23	в доме	4	6
24	наряду с	3	6
25	в нем	2	6
26	потому что	6	6
27	и здесь	5	6
28	о том	4	6
29	таким образом	10	6
30	с тем	2	5
31	к этому	5	5
32	что он	10	5
33	а затем	3	5
34	в качестве	7	5
35	ни в	2	5
36	в истории	2	5
37	с этим	2	5
38	так что	2	5
39	и с	5	5
40	уже в	2	4
41	не менее	2	4
42	в частности	2	4
43	у него	5	4
44	в этих	7	4
45	что у	3	4
46	из этих	3	4
47	как мы	5	4
48	же в	3	4
49	как и	7	4
50	в целом	2	4
51	хотя и	2	4
52	в его	5	4
53	все же	9	4
54	не по	2	4
55	только в	3	4
56	что это	2	4
57	так как	9	4
58	на этот	2	4
59	как это	3	4
60	его в	9	4
61	о чем	3	3
62	с этой	2	3
63	в образе	3	3
64	вопрос о	4	3
65	в тех	4	3
66	что на	2	3
67	мы знаем	8	3
68	но все	5	3
69	связи с	3	3
70	но не	5	3
71	для нас	3	3
72	из которых	5	3
73	например в	3	3
74	не имеет	3	3
75	себя в	2	3
76	в своей	4	3
77	и их	2	3
78	все это	2	3
79	в связи	2	3
80	того как	4	3
81	то же	8	3
82	как в	7	3
83	возможно что	2	3
84	к нему	6	3
85	а в	8	3
86	или в	3	3
87	а у	2	3
88	тем что	5	3
89	не может	6	3
90	как он	6	3
91	в этой	2	3
92	тех же	2	3
93	но в	5	3
94	мы можем	6	3
95	что ни	3	2
96	и другие	3	2
97	в другой	3	2
98	и есть	2	2
99	однако в	2	2
100	не всегда	6	2
101	в лице	2	2
102	с другой	4	2
103	это не	5	2
104	представления о	3	2
105	в одной	3	2
106	в плен	6	2
107	в одном	5	2
108	с собой	5	2
109	вовсе не	4	2
110	то это	5	2
111	своего отца	3	2
112	об этом	7	2
113	отец и	2	2
114	не в	5	2
115	до сих	5	2
116	в силу	5	2
117	одна из	2	2
118	на этом	2	2
119	а на	4	2
120	после того	2	2
121	связанных с	2	2
122	у нее	2	2
123	и если	3	2
124	нет необходимости	3	2
125	или на	2	2
126	от того	2	2
127	он не	7	2
128	как бы	3	2
129	даже в	4	2
130	хотя бы	2	2
131	и т	27	2
132	с той	2	2
133	отношение к	2	2
134	и за	2	2
135	сих пор	5	2
136	что она	3	2
137	так в	4	2
138	три года	4	2
139	и что	5	2
140	и у	5	2
141	в других	2	2
142	с ними	5	2
143	тут же	2	2
144	и во	2	2
145	на это	2	2
146	и все	2	2
147	мы имеем	7	2
