N	2gram	Vygotskiy__5	VLabPisa
1	таким образом	20	27
2	в этом	14	26
3	и в	30	25
4	и т	7	24
5	не только	16	22
6	может быть	11	21
7	хотя бы	3	20
8	и не	6	19
9	не может	9	17
10	в его	4	15
11	т д	3	15
12	в письме	2	14
13	прежде всего	4	13
14	в том	27	13
15	этом отношении	3	13
16	в частности	4	12
17	все это	2	12
18	как это	7	12
19	с другой	9	11
20	в силу	3	11
21	из них	2	11
22	не могут	3	10
23	в качестве	2	10
24	о том	10	10
25	по этому	5	9
26	к этому	3	9
27	об этом	3	9
28	что в	24	9
29	для него	3	9
30	но и	6	9
31	то же	7	9
32	т п	3	9
33	все эти	2	8
34	в своем	6	8
35	другой стороны	5	8
36	могут быть	8	8
37	ни один	2	8
38	из этих	3	7
39	же в	2	7
40	как и	6	7
41	том что	21	7
42	было бы	5	7
43	говорит о	4	7
44	во всех	2	7
45	вместе с	12	7
46	по отношению	2	7
47	этому поводу	4	7
48	а не	8	7
49	у него	3	6
50	это не	3	6
51	художественного произведения	3	6
52	в себе	5	6
53	это и	2	6
54	то что	37	6
55	в нем	7	6
56	в зависимости	6	6
57	так и	3	6
58	и его	6	6
59	в то	2	6
60	в результате	4	5
61	думается что	3	5
62	тому что	8	5
63	все же	7	5
64	и при	2	5
65	зависимости от	7	5
66	как говорит	4	5
67	очевидно что	2	5
68	связи с	2	5
69	и есть	5	5
70	в искусстве	6	5
71	как бы	19	5
72	один из	5	5
73	в их	3	5
74	приводит к	2	5
75	следует понимать	2	5
76	сказать что	9	5
77	действующих лиц	7	5
78	только в	5	5
79	не в	8	5
80	не является	2	5
81	он говорит	3	5
82	к тому	8	4
83	никогда не	9	4
84	перед нами	2	4
85	в одном	2	4
86	в целом	5	4
87	что все	6	4
88	что он	17	4
89	с его	2	4
90	можно сказать	2	4
91	художественном произведении	2	4
92	в ее	3	4
93	в романе	2	4
94	одна из	3	4
95	в своей	4	4
96	в нашей	2	4
97	в самом	14	4
98	должен быть	2	4
99	когда он	5	4
100	художественное произведение	5	4
101	как раз	13	4
102	в них	4	4
103	в этой	5	4
104	это только	3	4
105	это делает	2	3
106	в противоположность	2	3
107	и к	4	3
108	с тем	8	3
109	и как	7	3
110	даже и	2	3
111	в конце	4	3
112	только что	4	3
113	мы знаем	2	3
114	у нас	4	3
115	по существу	2	3
116	что они	5	3
117	утверждает что	2	3
118	или в	6	3
119	по поводу	3	3
120	с этим	2	3
121	со своим	2	3
122	следующим образом	2	3
123	и он	2	3
124	в виду	4	3
125	в котором	2	3
126	что и	3	3
127	жизни и	6	3
128	именно в	6	3
129	этот вопрос	4	3
130	сводится к	5	3
131	того что	8	3
132	так же	13	3
133	в которых	2	3
134	никак не	6	3
135	как на	11	3
136	точки зрения	7	3
137	бы в	5	3
138	что ни	3	2
139	в каждом	2	2
140	только не	5	2
141	отличается от	2	2
142	эта теория	5	2
143	формы и	3	2
144	такое понимание	2	2
145	искусство как	2	2
146	вовсе не	3	2
147	а как	2	2
148	то о	2	2
149	по себе	7	2
150	и заключается	4	2
151	показывает что	3	2
152	стороны и	4	2
153	только о	2	2
154	или иной	2	2
155	что при	3	2
156	остановимся на	3	2
157	а затем	2	2
158	ли не	2	2
159	до сих	5	2
160	и потому	5	2
161	но не	7	2
162	естественно что	2	2
163	некоторые авторы	2	2
164	так например	3	2
165	еще не	5	2
166	одной стороны	12	2
167	в большей	2	2
168	мысль о	4	2
169	же самое	5	2
170	для того	20	2
171	то это	4	2
172	если бы	11	2
173	мы имеем	8	2
174	в образах	2	2
175	том чтобы	2	2
176	в ней	4	2
177	что она	6	2
178	конце концов	2	2
179	и даже	2	2
180	ни одного	2	2
181	сих пор	5	2
182	и дальше	2	2
183	от того	4	2
184	искусства не	2	2
185	а в	4	2
186	с одной	12	2
187	что оно	6	2
188	в течение	2	2
189	человека в	3	2
190	заключается в	8	2
191	того чтобы	20	2
192	из которых	4	2
193	между ними	2	2
194	и для	6	2
195	к этим	2	2
196	по его	3	2
197	искусстве и	3	2
198	можно было	3	2
199	в своих	5	2
200	он в	2	2
201	знаем что	2	2
202	говорил что	2	2
203	он не	3	2
204	как например	2	2
205	в другом	3	2
206	что даже	2	2
207	ту же	2	2
208	что мы	11	2
209	как он	2	2
210	в которой	3	2
211	же как	2	2
212	нет ни	2	2
213	о чем	4	2
214	но в	5	2
