N	2gram	Bakhtin_Pr_5	Formalny
1	и в	35	24
2	в его	21	23
3	прежде всего	12	22
4	и не	27	20
5	так и	8	18
6	не может	18	16
7	точки зрения	7	16
8	в этом	14	15
9	в нем	16	14
10	может быть	14	14
11	с точки	2	13
12	таким образом	7	13
13	в своем	2	11
14	не менее	2	11
15	как и	18	11
16	должно быть	3	11
17	в своей	4	11
18	вовсе не	7	10
19	то же	15	10
20	в ней	2	10
21	а не	4	10
22	и его	14	10
23	все это	14	9
24	в то	11	9
25	его целом	2	8
26	в ее	3	8
27	же время	10	8
28	то что	10	8
29	как в	5	8
30	лишь в	7	8
31	и на	6	8
32	не в	10	8
33	и с	12	8
34	и от	3	7
35	до конца	4	7
36	не только	10	7
37	с ее	3	7
38	но и	14	7
39	на самом	9	7
40	и все	15	6
41	было бы	3	6
42	в том	5	6
43	самом деле	10	6
44	в пределах	11	6
45	еще не	7	6
46	как бы	31	6
47	в целом	3	6
48	а в	7	6
49	все эти	3	6
50	хотя бы	2	5
51	по себе	4	5
52	при этом	2	5
53	только на	4	5
54	во всех	3	5
55	в самом	6	5
56	как мы	8	5
57	того что	3	5
58	с другой	4	5
59	но в	19	5
60	мы увидим	2	4
61	с его	7	4
62	никогда не	4	4
63	не как	3	4
64	с другими	2	4
65	и к	12	4
66	в мире	4	4
67	для этого	2	4
68	конечно не	2	4
69	всяком случае	4	4
70	отношению к	7	4
71	быть и	2	4
72	так же	7	4
73	по отношению	6	4
74	что в	6	4
75	друг друга	2	4
76	в которой	2	4
77	с этой	2	4
78	во всяком	4	4
79	но не	6	3
80	в отношении	9	3
81	всех этих	2	3
82	в них	4	3
83	то ни	3	3
84	в жизни	2	3
85	бы то	3	3
86	что он	24	3
87	смысле этого	2	3
88	к тому	6	3
89	для него	14	3
90	это и	3	3
91	и как	2	3
92	но это	6	3
93	в большинстве	2	3
94	в каждом	6	3
95	ни на	2	3
96	со всеми	3	3
97	в общем	3	3
98	дело идет	3	3
99	но для	2	3
100	не о	4	3
101	он не	13	3
102	оно должно	2	3
103	все же	8	3
104	и отчасти	2	3
105	отношение к	6	3
106	когда он	3	3
107	особенно в	2	3
108	сводится к	3	3
109	и наконец	7	3
110	и даже	5	3
111	его в	4	3
112	наконец в	4	3
113	жизнь и	2	3
114	в себе	5	3
115	как к	5	3
116	этого слова	5	3
117	так сказать	2	3
118	бы в	4	3
119	говорит он	4	3
120	под влиянием	3	2
121	а как	2	2
122	вступает в	2	2
123	в душе	2	2
124	с тем	3	2
125	его и	3	2
126	и со	3	2
127	его с	5	2
128	это не	3	2
129	с этим	3	2
130	в одном	6	2
131	и стилей	2	2
132	вопрос о	2	2
133	на всю	2	2
134	здесь в	2	2
135	о мире	8	2
136	но эта	2	2
137	все время	4	2
138	ни было	3	2
139	ни в	2	2
140	уже не	3	2
141	мы видели	2	2
142	войти в	2	2
143	но все	4	2
144	и лишь	2	2
145	только в	6	2
146	одной из	2	2
147	вполне понятно	2	2
148	уже как	2	2
149	к другим	2	2
150	к ней	2	2
151	как раз	4	2
152	в него	3	2
153	за пределы	3	2
154	еще в	4	2
155	нет и	4	2
156	что и	3	2
157	места в	2	2
158	на него	5	2
159	вместе с	2	2
160	он в	4	2
161	всем этим	2	2
162	всего этого	3	2
163	за исключением	2	2
164	и вот	4	2
165	чтобы не	2	2
166	и что	6	2
167	приводит к	2	2
168	может войти	3	2
169	раз и	3	2
170	ни одного	9	2
171	мире а	2	2
172	для других	3	2
173	между тем	4	2
174	даже и	3	2
175	на его	4	2
176	отношении к	7	2
177	ничего не	3	2
178	но ведь	2	2
179	и это	5	2
180	в произведении	2	2
181	во всем	4	2
182	на нее	2	2
183	большинстве случаев	2	2
184	с ним	7	2
185	мысли в	2	2
186	в эту	4	2
