N	2gram	Bakhtin_sl_1	Vladivir
1	и в	41	30
2	в этом	12	20
3	у него	3	19
4	в том	3	18
5	и не	16	18
6	и с	4	14
7	том что	2	12
8	не только	16	12
9	в его	13	11
10	а в	6	11
11	как мы	8	11
12	сказать что	2	11
13	а также	2	10
14	и вообще	2	10
15	и даже	6	10
16	не было	3	10
17	не в	7	9
18	для него	3	9
19	кроме того	4	9
20	было бы	3	9
21	все же	7	9
22	потому что	2	9
23	не может	14	9
24	в то	14	9
25	связи с	2	8
26	в своем	3	8
27	но и	16	8
28	но в	8	8
29	никогда не	3	7
30	точки зрения	16	7
31	и все	4	7
32	до конца	12	7
33	может быть	14	7
34	для нас	2	7
35	а не	15	7
36	то есть	26	7
37	хотя и	2	6
38	к этому	2	6
39	прежде всего	8	6
40	и к	5	6
41	у нас	2	6
42	то время	2	6
43	только в	6	6
44	всяком случае	5	6
45	во всяком	7	6
46	в себе	3	6
47	и его	14	6
48	также и	3	6
49	и то	2	5
50	как и	4	5
51	так что	2	5
52	то в	2	5
53	при этом	6	5
54	того же	6	5
55	в своей	7	5
56	в основном	3	5
57	как бы	12	5
58	в котором	2	5
59	так и	11	5
60	все это	5	5
61	с этим	3	5
62	того что	3	5
63	в результате	3	5
64	все эти	9	5
65	так как	3	5
66	с ним	7	5
67	из этого	3	5
68	с его	4	4
69	именно в	3	4
70	с этой	3	4
71	вовсе не	7	4
72	его в	3	4
73	можно сказать	2	4
74	в целом	2	4
75	на его	8	4
76	конечно не	3	4
77	и о	2	4
78	в ней	4	4
79	он не	3	4
80	в нем	30	4
81	не есть	2	4
82	в этих	2	4
83	то же	14	4
84	и наконец	4	4
85	так же	2	4
86	той же	2	4
87	и на	14	4
88	о том	3	4
89	здесь не	2	4
90	с которыми	2	4
91	в которой	4	4
92	отношение к	7	4
93	всех этих	4	3
94	в них	6	3
95	в отношении	6	3
96	хотя бы	3	3
97	из этих	3	3
98	же время	12	3
99	в свою	3	3
100	по существу	3	3
101	более или	3	3
102	но не	2	3
103	в данном	3	3
104	и для	4	3
105	том же	4	3
106	еще более	5	3
107	с точки	8	3
108	во всех	17	3
109	или менее	3	3
110	как в	8	3
111	таким образом	9	3
112	те же	2	3
113	уже не	2	3
114	должно быть	2	3
115	наконец в	2	3
116	в виде	2	3
117	но он	2	3
118	к нему	5	2
119	в самых	2	2
120	нисколько не	2	2
121	но по	2	2
122	бы его	2	2
123	это не	6	2
124	и от	4	2
125	на все	2	2
126	здесь в	4	2
127	к тому	3	2
128	от всякой	3	2
129	ли он	4	2
130	есть для	2	2
131	друг друга	3	2
132	мы сказали	4	2
133	свою очередь	2	2
134	на этом	2	2
135	по своему	2	2
136	единство и	3	2
137	и может	3	2
138	прямо и	4	2
139	она не	3	2
140	и сам	3	2
141	и часто	4	2
142	мы уже	2	2
143	такого рода	2	2
144	не могла	2	2
145	в самом	5	2
146	в сущности	13	2
147	в частности	2	2
148	же и	2	2
149	и потому	4	2
150	о нем	4	2
151	для того	2	2
152	время как	2	2
153	даже в	2	2
154	себя в	9	2
155	с ней	2	2
156	его и	3	2
157	данном случае	3	2
158	в последние	2	2
159	в их	4	2
160	с которым	2	2
161	не на	5	2
162	как к	2	2
163	в той	10	2
164	и по	2	2
165	можно было	2	2
166	нас в	2	2
167	и во	3	2
168	в чисто	2	2
169	ничего не	4	2
170	мы не	2	2
