N	2gram	Vygotskiy__5	Analitik
1	в этом	25	18
2	в частности	3	16
3	и в	16	16
4	не только	16	16
5	так и	7	15
6	как и	8	14
7	в том	18	12
8	но и	6	12
9	и не	12	12
10	том что	15	12
11	в качестве	4	11
12	могут быть	4	10
13	как бы	5	10
14	при этом	4	10
15	а не	10	10
16	в пределах	4	9
17	и даже	2	9
18	в этой	6	9
19	ничего не	5	9
20	состоит в	6	8
21	в целом	4	8
22	представляет собой	7	8
23	к тому	6	7
24	то что	26	7
25	о том	8	7
26	с другой	4	6
27	в самом	4	6
28	и на	6	6
29	говорить о	3	6
30	может быть	9	6
31	как это	8	6
32	но в	6	6
33	говорит о	3	5
34	и к	2	5
35	с одной	3	5
36	не менее	3	4
37	только не	3	4
38	в своем	5	4
39	столь же	2	4
40	можно сказать	5	4
41	у него	6	4
42	в ходе	12	4
43	этом случае	3	4
44	тому же	2	4
45	не в	6	4
46	за пределы	4	4
47	но не	10	4
48	того же	7	4
49	тем самым	8	4
50	для него	5	4
51	одной стороны	3	4
52	в сущности	13	4
53	имеет место	2	4
54	совпадает с	2	4
55	и является	3	4
56	внутренней речи	7	4
57	и тем	3	4
58	не с	2	4
59	отношению к	12	4
60	во второй	2	4
61	во всех	2	4
62	как в	5	4
63	все это	2	4
64	по отношению	12	4
65	не может	18	4
66	на этом	3	4
67	и его	3	4
68	то же	8	4
69	между двумя	3	4
70	он в	3	4
71	точки зрения	18	4
72	только в	10	4
73	в себя	3	4
74	казалось бы	4	3
75	никогда не	5	3
76	прежде всего	3	3
77	как уже	3	3
78	одной из	3	3
79	так что	4	3
80	по поводу	2	3
81	было бы	10	3
82	в действительности	3	3
83	на его	2	3
84	в центре	2	3
85	что и	3	3
86	из них	2	3
87	в первой	2	3
88	в их	3	3
89	приводит к	7	3
90	только на	2	3
91	если бы	8	3
92	ответ на	3	3
93	этом отношении	5	3
94	не знает	5	3
95	именно в	4	3
96	можно было	5	3
97	а в	3	3
98	как мы	10	3
99	тому как	4	3
100	и то	4	3
101	в результате	4	3
102	тем что	5	3
103	подобно тому	4	3
104	как будто	2	3
105	и т.д	4	3
106	бы в	4	3
107	своего собственного	2	2
108	того что	16	2
109	в состоянии	4	2
110	вообще не	4	2
111	может ли	2	2
112	в одном	3	2
113	он произносит	2	2
114	что все	6	2
115	к этому	3	2
116	в случае	2	2
117	вовсе не	2	2
118	по себе	7	2
119	отличие от	2	2
120	по существу	3	2
121	все что	2	2
122	что в	16	2
123	что с	5	2
124	с их	4	2
125	еще не	4	2
126	о чем	2	2
127	в своей	2	2
128	нас к	3	2
129	еще в	3	2
130	в котором	2	2
131	к предмету	2	2
132	в речевом	2	2
133	не есть	4	2
134	и их	4	2
135	в отличие	2	2
136	вместе с	4	2
137	что она	2	2
138	вслед за	2	2
139	другой стороны	2	2
140	языка и	6	2
141	отношения к	2	2
142	таким образом	19	2
143	той же	4	2
144	еще более	5	2
145	те же	2	2
146	на этот	4	2
147	не имеет	4	2
148	речи в	6	2
149	с точки	9	2
150	и другими	2	2
151	так же	15	2
152	на основе	2	2
153	никак не	3	2
154	оказывается не	2	2
155	между тем	3	2
156	речи и	6	2
157	он не	8	2
158	к его	3	2
159	на протяжении	2	2
160	в то	5	2
161	в его	11	2
162	его в	2	2
163	представляют собой	2	2
164	в этих	3	2
165	сказать что	13	2
166	с ним	5	2
