N	2gram	Tiupa_Narr_1	StatiiOP
1	и в	19	44
2	в том	18	36
3	что в	3	30
4	том что	14	29
5	в этом	17	21
6	то что	11	18
7	не только	32	18
8	было бы	4	17
9	а в	11	17
10	о том	6	17
11	и не	20	16
12	а не	12	16
13	может быть	25	15
14	в данном	5	14
15	в области	2	14
16	как в	7	13
17	можно было	2	13
18	не в	14	12
19	в тексте	16	12
20	в этой	5	11
21	самом деле	2	11
22	точки зрения	10	11
23	что он	6	10
24	но и	23	10
25	но в	6	10
26	только в	4	10
27	с другой	8	9
28	в то	3	9
29	как и	7	9
30	во второй	2	9
31	так и	9	9
32	в его	9	9
33	например в	2	8
34	все же	7	8
35	из них	3	8
36	не может	10	8
37	и его	5	8
38	это не	2	8
39	с точки	2	8
40	прежде всего	4	7
41	другой стороны	4	7
42	этом отношении	3	7
43	сказать что	4	7
44	что они	3	7
45	из этих	3	6
46	для него	2	6
47	данном случае	4	6
48	со стороны	9	6
49	именно в	6	6
50	в той	6	6
51	хотя бы	4	6
52	не менее	3	5
53	никогда не	3	5
54	текста в	2	5
55	так же	2	5
56	вплоть до	2	5
57	что мы	2	5
58	совершенно не	2	5
59	в нем	4	5
60	жизни и	3	5
61	то же	4	5
62	и даже	3	5
63	тем что	3	5
64	могут быть	3	5
65	все эти	2	5
66	речь идет	4	4
67	что это	3	4
68	в частности	14	4
69	столь же	3	4
70	или иного	2	4
71	в ее	3	4
72	это и	3	4
73	же время	4	4
74	но все	4	4
75	тем более	2	4
76	в качестве	21	4
77	того или	2	4
78	как раз	2	4
79	как бы	4	4
80	даже не	3	4
81	не было	2	4
82	что у	2	4
83	и сейчас	2	4
84	во втором	4	4
85	не имеет	2	4
86	языка и	2	4
87	как будто	3	4
88	как это	6	4
89	к которому	2	4
90	в основе	5	3
91	не являются	2	3
92	не существует	3	3
93	а с	3	3
94	точку зрения	4	3
95	в какой	2	3
96	и с	4	3
97	не является	8	3
98	а во	3	3
99	должна быть	2	3
100	ни в	3	3
101	да и	4	3
102	то в	6	3
103	же как	3	3
104	но не	5	3
105	еще не	7	3
106	что не	4	3
107	своего рода	12	3
108	и для	2	3
109	или иное	2	3
110	в ней	3	3
111	из двух	3	3
112	даже в	2	3
113	не все	5	3
114	и тем	4	3
115	его жизни	2	3
116	отношению к	6	3
117	говорит о	2	3
118	а именно	3	3
119	по отношению	7	3
120	и только	2	3
121	с одной	7	3
122	в двух	2	3
123	в таком	2	3
124	как к	2	3
125	в результате	2	3
126	то или	3	3
127	что касается	2	3
128	здесь совершенно	2	3
129	будто бы	3	3
130	между тем	3	3
131	может не	3	2
132	том числе	6	2
133	уже в	3	2
134	бы не	2	2
135	в случае	7	2
136	в своем	2	2
137	хотя в	2	2
138	имеем дело	2	2
139	не всегда	2	2
140	на свой	2	2
141	что на	2	2
142	по существу	2	2
143	идет о	2	2
144	если не	4	2
145	есть в	2	2
146	при этом	9	2
147	она не	2	2
148	одной стороны	7	2
149	несмотря на	2	2
150	в сущности	3	2
151	и потому	2	2
152	а также	7	2
153	этого слова	2	2
154	если в	3	2
155	что нет	2	2
156	тем не	3	2
157	в первом	3	2
158	отношение к	2	2
159	такого рода	7	2
160	отношения к	2	2
161	на него	3	2
162	тем самым	6	2
163	так или	2	2
164	или иначе	3	2
165	ничего не	2	2
166	числе и	4	2
167	дело с	2	2
168	а иногда	2	2
169	у него	4	2
170	одно из	2	2
171	он не	3	2
172	в себе	8	2
173	говорить о	2	2
174	по своей	3	2
175	как правило	4	2
176	и все	2	2
177	его в	2	2
178	к нему	5	2
179	а если	2	2
180	мы имеем	2	2
181	то есть	19	2
