N	2gram	Propp_Isto_5	FransuaR
1	и в	25	41
2	в преисподнюю	4	21
3	таким образом	9	19
4	в этом	10	15
5	и все	3	14
6	как и	7	14
7	в этой	3	13
8	то же	4	13
9	все эти	8	13
10	мы уже	4	12
11	в его	12	12
12	прежде всего	6	11
13	в том	6	11
14	как мы	5	11
15	никто не	3	10
16	все это	4	10
17	в то	3	10
18	в качестве	7	9
19	и его	9	9
20	не в	6	9
21	но и	13	9
22	что в	8	9
23	по существу	2	8
24	то что	7	8
25	вовсе не	2	7
26	как бы	2	7
27	в нем	7	7
28	и не	11	7
29	у него	2	6
30	это не	6	6
31	мы видим	8	6
32	только в	7	6
33	о том	7	6
34	уже в	2	5
35	к этому	2	5
36	не только	13	5
37	на этом	3	5
38	в ней	5	5
39	вместе с	22	5
40	что и	6	5
41	мы видели	7	5
42	как в	6	5
43	того как	4	5
44	а в	3	5
45	к нему	3	5
46	и для	2	5
47	так же	5	5
48	на одном	2	5
49	точки зрения	2	5
50	и это	4	5
51	потому что	7	5
52	что это	5	4
53	но он	2	4
54	в образе	5	4
55	и здесь	7	4
56	том что	8	4
57	но все	5	4
58	одна из	2	4
59	после того	3	4
60	может быть	17	4
61	он не	4	4
62	на этой	4	4
63	и на	8	4
64	в более	3	4
65	и с	3	4
66	ничего не	2	4
67	что у	4	3
68	того же	2	3
69	во время	7	3
70	и потому	2	3
71	он может	2	3
72	его к	3	3
73	в нее	6	3
74	но это	7	3
75	такой же	2	3
76	в своей	2	3
77	в землю	2	3
78	в свою	3	3
79	оказывается что	2	3
80	в формах	2	3
81	в это	2	3
82	из них	2	3
83	но есть	2	3
84	несмотря на	2	3
85	например в	5	3
86	таким же	2	3
87	о нем	3	3
88	что он	22	3
89	жизни и	2	3
90	во всех	2	3
91	в форме	3	3
92	в свете	3	3
93	не может	6	3
94	на них	2	3
95	и по	2	3
96	тем что	10	3
97	связанные с	2	3
98	его в	9	3
99	так как	11	3
100	это одна	2	3
101	все его	2	3
102	от этого	4	3
103	перед нами	2	2
104	что все	4	2
105	а на	2	2
106	и др	3	2
107	никогда не	3	2
108	в этих	6	2
109	здесь как	2	2
110	с этим	5	2
111	превращаются в	2	2
112	человека в	3	2
113	связано с	5	2
114	отношению к	2	2
115	и как	3	2
116	в себя	3	2
117	еще не	8	2
118	того что	2	2
119	в индии	4	2
120	не совсем	6	2
121	на том	3	2
122	должен быть	2	2
123	же в	2	2
124	не знаем	3	2
125	время в	2	2
126	по отношению	2	2
127	дает ему	3	2
128	в связи	4	2
129	в особенности	3	2
130	в течение	2	2
131	в рай	2	2
132	и других	2	2
133	находится в	2	2
134	а не	2	2
135	мы здесь	4	2
136	из которых	2	2
137	уже не	11	2
138	особенно в	2	2
139	на которой	2	2
140	роль в	2	2
141	представлений о	7	2
142	мы не	5	2
143	или в	6	2
144	в данном	3	2
145	их в	3	2
146	в которых	3	2
147	ту же	2	2
148	которой он	2	2
149	в свое	2	2
150	связан с	2	2
151	в которой	4	2
152	с ним	4	2
153	мы имеем	14	2
154	это было	2	2
155	том как	2	2
