N	3gram	Vygotskiy__5	Freidism
1	с точки зрения	9	11
2	по отношению к	12	8
3	не может быть	3	7
4	в самом деле	2	6
5	можно сказать что	5	4
6	как мы видели	2	4
7	в зависимости от	2	4
8	с самого начала	5	3
9	в свою очередь	3	3
10	на этот вопрос	4	3
11	и тот же	3	3
12	к тому чтобы	4	3
13	один и тот	3	3
14	для того чтобы	14	3
15	но если мы	2	2
16	с помощью которого	2	2
17	то же самое	4	2
18	с одной стороны	3	2
19	и не может	2	2
20	а с другой	2	2
21	его отношение к	2	2
22	в отличие от	2	2
23	в этом отношении	5	2
24	в высшей степени	2	2
25	до сих пор	3	2
