N	2gram	Bakhtin_Pr_1	Hudozhes
1	в мире	3	23
2	то есть	46	18
3	и не	42	16
4	в том	8	15
5	и в	38	15
6	не только	9	15
7	в частности	2	13
8	может быть	26	13
9	при этом	5	12
10	а в	6	12
11	и его	16	12
12	но не	12	11
13	в этом	15	11
14	в себе	4	11
15	как бы	22	10
16	отношению к	19	10
17	но и	9	10
18	так и	5	10
19	по отношению	21	10
20	то же	5	10
21	а не	5	10
22	в его	43	9
23	точки зрения	8	9
24	себя в	2	8
25	с другой	7	7
26	или иной	2	7
27	в отличие	5	7
28	в искусстве	12	7
29	в то	4	7
30	отличие от	5	7
31	но в	4	7
32	в основе	5	6
33	с его	2	6
34	что в	7	6
35	в ее	4	6
36	том что	3	6
37	не в	7	6
38	же время	3	6
39	отношение к	10	6
40	приводит к	3	6
41	не может	27	6
42	художественного творчества	12	5
43	могут быть	5	5
44	можно сказать	2	5
45	ни в	11	5
46	только в	13	5
47	тем самым	4	5
48	в самом	7	5
49	того что	2	5
50	той или	2	5
51	в нем	15	5
52	то что	8	5
53	между ними	4	5
54	эстетическая деятельность	2	5
55	другой стороны	4	5
56	в их	10	5
57	место в	8	4
58	художественного восприятия	2	4
59	искусства в	2	4
60	в этих	2	4
61	прежде всего	13	4
62	а только	2	4
63	и как	8	4
64	в другом	2	4
65	еще не	7	4
66	например в	3	4
67	хотя и	3	4
68	он не	3	4
69	и тем	3	4
70	в своей	7	4
71	в форме	4	4
72	как к	2	4
73	входит в	8	4
74	отношения к	6	4
75	в слове	3	4
76	сказать что	4	4
77	между тем	7	4
78	мы имеем	2	4
79	говорить о	3	4
80	не знает	3	4
81	эстетического объекта	37	4
82	как это	2	4
83	эстетический объект	37	4
84	к которому	4	4
85	художественного произведения	11	3
86	композиционных форм	3	3
87	не менее	4	3
88	если бы	3	3
89	эстетического созерцания	3	3
90	конечном счете	4	3
91	произведения как	8	3
92	он должен	2	3
93	это не	5	3
94	в эстетический	12	3
95	этом смысле	3	3
96	была бы	2	3
97	или иного	2	3
98	что он	2	3
99	и к	3	3
100	к его	2	3
101	тем не	3	3
102	в пределах	6	3
103	в свою	2	3
104	к содержанию	17	3
105	имеет место	5	3
106	того или	2	3
107	в конечном	4	3
108	далеко не	5	3
109	к нему	10	3
110	в целом	3	3
111	в культуре	2	3
112	объекта и	7	3
113	не на	5	3
114	таким образом	10	3
115	как и	7	3
116	лишь в	2	3
117	и что	2	3
118	с точки	6	3
119	и для	11	3
120	в таком	3	3
121	не следует	2	3
122	и ее	2	3
123	в данном	4	3
124	его в	9	3
125	в художественном	20	3
126	в произведении	4	3
127	в области	11	3
128	в виду	4	3
129	слова в	7	2
130	на этом	2	2
131	я не	2	2
132	и более	2	2
133	в противном	3	2
134	ни к	2	2
135	искусства как	2	2
136	себя и	3	2
137	в нашем	4	2
138	в своем	5	2
139	в них	5	2
140	вовсе не	2	2
141	вследствие этого	3	2
142	для понимания	2	2
143	к своему	2	2
144	в коем	2	2
145	искусства но	4	2
146	основе своей	3	2
147	с самим	2	2
148	одна из	2	2
149	слова не	3	2
150	в значительной	2	2
151	имеем дело	3	2
152	эстетической деятельности	2	2
153	одной стороны	3	2
154	случае не	2	2
155	несмотря на	3	2
156	за пределы	12	2
157	во всех	11	2
158	к действительности	3	2
159	и о	5	2
160	одной из	3	2
161	совпадает с	2	2
162	и потому	4	2
163	не вполне	2	2
164	на почве	3	2
165	не является	3	2
166	оно не	3	2
167	не все	2	2
168	и др	8	2
169	но она	2	2
170	художественное произведение	8	2
171	как в	4	2
172	и прежде	5	2
173	здесь не	4	2
174	в романе	4	2
175	с одной	3	2
176	все эти	5	2
177	в себя	2	2
178	не входит	10	2
179	того чтобы	2	2
180	для того	2	2
181	из которых	2	2
182	или в	2	2
183	коем случае	2	2
184	материала в	10	2
185	с ним	5	2
186	от всех	4	2
187	художественного впечатления	2	2
188	с другими	3	2
189	и на	3	2
190	самим собою	2	2
191	языка в	3	2
192	известной степени	4	2
193	но как	2	2
194	в равной	2	2
195	о том	4	2
196	и это	3	2
197	в чем	2	2
198	бы не	2	2
199	противном случае	3	2
