N	2gram	Vygotskiy__4	Problema
1	то что	15	38
2	и не	8	37
3	и в	20	35
4	не есть	2	33
5	сказать что	6	24
6	не только	15	24
7	том что	35	19
8	о том	5	18
9	может быть	12	18
10	что такое	5	18
11	в этом	24	17
12	в настоящее	2	16
13	но и	9	16
14	настоящее время	2	16
15	такого рода	6	15
16	в языке	2	15
17	что мы	7	14
18	только в	10	14
19	не менее	3	13
20	и что	8	13
21	потому что	12	13
22	во всяком	4	13
23	не может	6	13
24	в том	42	12
25	того что	10	12
26	также и	2	12
27	что в	19	11
28	прежде всего	2	11
29	так что	3	11
30	не просто	2	11
31	никак не	2	11
32	в таком	2	11
33	всяком случае	3	10
34	и с	4	10
35	еще не	2	10
36	а не	7	10
37	в данном	2	10
38	и то	10	10
39	если мы	10	9
40	для нас	4	9
41	в этой	3	9
42	едва ли	2	9
43	только на	2	9
44	было бы	8	8
45	в виду	3	8
46	ясно что	2	8
47	все же	5	8
48	этом случае	3	7
49	не является	5	7
50	все эти	5	7
51	не имеет	2	7
52	в его	11	7
53	так и	5	7
54	так как	10	7
55	тем самым	7	7
56	с другой	12	6
57	другими словами	2	6
58	что все	3	6
59	а только	3	6
60	ни в	3	6
61	мы и	2	6
62	но как	2	6
63	когда мы	2	6
64	на то	5	6
65	же самое	7	6
66	и для	4	6
67	мы можем	5	6
68	в виде	3	6
69	но в	3	6
70	в области	4	6
71	в частности	5	5
72	в самом	6	5
73	отнюдь не	3	5
74	данном случае	2	5
75	в связи	3	5
76	с этим	5	5
77	с одной	9	5
78	так же	11	5
79	и на	6	5
80	и более	7	5
81	между собой	5	5
82	этом смысле	8	5
83	как и	9	5
84	связи с	3	5
85	по своему	4	5
86	указывает на	2	5
87	то же	16	5
88	как мы	13	5
89	под этим	2	5
90	одной стороны	9	5
91	другой стороны	9	5
92	можно было	6	5
93	в себе	10	5
94	и это	2	5
95	не могут	3	4
96	что если	2	4
97	в этих	3	4
98	в своем	4	4
99	в отношении	10	4
100	что на	2	4
101	и как	9	4
102	собой и	2	4
103	это значит	2	4
104	случае не	2	4
105	и той	4	4
106	как бы	7	4
107	и тем	8	4
108	и только	4	4
109	таким образом	25	4
110	заключается в	18	4
111	а в	2	4
112	вообще не	2	4
113	этой теории	4	4
114	в результате	8	4
115	их в	2	4
116	и здесь	2	4
117	значение слова	7	4
118	значения слова	8	4
119	тем что	7	4
120	если бы	5	4
121	представить себе	2	4
122	что он	6	4
123	стороны и	2	4
124	на первый	4	4
125	но не	3	4
126	что при	2	4
127	тот же	9	4
128	языке и	2	4
129	если не	2	4
130	самом деле	7	4
131	в каком	2	4
132	далеко не	2	4
133	слова и	5	4
134	значит что	2	4
135	как только	2	3
136	уже в	6	3
137	в нашем	4	3
138	тому что	4	3
139	и от	3	3
140	из этих	2	3
141	точно так	3	3
142	первый план	4	3
143	теории и	2	3
144	к тому	6	3
145	что они	14	3
146	нашего исследования	4	3
147	слова то	3	3
148	значением слова	3	3
149	в нашей	2	3
150	которые мы	3	3
151	мы уже	5	3
152	и является	3	3
153	один из	3	3
154	в целом	11	3
155	в их	12	3
156	относятся к	2	3
157	при этом	12	3
158	этой области	2	3
159	здесь мы	2	3
160	не знает	2	3
161	в основе	17	3
162	существует ли	2	3
163	в истории	10	3
164	мы должны	11	3
165	могли бы	9	3
166	его в	6	3
167	бы в	3	3
168	с тем	6	3
169	уже и	2	3
170	только не	5	3
171	что слово	2	3
172	тогда когда	8	3
173	и к	5	3
174	и того	5	3
175	и понятием	2	3
176	и тот	7	3
177	мы в	2	3
178	не являются	3	3
179	на том	4	3
180	и речи	2	3
181	внимание на	3	3
182	для того	5	3
183	в слове	2	3
184	тому как	2	3
185	нас в	3	3
186	анализа и	2	3
187	ничего общего	3	3
188	том числе	2	2
189	перед нами	5	2
190	содержит в	2	2
191	одним и	3	2
192	свое место	2	2
193	значении слова	3	2
194	мы могли	9	2
195	и понятие	3	2
196	в той	2	2
197	не в	4	2
198	является не	4	2
199	на одни	2	2
200	знает что	3	2
201	на нем	2	2
202	числе и	2	2
203	что с	4	2
204	в действительности	5	2
205	себе и	3	2
206	как они	4	2
207	в него	2	2
208	к нему	2	2
209	отличается от	2	2
210	мышления и	14	2
211	что оно	4	2
212	даже в	2	2
213	между этими	2	2
214	должно быть	3	2
215	нам в	2	2
216	значения слов	3	2
217	и мышления	3	2
218	в ней	2	2
219	точки зрения	24	2
220	самого себя	2	2
221	что всякое	2	2
222	слово в	6	2
223	и которые	2	2
224	это в	2	2
225	в условиях	3	2
226	основой для	2	2
227	понятий не	3	2
228	и при	4	2
229	представляет собой	3	2
230	зависимости от	2	2
231	ли мы	2	2
232	в качестве	21	2
233	мы возьмем	2	2
234	понятий в	16	2
235	а также	2	2
236	речь идет	5	2
237	что и	9	2
238	общего между	2	2
239	все другие	2	2
240	вместе с	8	2
241	мысли и	2	2
242	совершенно не	3	2
243	входит в	2	2
244	нами в	4	2
245	одной и	5	2
246	того чтобы	7	2
247	слово и	2	2
248	исследования в	2	2
249	той же	6	2
250	роль в	4	2
251	является в	3	2
252	подобно тому	2	2
253	существует только	2	2
254	один и	7	2
255	которые в	4	2
256	во многих	2	2
257	здесь не	2	2
258	которые не	2	2
259	и поэтому	3	2
