N	2gram	Propp_Isto_3	RusskieA
1	и в	22	36
2	не только	14	22
3	что в	15	19
4	том что	8	19
5	в том	9	17
6	т е	16	17
7	но и	12	16
8	так как	7	15
9	во время	6	14
10	и другие	4	13
11	в этом	17	12
12	в других	4	11
13	в этот	2	10
14	это не	6	10
15	как мы	8	10
16	как и	3	10
17	и т	16	10
18	вместе с	9	10
19	и на	4	10
20	потому что	3	10
21	т д	15	9
22	а в	6	9
23	с тем	2	8
24	состоит в	3	8
25	у нас	4	8
26	мы увидим	3	8
27	из них	7	8
28	может быть	11	8
29	один из	5	8
30	о том	3	8
31	как это	4	8
32	что они	8	7
33	что и	9	7
34	так и	2	7
35	между тем	2	7
36	представляют собой	4	7
37	и не	12	6
38	для нас	4	6
39	при этом	2	6
40	в них	6	6
41	уже не	7	6
42	таким образом	10	6
43	не имеет	2	6
44	в виде	2	6
45	то что	7	6
46	видно что	2	6
47	показывает что	5	5
48	этом случае	5	5
49	все же	5	5
50	как будто	2	5
51	в течение	6	5
52	и у	3	5
53	во многих	2	5
54	с ними	3	5
55	в которых	2	5
56	как в	2	5
57	там же	2	5
58	из этих	3	4
59	к этому	7	4
60	с собой	2	4
61	в тех	2	4
62	к тому	3	4
63	что на	4	4
64	представляет собой	3	4
65	одна из	2	4
66	после этого	2	4
67	еще не	10	4
68	связи с	6	4
69	сообщает о	2	4
70	на стол	2	4
71	не совсем	3	4
72	следующим образом	3	4
73	и др	2	4
74	в некоторых	5	4
75	на кладбище	2	4
76	так в	6	4
77	не может	4	4
78	в связи	3	4
79	мы имеем	19	4
80	и что	2	4
81	того что	5	4
82	но это	3	4
83	тем что	4	4
84	только в	4	4
85	в русском	2	4
86	что по	2	4
87	не менее	5	3
88	к жизни	2	3
89	для них	3	3
90	в этих	11	3
91	в качестве	2	3
92	в своем	2	3
93	но все	2	3
94	но они	2	3
95	в одном	2	3
96	представление о	3	3
97	в свою	4	3
98	от них	3	3
99	и к	3	3
100	увидим ниже	3	3
101	тем не	5	3
102	на этом	4	3
103	только на	2	3
104	как правило	2	3
105	а также	2	3
106	не с	2	3
107	не будем	3	3
108	то же	6	3
109	и некоторые	2	3
110	так же	3	3
111	ничего не	6	3
112	их в	3	3
113	их и	3	3
114	точки зрения	2	3
115	из приведенных	3	3
116	далеко не	3	3
117	этот обряд	2	3
118	в дом	12	2
119	не было	2	2
120	всех этих	2	2
121	и более	2	2
122	независимо от	2	2
123	в частности	5	2
124	могут быть	5	2
125	но тем	2	2
126	его и	4	2
127	что у	3	2
128	с этим	8	2
129	и потому	2	2
130	на все	2	2
131	в нем	9	2
132	стоит в	2	2
133	не что	3	2
134	детей и	3	2
135	у него	3	2
136	в жизни	2	2
137	так что	5	2
138	и как	3	2
139	в дальнейшем	4	2
140	мы видим	8	2
141	в силу	2	2
142	такой же	2	2
143	предположить что	7	2
144	но не	7	2
145	они и	3	2
146	быть и	3	2
147	после того	2	2
148	она не	4	2
149	но есть	2	2
150	например в	2	2
151	так на	2	2
152	в ней	2	2
153	должно было	2	2
154	в его	3	2
155	в доме	12	2
156	и с	4	2
157	в целом	3	2
158	с ней	6	2
159	но она	2	2
160	что она	5	2
161	находится в	4	2
162	в свете	5	2
163	и и	2	2
164	за счет	2	2
165	в особенности	2	2
166	должны были	3	2
167	между прочим	3	2
168	все эти	4	2
169	на самом	2	2
170	а мы	3	2
171	а не	6	2
172	и пр	11	2
173	и для	2	2
174	после чего	10	2
175	или в	11	2
176	такое толкование	3	2
177	этот вопрос	2	2
178	мы можем	6	2
179	хотя и	2	2
180	к ней	4	2
181	на себя	2	2
182	и здесь	7	2
183	что иное	3	2
184	но в	10	2
185	мы должны	7	2
186	этому же	3	2
187	по материалам	2	2
188	там где	7	2
189	большинстве случаев	2	2
190	иное как	3	2
191	же не	2	2
