N	2gram	Voloshinov_1	Istorich
1	и в	13	26
2	так как	3	18
3	никогда не	3	13
4	что в	3	12
5	таким образом	6	12
6	в том	2	12
7	в этом	2	12
8	может быть	8	11
9	с другой	2	10
10	том что	2	10
11	и не	8	10
12	не только	6	10
13	но и	3	9
14	в нем	2	8
15	все же	5	8
16	другой стороны	2	8
17	все эти	2	8
18	превращается в	3	7
19	с одной	2	7
20	мы можем	4	7
21	одной стороны	2	7
22	и его	12	7
23	но в	4	7
24	то что	6	6
25	мы уже	2	6
26	ее в	2	6
27	как в	2	6
28	не может	8	6
29	мы не	4	6
30	как и	3	5
31	мы видим	2	5
32	в ней	2	5
33	в его	7	5
34	так и	3	5
35	то же	4	5
36	тем что	2	5
37	только в	6	5
38	там где	2	5
39	прежде всего	9	4
40	здесь мы	3	4
41	в книге	2	4
42	как бы	6	4
43	и тем	2	4
44	а также	2	4
45	связана с	3	3
46	и ее	2	3
47	если бы	2	3
48	могут быть	2	3
49	в них	2	3
50	в одном	3	3
51	в тех	2	3
52	не в	3	3
53	и эта	5	3
54	еще в	2	3
55	в своей	4	3
56	данном случае	2	3
57	а в	2	3
58	при этом	2	3
59	и наконец	5	3
60	но так	2	3
61	в своих	2	3
62	в данном	2	3
63	и то	3	3
64	в себе	3	3
65	от этого	2	3
66	с этой	2	2
67	может иметь	2	2
68	с этим	3	2
69	вовсе не	2	2
70	к тому	2	2
71	что иное	2	2
72	по отношению	3	2
73	что они	2	2
74	так же	2	2
75	было бы	4	2
76	кажется что	2	2
77	но для	3	2
78	и др	2	2
79	но мы	4	2
80	отношению к	3	2
81	не имеет	2	2
82	своего рода	2	2
83	тела и	3	2
84	что же	3	2
85	а не	2	2
86	с ними	2	2
87	мы должны	6	2
88	зависимости от	2	2
