N	2gram	Vinokur_St_2	Problemy
1	и в	29	46
2	и не	9	27
3	может быть	2	23
4	как бы	5	19
5	не может	2	19
6	в нем	4	17
7	в этом	21	16
8	не только	19	14
9	но и	19	12
10	как и	2	12
11	и на	6	11
12	точки зрения	5	11
13	в одном	6	11
14	а не	5	11
15	не в	4	10
16	прежде всего	5	9
17	в том	27	9
18	в самом	7	9
19	вовсе не	6	9
20	и к	4	9
21	в его	13	9
22	с точки	2	9
23	до сих	6	8
24	сих пор	5	8
25	и с	4	7
26	по себе	3	7
27	как раз	8	7
28	в себе	2	7
29	никогда не	3	6
30	ни в	3	6
31	но это	3	6
32	хотя и	4	6
33	но в	8	6
34	что он	13	6
35	что я	2	6
36	в романе	4	6
37	то же	2	6
38	все это	11	6
39	и он	3	6
40	и его	6	6
41	только в	2	6
42	при этом	2	5
43	и сам	2	5
44	в котором	7	5
45	особенно в	2	5
46	в то	2	5
47	так как	2	5
48	с его	2	5
49	это слово	3	5
50	о том	17	5
51	что в	19	4
52	в этих	3	4
53	до конца	3	4
54	кроме того	4	4
55	например в	3	4
56	в виду	7	4
57	в их	3	4
58	таким образом	10	4
59	еще и	3	4
60	все эти	2	4
61	потому что	9	4
62	и здесь	3	4
63	как в	3	4
64	том что	27	4
65	но не	3	4
66	совершенно не	2	4
67	том же	2	4
68	он не	9	4
69	все же	6	4
70	то что	11	4
71	своего рода	5	4
72	в процессе	2	4
73	так и	9	4
74	самом деле	3	4
75	на себя	3	4
76	и другие	2	3
77	в отношении	2	3
78	с другой	4	3
79	на то	2	3
80	к своему	2	3
81	в своем	9	3
82	более или	2	3
83	одним из	6	3
84	у меня	3	3
85	не к	2	3
86	другой стороны	3	3
87	так же	3	3
88	ни у	3	3
89	и даже	3	3
90	конечно и	2	3
91	также и	2	3
92	но он	3	3
93	в конце	2	3
94	как он	2	3
95	сцена в	3	3
96	если бы	2	3
97	по существу	2	3
98	даны в	2	3
99	того же	2	3
100	и что	6	3
101	было бы	5	3
102	кажется что	3	3
103	в своей	7	3
104	и о	4	3
105	никак не	2	3
106	что и	2	3
107	или менее	2	3
108	в отличие	2	3
109	уже после	2	3
110	еще более	4	3
111	в той	5	3
112	в речи	4	3
113	тем же	2	3
114	тем что	3	3
115	в этой	2	3
116	и это	2	3
117	дело в	4	3
118	отличие от	2	3
119	не менее	3	2
120	в одной	2	2
121	вопрос о	6	2
122	к тому	10	2
123	его как	2	2
124	так что	3	2
125	и как	2	2
126	но все	7	2
127	же как	3	2
128	времени и	4	2
129	не дает	2	2
130	для него	4	2
131	в общем	3	2
132	не было	3	2
133	они не	2	2
134	и по	3	2
135	в результате	2	2
136	сказать что	2	2
137	языка в	2	2
138	между тем	5	2
139	а как	4	2
140	находим в	2	2
141	два слова	2	2
142	с этим	3	2
143	у пушкина	12	2
144	с нею	3	2
145	в духе	2	2
146	бы ни	2	2
147	о которых	2	2
148	но с	4	2
149	раз в	2	2
150	у нас	3	2
151	которую он	2	2
152	об этом	6	2
153	только к	2	2
154	на почве	2	2
155	нет и	2	2
156	сами по	2	2
157	не могло	3	2
158	себя внимание	2	2
159	и пр	8	2
160	вместе с	7	2
161	в языке	5	2
162	что такое	2	2
163	на этот	2	2
164	хотя бы	3	2
165	ничего не	4	2
166	в данном	2	2
167	этот вопрос	2	2
168	во всяком	3	2
169	в другом	4	2
170	отношении к	3	2
171	там где	2	2
172	не могли	2	2
173	того как	7	2
174	одном из	3	2
