N	2gram	Losev_Prob_4	Myslijsy
1	потому что	15	52
2	то есть	27	42
3	и в	20	39
4	может быть	9	27
5	в том	20	26
6	только в	23	25
7	что в	3	22
8	не может	5	22
9	а не	7	21
10	так как	5	21
11	не только	24	21
12	в нем	5	20
13	но и	14	20
14	и не	28	18
15	том что	12	16
16	так что	6	16
17	не в	13	15
18	в этом	9	15
19	если бы	8	14
20	так и	10	13
21	в себе	12	13
22	таким образом	8	13
23	было бы	14	12
24	точно так	3	11
25	есть только	2	11
26	мы не	7	10
27	по себе	11	10
28	что не	4	10
29	не есть	12	10
30	то что	15	10
31	как в	5	10
32	и что	2	10
33	для нас	6	9
34	как и	6	9
35	там же	2	9
36	тем что	3	9
37	но в	8	9
38	в одном	4	8
39	но не	5	8
40	вместе с	5	8
41	точки зрения	14	8
42	с другой	7	7
43	в ней	7	7
44	в истории	3	7
45	с этим	4	7
46	это не	7	7
47	то и	5	7
48	в этих	5	7
49	не менее	10	6
50	независимо от	3	6
51	тем не	10	6
52	и как	3	6
53	еще не	7	6
54	как бы	4	6
55	что и	3	6
56	все же	2	6
57	и т	4	6
58	то же	7	6
59	при этом	6	6
60	и по	2	6
61	между собою	2	6
62	в каком	6	6
63	с тем	4	5
64	для всех	3	5
65	из себя	2	5
66	вовсе не	21	5
67	несмотря на	4	5
68	но это	6	5
69	то в	2	5
70	и потому	7	5
71	в его	3	5
72	то это	3	5
73	другой стороны	6	5
74	во всех	4	5
75	так же	5	5
76	а в	4	5
77	и для	4	5
78	не имеет	4	5
79	друг друга	2	5
80	и его	10	5
81	в таком	6	5
82	однако в	2	4
83	тем самым	4	4
84	этом смысле	3	4
85	прежде всего	11	4
86	в смысле	5	4
87	а только	6	4
88	для него	3	4
89	каждый раз	5	4
90	к тому	3	4
91	бы быть	2	4
92	есть нечто	9	4
93	том смысле	2	4
94	т д	3	4
95	не было	3	4
96	и притом	2	4
97	и даже	9	4
98	во всем	2	4
99	в то	4	4
100	что мы	3	4
101	только для	3	3
102	в самой	4	3
103	сама по	2	3
104	находятся в	2	3
105	что это	2	3
106	в них	5	3
107	столь же	2	3
108	а его	2	3
109	и во	4	3
110	и от	6	3
111	и это	2	3
112	в жизни	3	3
113	представить себе	2	3
114	в этой	4	3
115	в своем	3	3
116	того же	2	3
117	если мы	5	3
118	только на	2	3
119	в своей	4	3
120	относится к	2	3
121	для того	3	3
122	явлений и	3	3
123	никто не	2	3
124	для себя	2	3
125	и тем	7	3
126	связи с	3	3
127	в самом	2	3
128	были бы	3	3
129	и без	6	3
130	в сравнении	2	3
131	заключается в	2	3
132	что понятие	3	3
133	не так	3	3
134	или даже	4	3
135	с ним	4	3
136	понятия и	3	3
137	а вместе	2	3
138	и то	2	3
139	сказать что	7	3
140	во всяком	8	3
141	хотя и	5	3
142	он не	2	3
143	в сознании	3	3
144	и вообще	6	3
145	с точки	11	3
146	мы должны	3	3
147	и все	8	3
148	и другое	3	3
149	том как	2	3
150	и с	7	3
151	но как	3	3
152	не существует	5	2
153	и более	3	2
154	только не	4	2
155	от нас	2	2
156	и есть	4	2
157	по этому	2	2
158	все они	3	2
159	по крайней	6	2
160	в понятии	2	2
161	общество и	2	2
162	была бы	2	2
163	на все	2	2
164	стороны и	2	2
165	что именно	2	2
166	не что	2	2
167	слова но	3	2
168	бы даже	4	2
169	но если	6	2
170	как мы	3	2
171	о которых	2	2
172	же в	4	2
173	ни было	2	2
174	жизни и	5	2
175	уже не	5	2
176	у нас	14	2
177	но все	3	2
178	в человеческом	2	2
179	есть не	6	2
180	за ним	2	2
181	если не	3	2
182	не будет	2	2
183	слова то	2	2
184	для них	2	2
185	и может	2	2
186	того чтобы	2	2
187	на себе	3	2
188	между прочим	3	2
189	за пределы	2	2
190	как предмет	2	2
191	и понятия	2	2
192	ни одна	2	2
193	и о	5	2
194	и если	5	2
195	никак не	4	2
196	к ней	2	2
197	в виду	6	2
198	чтобы не	2	2
199	крайней мере	6	2
200	с ее	2	2
201	из этого	3	2
202	для всякого	2	2
203	только при	6	2
204	только что	2	2
205	что к	2	2
206	тем более	4	2
207	для этого	2	2
208	ничего общего	5	2
209	и только	4	2
210	в разных	4	2
211	времени и	4	2
212	еще более	2	2
213	и стремление	3	2
214	в одно	6	2
215	или в	5	2
216	хотя бы	7	2
217	сравнении с	2	2
218	иное как	2	2
219	даже и	13	2
220	то он	2	2
221	что иное	2	2
222	если и	3	2
223	в начале	3	2
224	как будто	11	2
225	все в	3	2
226	что во	2	2
227	о том	5	2
228	при помощи	10	2
229	дело в	2	2
230	нет ничего	3	2
231	есть в	7	2
232	когда мы	5	2
233	в которой	2	2
234	не могли	2	2
235	в других	2	2
236	это будет	2	2
237	то мы	2	2
238	еще только	2	2
239	понятие которое	2	2
240	мы можем	3	2
