N	3gram	Losev_Dial_1	Myslijsy
1	более или менее	3	8
2	во всяком случае	2	7
3	в том что	7	7
4	по крайней мере	4	5
5	не было бы	2	4
6	то и другое	2	4
7	до сих пор	2	4
8	сам по себе	6	4
9	на то что	4	3
10	и т д	19	3
11	с одной стороны	2	3
12	по себе не	5	3
13	и т п	2	3
14	или по крайней	2	2
15	только потому что	3	2
16	само по себе	5	2
17	то же время	4	2
18	и то же	4	2
19	в этом смысле	3	2
20	не может быть	3	2
21	сама по себе	8	2
22	в то же	4	2
23	одно и то	4	2
24	с другой стороны	4	2
25	на самом деле	2	2
