N	2gram	Losev_Dial_3	Psycholo
1	и в	24	38
2	то что	14	35
3	все время	3	30
4	в том	5	25
5	в самом	7	25
6	самом деле	6	21
7	что в	7	20
8	может быть	13	19
9	и что	15	18
10	на то	3	16
11	что она	9	16
12	точки зрения	25	16
13	в ней	2	15
14	если бы	6	14
15	том что	8	14
16	как бы	3	14
17	и т	24	14
18	потому что	7	14
19	в этом	8	13
20	было бы	5	12
21	не только	23	12
22	таким образом	13	12
23	не в	3	12
24	что он	13	11
25	что это	12	10
26	в сущности	10	10
27	то же	6	10
28	и не	27	10
29	и все	6	10
30	с точки	14	9
31	все же	3	8
32	перед нами	3	8
33	с этим	3	8
34	вовсе не	13	8
35	для нас	2	8
36	как и	7	8
37	так что	8	8
38	и как	8	8
39	как раз	7	8
40	из этого	2	8
41	но только	4	8
42	для того	3	8
43	и то	4	8
44	и это	4	8
45	с другой	4	7
46	а не	26	7
47	никак не	2	7
48	не может	19	7
49	что у	2	7
50	как мы	2	7
51	а в	2	7
52	мы уже	3	7
53	из них	3	6
54	и здесь	2	6
55	к тому	4	6
56	она не	3	6
57	и если	2	6
58	не имеет	11	6
59	тому что	4	6
60	он не	5	6
61	с одной	3	6
62	так как	6	6
63	как это	5	6
64	и его	5	6
65	и на	3	6
66	о том	6	6
67	ясно что	7	6
68	я не	6	5
69	должна быть	6	5
70	в своем	3	5
71	на этом	2	5
72	одной стороны	3	5
73	несмотря на	2	5
74	совершенно не	2	5
75	но и	9	5
76	другой стороны	2	5
77	и когда	2	5
78	или в	2	5
79	мы не	5	5
80	в его	2	5
81	что если	2	4
82	никогда не	7	4
83	который не	2	4
84	при этом	2	4
85	не можем	2	4
86	и для	2	4
87	конечно не	4	4
88	но если	6	4
89	она была	2	4
90	в нем	3	4
91	что и	6	4
92	ее в	2	4
93	т д	23	4
94	все эти	3	4
95	при помощи	3	4
96	того что	12	4
97	из которых	3	4
98	и даже	13	4
99	время как	4	4
100	что этот	2	4
101	в своих	2	4
102	сказать что	4	4
103	у него	2	4
104	только в	5	4
105	одна из	3	4
106	в себе	2	4
107	в виду	7	4
108	как на	5	3
109	она должна	2	3
110	в них	5	3
111	из этих	2	3
112	что все	14	3
113	и к	5	3
114	ни в	9	3
115	а я	2	3
116	но это	5	3
117	одно и	5	3
118	и о	3	3
119	в основе	3	3
120	из двух	3	3
121	все это	6	3
122	то и	3	3
123	и только	6	3
124	что не	5	3
125	в таком	14	3
126	на словах	2	3
127	и тем	2	3
128	тем что	3	3
129	в то	5	3
130	бы в	2	3
131	но в	2	3
132	в данном	2	2
133	но они	2	2
134	как все	3	2
135	не могут	4	2
136	была бы	3	2
137	отнюдь не	10	2
138	нет никакого	7	2
139	из нее	2	2
140	хотя бы	4	2
141	с этой	5	2
142	и во	2	2
143	и я	3	2
144	во всяком	2	2
145	показывает что	2	2
146	что оно	7	2
147	утверждать что	6	2
148	но что	7	2
149	что именно	3	2
150	и ее	3	2
151	только что	4	2
152	оно есть	2	2
153	и эти	2	2
154	или не	5	2
155	же в	2	2
156	как же	5	2
157	уже не	5	2
158	у нас	4	2
159	по существу	2	2
160	это есть	8	2
161	в силу	3	2
162	есть в	3	2
163	есть именно	6	2
164	то время	4	2
165	для него	4	2
166	от своего	2	2
167	со всеми	2	2
168	они не	2	2
169	например в	2	2
170	то как	2	2
171	всяком случае	2	2
172	для этого	2	2
173	то это	9	2
174	и уже	2	2
175	со стороны	2	2
176	говорит о	4	2
177	что же	11	2
178	всего этого	2	2
179	целый ряд	2	2
180	что его	5	2
181	так же	4	2
182	в одной	3	2
183	в виде	8	2
184	еще и	2	2
185	быть не	2	2
186	не просто	18	2
187	и вот	2	2
188	своим собственным	2	2
189	и больше	4	2
190	и по	2	2
191	есть только	12	2
192	думать что	2	2
193	той же	3	2
194	не имеют	2	2
195	их в	2	2
196	и следовательно	2	2
197	одно из	5	2
198	это же	3	2
199	и ничего	4	2
200	но как	2	2
201	в истории	4	2
202	когда мы	2	2
203	к этой	2	2
204	ничего не	17	2
205	же самый	2	2
206	себя как	3	2
207	это будет	4	2
