N	2gram	Medvedev_F_1	slovoVRo
1	и в	24	39
2	может быть	14	37
3	и т	12	35
4	и его	10	33
5	т п	4	33
6	не только	7	24
7	и не	20	22
8	но и	7	21
9	не может	16	20
10	в нем	14	19
11	до конца	7	17
12	все это	9	16
13	в этом	15	16
14	так и	18	15
15	а не	10	14
16	как в	8	13
17	в пределах	6	13
18	в процессе	9	13
19	во всех	5	12
20	в истории	4	11
21	вовсе не	10	10
22	не в	8	9
23	и с	8	9
24	прежде всего	22	8
25	оно не	4	8
26	таким образом	13	8
27	точки зрения	16	8
28	с его	4	7
29	при этом	5	7
30	для него	3	7
31	еще не	6	7
32	в его	23	7
33	как бы	6	7
34	никогда не	4	7
35	и потому	9	7
36	и даже	3	7
37	как мы	5	7
38	с ним	2	7
39	в него	2	7
40	в них	3	6
41	и к	4	6
42	все же	3	6
43	как и	11	6
44	в своем	11	6
45	но не	3	6
46	в большинстве	3	6
47	она не	6	6
48	жизни и	7	6
49	все эти	6	6
50	так сказать	3	6
51	но в	5	6
52	с другой	5	5
53	это не	2	5
54	и все	6	5
55	по себе	5	5
56	но все	2	5
57	одной стороны	4	5
58	только в	2	5
59	в том	6	5
60	и их	10	5
61	один из	3	5
62	с одной	4	5
63	уже не	2	5
64	и наконец	3	5
65	конечно не	4	5
66	большинстве случаев	2	5
67	не менее	11	4
68	всех этих	3	4
69	борьба с	3	4
70	и др	5	4
71	на фоне	3	4
72	идеологического становления	2	4
73	ни в	2	4
74	отношению к	4	4
75	же время	8	4
76	зависимости от	3	4
77	одна из	2	4
78	наконец в	3	4
79	в основном	3	4
80	в новое	2	4
81	на почве	13	4
82	в зависимости	2	4
83	в отношении	3	4
84	по отношению	4	4
85	его не	2	4
86	для этого	4	4
87	входит в	6	4
88	отношения к	6	4
89	в чужом	2	4
90	то же	10	4
91	и других	3	4
92	с помощью	3	4
93	а в	6	4
94	с другими	4	4
95	и на	8	4
96	в основе	3	4
97	даже и	2	4
98	в то	9	4
99	отношении к	2	4
100	отношение к	3	4
101	его в	3	4
102	здесь не	3	4
103	во всем	2	4
104	истории литературы	12	3
105	что в	4	3
106	материала и	3	3
107	хотя бы	5	3
108	и от	7	3
109	идеологического мира	6	3
110	должна быть	7	3
111	стороны и	4	3
112	здесь в	2	3
113	не с	2	3
114	в свою	8	3
115	сама по	2	3
116	что и	2	3
117	но это	3	3
118	связи с	3	3
119	единство и	2	3
120	глубоко и	2	3
121	и как	3	3
122	как к	3	3
123	в ней	10	3
124	со всею	5	3
125	быть и	4	3
126	не приходится	2	3
127	лишь в	8	3
128	идеологического творчества	9	3
129	с точки	13	3
130	между тем	2	3
131	к новому	2	3
132	в особенности	3	3
133	как это	6	3
134	во всяком	4	3
135	а лишь	2	2
136	не было	3	2
137	и более	2	2
138	независимо от	4	2
139	и непосредственно	3	2
140	в нашем	2	2
141	его и	2	2
142	жизни в	2	2
143	а вовсе	2	2
144	и форм	2	2
145	в идеологическом	6	2
146	влияние на	3	2
147	в себе	3	2
148	и здесь	6	2
149	что он	3	2
150	эпохи и	2	2
151	с ее	7	2
152	более того	3	2
153	более или	6	2
154	из важнейших	2	2
155	свою очередь	6	2
156	громадное значение	3	2
157	в германии	2	2
158	как о	4	2
159	материала в	3	2
160	мы увидим	4	2
161	и чисто	2	2
162	со всеми	3	2
163	только и	4	2
164	роман и	2	2
165	или на	2	2
166	нем и	2	2
167	материалом и	2	2
168	за пределы	2	2
169	дело идет	3	2
170	к ней	2	2
171	значение в	3	2
172	всяком случае	4	2
173	в идеологической	3	2
174	изображения и	3	2
175	и особенно	2	2
176	точка зрения	2	2
177	должен быть	5	2
178	сих пор	6	2
179	на его	2	2
180	мы видели	2	2
181	то что	8	2
182	его как	3	2
183	вместе с	2	2
184	на него	2	2
185	в различных	2	2
186	или менее	6	2
187	в их	11	2
188	отличается от	3	2
189	всем этим	2	2
190	от действительности	2	2
191	в связи	4	2
192	с этим	2	2
193	может и	2	2
194	т д	8	2
195	особенно в	3	2
196	именно в	8	2
197	это и	3	2
198	но эта	2	2
199	мы не	3	2
200	они не	3	2
201	менее всего	2	2
202	в результате	2	2
203	он не	3	2
204	именно как	12	2
205	как с	2	2
206	и стилей	2	2
207	в противовес	2	2
208	одним словом	5	2
209	в области	3	2
210	в одном	2	2
211	оно было	2	2
212	до сих	6	2
