N	3gram	Losev_Dial_4	Problema
1	с точки зрения	9	11
2	тем не менее	2	10
3	в том что	9	8
4	это значит что	7	7
5	по крайней мере	7	6
6	сам по себе	2	6
7	ни в каком	4	5
8	той или другой	3	3
9	и т д	15	3
10	точно так же	2	3
11	ни в коем	2	3
12	то и другое	2	3
13	в этом смысле	4	3
14	в коем случае	2	3
15	и в частности	2	2
16	и тем более	4	2
17	не имеет ничего	2	2
18	имеет ничего общего	2	2
19	в то же	6	2
20	не говоря уже	3	2
21	ничего общего с	2	2
22	сама по себе	5	2
23	есть не что	5	2
24	хотя бы и	2	2
25	не что иное	8	2
26	что иное как	8	2
27	в сравнении с	2	2
28	не есть ни	9	2
29	или по крайней	3	2
30	для того чтобы	5	2
