N	2gram	Tiupa_Anal_1	Istorich
1	и т	3	27
2	и в	18	26
3	то что	6	16
4	не только	15	15
5	что в	5	14
6	может быть	29	14
7	но и	17	12
8	между двумя	3	12
9	что он	3	10
10	так и	4	10
11	таким образом	3	10
12	и его	5	10
13	при помощи	2	10
14	что и	3	9
15	все же	4	9
16	и не	21	9
17	так как	2	9
18	то же	9	8
19	а в	9	8
20	как и	13	7
21	в качестве	31	7
22	героя в	2	7
23	он не	3	7
24	в этом	13	7
25	мы имеем	6	7
26	не всегда	4	6
27	еще не	3	6
28	вместе с	4	6
29	не может	22	6
30	а не	17	6
31	к нему	3	6
32	и то	2	6
33	потому что	2	6
34	могут быть	4	6
35	как он	3	6
36	и как	5	5
37	это не	6	5
38	в силу	3	5
39	но не	10	5
40	в его	13	5
41	как мы	2	5
42	из которых	4	5
43	уже не	4	5
44	и по	2	5
45	не в	14	5
46	и с	2	5
47	в другом	4	5
48	но в	8	5
49	с другой	4	4
50	на себя	2	4
51	вовсе не	2	4
52	вопрос о	2	4
53	в своей	6	4
54	даже в	3	4
55	другой стороны	2	4
56	здесь не	2	4
57	тогда как	14	4
58	не просто	2	4
59	о том	5	4
60	представляют собой	2	4
61	на вопрос	4	3
62	и более	4	3
63	из этих	2	3
64	в том	27	3
65	том что	12	3
66	его к	2	3
67	при этом	12	3
68	не что	4	3
69	от своего	2	3
70	на его	2	3
71	как бы	5	3
72	все эти	2	3
73	а также	3	3
74	данном случае	2	3
75	а именно	3	3
76	в данном	2	3
77	что иное	5	3
78	что мы	3	3
79	только в	6	3
80	иное как	5	3
81	не могут	3	2
82	и есть	3	2
83	никогда не	2	2
84	однако в	3	2
85	он может	2	2
86	его и	2	2
87	и все	3	2
88	а как	2	2
89	по себе	4	2
90	ни в	4	2
91	представляет собой	16	2
92	на этом	2	2
93	при изучении	2	2
94	с целью	2	2
95	было бы	2	2
96	если бы	3	2
97	такого рода	5	2
98	в частности	19	2
99	в роли	2	2
100	по своей	6	2
101	хотя бы	3	2
102	в нем	3	2
103	не есть	8	2
104	себя в	6	2
105	в целом	5	2
106	не к	2	2
107	отношение к	2	2
108	из них	2	2
109	дело не	3	2
110	в тексте	5	2
111	от которого	2	2
112	лишь в	5	2
113	того что	4	2
114	и на	5	2
115	не случайно	3	2
116	в себе	11	2
117	же самое	2	2
118	в этой	5	2
119	этого слова	7	2
120	в области	4	2
