N	2gram	Propp_Isto_7	FransuaR
1	и в	24	41
2	мы уже	4	18
3	во всех	7	17
4	таким образом	7	17
5	в нем	6	16
6	и его	3	13
7	но и	11	13
8	как мы	3	12
9	в этом	12	12
10	все это	8	11
11	все эти	2	11
12	прежде всего	2	10
13	в самом	2	10
14	не только	21	10
15	и др	2	10
16	так как	8	10
17	то что	7	10
18	кроме того	3	9
19	во время	6	9
20	и на	2	9
21	и все	6	9
22	о том	9	9
23	никогда не	4	8
24	здесь и	2	8
25	но в	5	8
26	у него	10	7
27	в них	3	7
28	вовсе не	4	7
29	том что	10	7
30	как бы	4	7
31	в особенности	2	7
32	как и	6	7
33	что в	13	7
34	связаны с	2	7
35	в образе	3	6
36	что он	21	6
37	мы видим	10	6
38	например в	3	6
39	один из	7	6
40	вместе с	7	6
41	или в	8	6
42	сказать что	2	6
43	в то	2	6
44	то же	8	5
45	с его	3	5
46	в литературе	2	5
47	в ее	2	5
48	так же	6	5
49	и он	3	5
50	из них	2	5
51	так и	5	5
52	и что	10	5
53	тем что	6	5
54	но он	2	5
55	во всем	2	5
56	там где	5	5
57	что это	6	5
58	уже в	3	4
59	с другой	9	4
60	та же	2	4
61	но они	3	4
62	и от	2	4
63	не в	9	4
64	тот же	2	4
65	одной стороны	5	4
66	в котором	2	4
67	все же	9	4
68	не может	14	4
69	в рот	3	4
70	в преисподнюю	2	4
71	с одной	5	4
72	как в	12	4
73	и наконец	3	4
74	и даже	3	4
75	а в	10	4
76	в основе	2	4
77	того же	2	4
78	с ним	5	4
79	мы увидим	6	3
80	перед нами	2	3
81	с этой	6	3
82	в одной	2	3
83	с этим	2	3
84	на первый	4	3
85	одной из	4	3
86	нас не	2	3
87	но это	3	3
88	до сих	2	3
89	было бы	2	3
90	в целях	2	3
91	конечно не	2	3
92	но оно	2	3
93	связано с	3	3
94	сих пор	3	3
95	в ад	2	3
96	при этом	4	3
97	и не	4	3
98	они не	2	3
99	того что	6	3
100	что не	2	3
101	к нему	7	3
102	в данном	4	3
103	только в	6	3
104	в чем	5	3
105	потому что	9	3
106	не могут	2	2
107	всех этих	6	2
108	в этих	13	2
109	характерно что	2	2
110	превращается в	3	2
111	в конце	3	2
112	представление о	3	2
113	стороны и	2	2
114	для нас	6	2
115	из самых	2	2
116	в том	7	2
117	так что	3	2
118	в дальнейшем	3	2
119	тем более	2	2
120	связи с	3	2
121	на лбу	2	2
122	что они	3	2
123	от него	3	2
124	но не	6	2
125	стороны с	2	2
126	есть и	4	2
127	и тот	2	2
128	кажется что	3	2
129	может быть	14	2
130	хотя и	3	2
131	он не	6	2
132	и когда	2	2
133	в таких	2	2
134	мы видели	7	2
135	был в	2	2
136	данном случае	3	2
137	в форме	2	2
138	а именно	6	2
139	другой стороны	8	2
140	и другие	9	2
141	как это	2	2
142	но эта	2	2
143	возможно что	3	2
144	а не	8	2
145	и у	2	2
146	он стал	2	2
147	мы не	4	2
148	от всех	2	2
149	к себе	3	2
150	он в	2	2
151	точки зрения	4	2
152	на его	2	2
153	из этих	3	2
154	что мы	3	2
155	доходит до	2	2
156	как он	6	2
157	и этим	3	2
158	но здесь	2	2
159	но конечно	2	2
160	тогда когда	3	2
