N	2gram	Bakhtin_Fr_1	DiskursI
1	не только	10	28
2	в том	16	23
3	то есть	45	20
4	том что	6	19
5	может быть	6	17
6	и в	65	16
7	как и	5	16
8	в этом	15	15
9	еще не	6	14
10	но и	10	14
11	при этом	6	13
12	речевого общения	3	12
13	и т.п	17	12
14	прежде всего	11	11
15	но не	2	11
16	и не	22	11
17	по своей	3	11
18	с другой	3	10
19	как в	5	10
20	далеко не	3	10
21	в частности	5	9
22	в нем	13	9
23	одной стороны	2	9
24	не может	3	9
25	с одной	2	9
26	так и	10	8
27	о том	2	8
28	но в	14	8
29	в основе	8	7
30	в его	9	7
31	роль в	2	7
32	в себе	3	7
33	только в	7	7
34	не в	4	7
35	в своем	8	6
36	ни к	2	6
37	к тому	2	5
38	или иной	5	5
39	можно сказать	2	5
40	как бы	22	5
41	в своей	5	5
42	то что	3	5
43	во всех	9	5
44	в процессе	2	5
45	в отличие	4	5
46	в себя	3	5
47	в их	4	5
48	в эпоху	9	5
49	отличие от	5	5
50	и на	11	5
51	с его	5	4
52	что в	3	4
53	не является	3	4
54	в них	5	4
55	и к	4	4
56	что он	3	4
57	уже не	3	4
58	для него	5	4
59	в целом	2	4
60	связи с	4	4
61	на его	2	4
62	отношение к	4	4
63	в особенности	2	4
64	что не	2	4
65	потому что	5	4
66	между тем	5	4
67	могут быть	2	4
68	это не	3	3
69	но при	2	3
70	в ее	3	3
71	времени и	6	3
72	по своему	8	3
73	различия между	2	3
74	в самом	4	3
75	при всей	2	3
76	той или	5	3
77	все же	6	3
78	из них	4	3
79	бы быть	2	3
80	того что	2	3
81	и даже	8	3
82	в своих	5	3
83	сказать что	6	3
84	точки зрения	7	3
85	существенную роль	2	3
86	и потому	10	3
87	мира в	3	3
88	разного рода	3	2
89	литературы в	2	2
90	в противоположность	2	2
91	одновременно и	2	2
92	никогда не	6	2
93	и без	2	2
94	и одновременно	5	2
95	том числе	10	2
96	к себе	2	2
97	или даже	2	2
98	представления о	2	2
99	и во	3	2
100	или меньшей	4	2
101	и все	5	2
102	в одном	5	2
103	это в	4	2
104	в году	6	2
105	в литературе	6	2
106	в тех	3	2
107	но одновременно	3	2
108	основе своей	2	2
109	более того	2	2
110	в значительной	6	2
111	есть в	5	2
112	числе и	7	2
113	большей или	4	2
114	так например	2	2
115	в сущности	16	2
116	значительной степени	2	2
117	народного творчества	2	2
118	в ряду	3	2
119	одним из	2	2
120	хотя и	2	2
121	о нем	3	2
122	и др	24	2
123	например в	2	2
124	в форме	3	2
125	мысли и	4	2
126	приводит к	2	2
127	за пределы	8	2
128	жизни в	5	2
129	для своего	2	2
130	отношения к	2	2
131	как мы	6	2
132	и он	2	2
133	и по	2	2
134	и его	10	2
135	или в	2	2
136	на ранних	2	2
137	здесь в	8	2
138	но как	3	2
139	на протяжении	5	2
140	и вообще	3	2
141	в этой	4	2
142	так сказать	4	2
143	в виду	3	2
144	это было	2	2
