N	2gram	Propp_Russ_1	Narrotol
1	не только	22	31
2	но и	16	27
3	и не	6	23
4	при этом	6	19
5	может быть	8	15
6	в частности	2	14
7	в качестве	3	14
8	как и	10	13
9	а не	2	13
10	а в	9	13
11	только в	4	12
12	в этом	12	12
13	и в	36	11
14	состоит в	8	10
15	своего рода	3	10
16	тогда как	2	10
17	то что	6	9
18	то есть	3	9
19	то же	3	8
20	в том	17	8
21	не может	4	8
22	уже не	6	8
23	представляет собой	4	8
24	у него	2	7
25	том что	19	7
26	но в	2	7
27	к тому	4	6
28	об этом	9	6
29	а также	3	6
30	как бы	5	6
31	один из	8	6
32	или в	2	6
33	в его	2	6
34	так и	7	5
35	и на	10	5
36	потому что	10	5
37	между двумя	2	5
38	точки зрения	3	5
39	как правило	3	5
40	слова в	3	4
41	о чем	3	4
42	из этих	4	4
43	что на	4	4
44	все же	5	4
45	но не	2	4
46	еще не	4	4
47	имеет место	2	4
48	вплоть до	4	4
49	в ней	2	4
50	в нем	2	4
51	из них	8	4
52	как в	5	4
53	так в	4	4
54	того что	4	4
55	хотя и	2	4
56	на себя	2	4
57	что у	2	4
58	о том	8	4
59	одна из	4	4
60	в одном	3	4
61	не менее	3	3
62	но они	3	3
63	что в	19	3
64	в нашем	2	3
65	в своем	3	3
66	это не	10	3
67	в жизни	2	3
68	тем не	3	3
69	у нас	8	3
70	и как	2	3
71	в поле	3	3
72	в целом	2	3
73	как известно	2	3
74	еще в	4	3
75	начиная с	3	3
76	не было	2	3
77	мы не	6	3
78	их в	3	3
79	и с	2	3
80	как будто	5	3
81	представляют собой	7	3
82	как это	8	3
83	мы имеем	4	3
84	между тем	7	3
85	для них	3	2
86	отнюдь не	2	2
87	в этих	3	2
88	его и	2	2
89	между собой	2	2
90	в свою	3	2
91	как мы	10	2
92	равной степени	2	2
93	в москве	3	2
94	свою очередь	2	2
95	они и	2	2
96	переход от	2	2
97	до конца	2	2
98	она не	2	2
99	к ним	3	2
100	если в	3	2
101	к жизни	3	2
102	не имеет	6	2
103	вместе с	10	2
104	быть и	2	2
105	значения и	2	2
106	в е	2	2
107	только на	3	2
108	в связи	4	2
109	входит в	4	2
110	в особенности	2	2
111	для обозначения	2	2
112	в году	2	2
113	она в	3	2
114	и для	2	2
115	на святках	11	2
116	ничего не	3	2
117	с ними	5	2
118	мы можем	2	2
119	связи с	4	2
120	в равной	2	2
121	с ним	2	2
122	в области	3	2
123	та же	2	2
