N	2gram	Bakhtin_Pr_5	slovoVRo
1	чужого слова	6	40
2	и в	35	39
3	может быть	14	37
4	и его	14	33
5	то есть	16	26
6	не только	10	24
7	и не	27	22
8	но и	14	21
9	не может	18	20
10	в нем	16	19
11	до конца	4	17
12	все это	14	16
13	в этом	14	16
14	так и	8	15
15	его слово	4	15
16	а не	4	14
17	человек и	4	14
18	слова в	6	13
19	как в	5	13
20	отличие от	2	13
21	в пределах	11	13
22	во всех	3	12
23	в отличие	2	12
24	с чужим	2	11
25	слово в	2	11
26	чужое слово	6	10
27	вовсе не	7	10
28	к своему	5	9
29	не в	10	9
30	со своим	2	9
31	и с	12	9
32	прежде всего	12	8
33	словом и	3	8
34	себя в	2	8
35	слова и	11	8
36	таким образом	7	8
37	точки зрения	7	8
38	с его	7	7
39	при этом	2	7
40	для него	14	7
41	еще не	7	7
42	его слова	2	7
43	пределах одного	5	7
44	в его	21	7
45	как бы	31	7
46	никогда не	4	7
47	в этих	2	7
48	и даже	5	7
49	как мы	8	7
50	с ним	7	7
51	в него	3	7
52	в них	4	6
53	и к	12	6
54	все же	8	6
55	как и	18	6
56	в своем	2	6
57	но не	6	6
58	в большинстве	2	6
59	в сущности	14	6
60	там где	7	6
61	все эти	3	6
62	в слове	6	6
63	так сказать	2	6
64	но в	19	6
65	с другой	4	5
66	это не	3	5
67	и для	8	5
68	и все	15	5
69	и слова	2	5
70	со словом	3	5
71	по себе	4	5
72	том что	3	5
73	но все	4	5
74	или иной	4	5
75	своему предмету	7	5
76	только в	6	5
77	в том	5	5
78	например в	2	5
79	той или	4	5
80	слова его	2	5
81	слово и	2	5
82	уже не	3	5
83	и наконец	7	5
84	с ними	5	5
85	от него	6	5
86	героя и	10	5
87	конечно не	2	5
88	большинстве случаев	2	5
89	в плане	6	5
90	не менее	2	4
91	всех этих	2	4
92	себя и	8	4
93	и мир	2	4
94	ни в	2	4
95	отношению к	7	4
96	же время	10	4
97	наконец в	4	4
98	слова не	2	4
99	сливается с	4	4
100	в отношении	9	4
101	по отношению	6	4
102	для этого	2	4
103	то же	15	4
104	что оно	2	4
105	в той	4	4
106	а в	7	4
107	с другими	2	4
108	слова с	2	4
109	и на	6	4
110	даже и	3	4
111	в то	11	4
112	отношении к	7	4
113	отношение к	6	4
114	его в	4	4
115	во всем	4	4
116	так как	4	4
117	или как	3	4
118	в роман	2	3
119	что в	6	3
120	хотя бы	2	3
121	установкой на	3	3
122	и от	3	3
123	в романах	5	3
124	здесь в	2	3
125	что и	3	3
126	точек зрения	2	3
127	но это	6	3
128	него нет	2	3
129	на этом	2	3
130	у него	4	3
131	и как	2	3
132	слов и	3	3
133	как к	5	3
134	в ней	2	3
135	авторское слово	2	3
136	к нему	13	3
137	быть и	2	3
138	бы и	2	3
139	стремится к	6	3
140	лишь в	7	3
141	героя в	5	3
142	с точки	2	3
143	той же	2	3
144	рядом с	4	3
145	связан с	2	3
146	сказать что	3	3
147	между тем	4	3
148	сознание и	2	3
149	к чужому	4	3
150	говорить о	3	3
151	в чем	4	3
152	во всяком	4	3
153	иной степени	2	3
154	уже в	3	2
155	два голоса	3	2
156	хотя и	2	2
157	однако в	2	2
158	его и	3	2
159	но он	4	2
160	а просто	2	2
161	конечно в	2	2
162	с которым	4	2
163	материал для	2	2
164	в себе	5	2
165	что он	24	2
166	без всякого	2	2
167	с ее	3	2
168	слова о	4	2
169	в дальнейшем	2	2
170	на протяжении	5	2
171	свое слово	4	2
172	и слово	8	2
173	слово героя	4	2
174	мы увидим	2	2
175	со всеми	3	2
176	проникает в	2	2
177	мы уже	8	2
178	в диалогах	4	2
179	за пределы	3	2
180	дело идет	3	2
181	диалог в	2	2
182	же и	4	2
183	к ней	2	2
184	лишь о	2	2
185	о нем	2	2
186	всяком случае	4	2
187	даже в	5	2
188	которого он	3	2
189	с таким	2	2
190	на его	4	2
191	мы видели	2	2
192	то что	10	2
193	слово слово	2	2
194	вместе с	2	2
195	те же	2	2
196	на него	5	2
197	оно стремится	3	2
198	и внутренне	2	2
199	в форме	3	2
200	всем этим	2	2
201	так в	2	2
202	себя то	2	2
203	и ни	2	2
204	с этим	3	2
205	особенно в	2	2
206	в виде	7	2
207	слове и	2	2
208	на них	7	2
209	это и	3	2
210	но эта	2	2
211	и т.п	6	2
212	по замыслу	11	2
213	слов в	3	2
214	или в	2	2
215	свой голос	2	2
216	в речах	6	2
217	он не	13	2
218	нуждается в	3	2
219	эти слова	3	2
220	и стилей	2	2
221	но как	4	2
222	ведь и	4	2
223	в другом	12	2
224	не знает	6	2
225	о том	2	2
226	как он	2	2
227	только с	3	2
228	в одном	6	2
229	вне себя	2	2
