N	2gram	Voloshinov_1	formyVre
1	и в	12	50
2	в этом	4	25
3	в нем	6	24
4	частной жизни	2	23
5	и его	13	16
6	в литературе	4	16
7	прежде всего	8	15
8	и не	10	14
9	в его	2	13
10	так и	4	12
11	может быть	14	11
12	таким образом	12	11
13	то же	5	11
14	но в	5	10
15	в том	6	9
16	и др	5	9
17	в особенности	2	9
18	все эти	3	9
19	в то	2	9
20	не только	4	9
21	с его	2	9
22	ничего не	2	9
23	в самом	4	8
24	но и	3	8
25	и на	4	8
26	как и	5	8
27	жизни и	4	8
28	ни в	3	8
29	в условиях	2	7
30	героя и	5	7
31	все же	4	6
32	это не	2	6
33	не может	16	6
34	так же	3	6
35	так как	9	6
36	и все	2	6
37	в жизни	5	6
38	то что	5	6
39	как в	5	6
40	что в	2	5
41	и другие	2	5
42	не в	4	5
43	в пределах	3	5
44	точки зрения	14	5
45	но все	2	5
46	если бы	9	5
47	отнюдь не	5	5
48	но не	2	5
49	еще не	3	5
50	он не	2	5
51	в основном	2	5
52	отношению к	11	5
53	могут быть	2	5
54	в своем	2	4
55	кроме того	2	4
56	до конца	2	4
57	и следовательно	5	4
58	в котором	3	4
59	все это	3	4
60	влияние на	2	4
61	для других	2	4
62	и с	3	4
63	в ней	6	4
64	нет ничего	2	4
65	между собой	2	4
66	в них	3	4
67	конечно не	3	4
68	и проч	3	4
69	в процессе	6	4
70	том что	5	4
71	и для	3	4
72	и то	2	4
73	только в	6	4
74	здесь не	3	4
75	себя и	2	3
76	в этих	2	3
77	в отношении	2	3
78	формы и	3	3
79	да и	3	3
80	при этом	6	3
81	имеет место	2	3
82	и дает	2	3
83	в виду	5	3
84	и уже	3	3
85	в форме	2	3
86	по отношению	11	3
87	с одной	2	3
88	и те	2	3
89	сказать что	7	3
90	его в	4	3
91	к этому	2	3
92	одно и	2	3
93	и потому	2	3
94	что и	2	3
95	вместе с	2	3
96	сих пор	3	3
97	только на	3	3
98	эти моменты	2	3
99	а не	5	3
100	что не	4	3
101	между ними	2	3
102	мы не	3	3
103	с другими	2	3
104	более того	2	3
105	быть только	2	3
106	героев и	2	3
107	и ее	3	3
108	в себе	3	3
109	до сих	3	3
110	место в	2	2
111	уже в	2	2
112	никогда не	5	2
113	в нашем	11	2
114	точку зрения	2	2
115	с другой	4	2
116	на материале	2	2
117	была бы	2	2
118	для нас	7	2
119	как если	4	2
120	тому же	2	2
121	для него	3	2
122	одной стороны	2	2
123	довлеет себе	2	2
124	но для	3	2
125	не к	3	2
126	отношение к	4	2
127	в некоторых	3	2
128	те же	2	2
129	с помощью	6	2
130	по природе	2	2
131	того что	3	2
132	и по	3	2
133	к ним	2	2
134	или не	3	2
135	имеет в	3	2
136	и является	4	2
137	что мы	5	2
138	с ним	3	2
139	он должен	3	2
140	тогда когда	2	2
141	ясно что	3	2
142	по себе	3	2
143	стороны и	2	2
144	и к	4	2
145	но конечно	2	2
146	в чем	2	2
147	на один	2	2
148	оно не	2	2
149	слагается из	2	2
150	в своей	3	2
151	как бы	13	2
152	быть и	3	2
153	уже не	4	2
154	с точки	2	2
155	речи в	2	2
156	хотя бы	5	2
157	в данном	2	2
158	автора и	2	2
159	в каком	3	2
160	выражение в	2	2
161	и вообще	3	2
162	слова и	6	2
163	дело в	4	2
164	там где	2	2
