N	2gram	Potebnia_M_4	Russkaja
1	не может	11	22
2	и не	18	19
3	в том	23	17
4	в этом	23	17
5	и в	23	14
6	то что	29	13
7	таким образом	24	11
8	то же	14	11
9	точки зрения	4	11
10	же время	3	10
11	но и	11	10
12	в то	4	10
13	том что	12	9
14	не только	10	9
15	в себе	14	9
16	с точки	3	9
17	может быть	26	9
18	во всяком	5	9
19	того чтобы	4	8
20	ни к	2	7
21	к тому	3	7
22	и если	3	7
23	не будет	3	7
24	самом деле	3	7
25	в данном	4	7
26	мы должны	2	7
27	о том	8	7
28	и с	4	7
29	признать что	2	6
30	если бы	13	6
31	на самом	3	6
32	что он	4	6
33	и к	6	6
34	и при	2	6
35	с тем	7	6
36	для него	5	6
37	для того	6	6
38	всяком случае	3	6
39	все это	5	6
40	в своем	8	6
41	и для	2	6
42	в своих	2	6
43	хотя бы	4	5
44	вопрос о	2	5
45	на то	7	5
46	и на	3	5
47	при этом	15	5
48	до сих	4	5
49	было бы	8	5
50	конечно не	2	5
51	он не	2	5
52	никогда не	3	5
53	в нем	7	5
54	сих пор	4	5
55	а между	4	5
56	и только	3	5
57	из которых	2	5
58	а в	5	5
59	потому что	33	5
60	только в	15	5
61	между тем	9	5
62	не могут	2	4
63	том случае	3	4
64	что в	17	4
65	тогда когда	8	4
66	в мире	2	4
67	как и	14	4
68	все что	2	4
69	как бы	5	4
70	вместе с	6	4
71	со стороны	3	4
72	от того	4	4
73	что же	5	4
74	не в	11	4
75	можно было	2	4
76	и то	5	4
77	в его	5	4
78	его в	4	4
79	так как	14	4
80	что это	7	3
81	на том	2	3
82	именно в	3	3
83	в большинстве	2	3
84	из этих	2	3
85	что все	4	3
86	с нею	3	3
87	что может	2	3
88	таким же	5	3
89	этом случае	5	3
90	да и	4	3
91	и как	2	3
92	то в	3	3
93	лишь в	3	3
94	должно быть	5	3
95	еще не	3	3
96	в самом	3	3
97	и потому	10	3
98	но мы	2	3
99	то это	8	3
100	что и	7	3
101	не есть	9	3
102	и т	7	3
103	данном случае	2	3
104	не было	12	3
105	того что	14	3
106	ко всем	3	3
107	и по	3	3
108	друг друга	2	3
109	тем что	10	3
110	в виде	2	3
111	говорить о	5	3
112	связи с	3	3
113	из этого	2	3
114	в сознании	4	3
115	только для	2	2
116	и более	4	2
117	и есть	3	2
118	но даже	2	2
119	что только	2	2
120	с этим	7	2
121	точно так	2	2
122	этот вопрос	3	2
123	состоит в	2	2
124	представить себе	2	2
125	по себе	11	2
126	и вместе	3	2
127	бы ни	2	2
128	том и	2	2
129	уже не	3	2
130	так что	5	2
131	чтобы понять	2	2
132	это есть	3	2
133	но это	3	2
134	от него	2	2
135	именно на	2	2
136	есть и	2	2
137	не можем	5	2
138	указывает на	2	2
139	проявляется в	2	2
140	она не	2	2
141	и тот	3	2
142	и о	4	2
143	в ней	2	2
144	в котором	4	2
145	если же	4	2
146	и тем	4	2
147	для нас	14	2
148	быть и	2	2
149	на основании	4	2
150	даже не	2	2
151	тому что	2	2
152	по отношению	10	2
153	тогда как	4	2
154	в течение	2	2
155	все эти	3	2
156	и состоит	3	2
157	только на	4	2
158	и что	7	2
159	тем самым	4	2
160	а не	12	2
161	что такое	7	2
162	и даже	2	2
163	не так	2	2
164	к нему	5	2
165	так же	4	2
166	в других	2	2
167	во многих	2	2
168	в глазах	2	2
169	в таком	4	2
170	том же	2	2
171	их в	3	2
172	в силу	7	2
173	мы можем	10	2
174	или от	3	2
175	даже и	3	2
176	время когда	2	2
177	мы уже	3	2
178	во время	2	2
179	это потому	2	2
180	в таких	2	2
181	в этих	3	2
182	большинстве случаев	2	2
183	с ним	5	2
184	в области	2	2
185	но в	8	2
