N	2gram	Bakhtin_Fr_2	Myslijsy
1	то есть	32	42
2	и в	49	39
3	может быть	5	27
4	в том	3	26
5	только в	13	25
6	что в	2	22
7	не может	7	22
8	так как	6	21
9	не только	17	21
10	в нем	9	20
11	но и	13	20
12	и не	15	18
13	том что	4	16
14	в этом	15	15
15	так и	6	13
16	в себе	4	13
17	таким образом	7	13
18	было бы	3	12
19	то что	6	10
20	могут быть	2	9
21	как и	11	9
22	там же	2	9
23	тем что	4	9
24	но в	4	9
25	в одном	3	8
26	но не	5	8
27	вместе с	2	8
28	точки зрения	6	8
29	с другой	4	7
30	в ней	2	7
31	в истории	6	7
32	духа и	3	7
33	в этих	4	7
34	же с	2	7
35	еще не	2	6
36	как бы	11	6
37	все же	7	6
38	то же	7	6
39	при этом	5	6
40	того как	2	6
41	вовсе не	10	5
42	несмотря на	3	5
43	но это	2	5
44	и потому	5	5
45	в его	18	5
46	другой стороны	3	5
47	во всех	6	5
48	так же	2	5
49	а в	4	5
50	и его	17	5
51	никогда не	5	4
52	прежде всего	19	4
53	в смысле	2	4
54	мы видели	3	4
55	же время	6	4
56	для него	9	4
57	в своих	4	4
58	не было	4	4
59	и других	3	4
60	и даже	2	4
61	тому как	2	4
62	из этих	5	4
63	во всем	3	4
64	в то	6	4
65	там где	4	4
66	в самой	2	3
67	в них	13	3
68	что слово	2	3
69	и во	4	3
70	и это	3	3
71	в жизни	4	3
72	думать что	2	3
73	так например	2	3
74	в этой	10	3
75	в своем	5	3
76	одной стороны	3	3
77	по поводу	2	3
78	эти явления	2	3
79	в своей	5	3
80	относится к	5	3
81	никто не	2	3
82	в мире	2	3
83	связи с	2	3
84	в самом	3	3
85	и без	2	3
86	с одной	3	3
87	как на	4	3
88	что для	3	3
89	с ним	4	3
90	сказать что	6	3
91	во всяком	2	3
92	хотя и	2	3
93	подобно тому	2	3
94	и вообще	3	3
95	с точки	5	3
96	мы должны	2	3
97	и все	3	3
98	этих последних	3	3
99	и с	6	3
100	под влиянием	2	2
101	и более	4	2
102	его только	2	2
103	нуждается в	2	2
104	но он	6	2
105	эти формы	2	2
106	одного из	2	2
107	ключ к	2	2
108	на все	3	2
109	связь с	3	2
110	в собственном	3	2
111	на то	2	2
112	как мы	7	2
113	же в	3	2
114	в г	3	2
115	есть для	2	2
116	жизни и	7	2
117	но все	4	2
118	не были	2	2
119	все что	2	2
120	только то	2	2
121	для них	2	2
122	того чтобы	2	2
123	в сущности	8	2
124	значительной степени	2	2
125	за пределы	2	2
126	и о	4	2
127	одним из	2	2
128	и следовательно	2	2
129	к ней	2	2
130	в виду	3	2
131	с ее	3	2
132	но эти	3	2
133	в их	2	2
134	времени и	6	2
135	в течение	3	2
136	речь и	2	2
137	даже и	2	2
138	в начале	5	2
139	о том	3	2
140	есть в	2	2
141	видеть в	2	2
142	связанное с	2	2
143	мы можем	2	2
