N	3gram	Losev_Vlad_2	Problema
1	в настоящее время	2	16
2	о том что	3	14
3	тем не менее	6	12
4	во всяком случае	6	10
5	в конце концов	3	7
6	и то что	5	7
7	по крайней мере	4	6
8	так или иначе	3	6
9	в данном случае	2	5
10	в связи с	8	5
11	необходимо сказать что	4	5
12	на то что	2	4
13	более или менее	3	4
14	не говоря уже	2	4
15	в то же	3	4
16	в том что	9	4
17	говоря уже о	2	4
18	на первый план	2	3
19	точно так же	3	3
20	или по крайней	2	3
21	не только в	2	2
22	на эту тему	2	2
23	можно было бы	2	2
24	не имеет никакого	2	2
25	само по себе	2	2
26	содержит в себе	4	2
27	заключается в том	2	2
