N	2gram	Bakhtin_sl_1	Analitik
1	не только	16	22
2	и в	41	18
3	как и	4	14
4	так и	11	14
5	в этом	12	14
6	но и	16	13
7	и его	14	13
8	в частности	2	12
9	том что	2	12
10	в качестве	3	12
11	и не	16	12
12	при этом	6	11
13	а в	6	10
14	как бы	12	10
15	то есть	26	10
16	может быть	14	9
17	а не	15	9
18	в том	3	9
19	с его	4	8
20	и даже	6	8
21	с другой	5	7
22	но не	2	7
23	в его	13	7
24	как раз	2	7
25	к тому	3	6
26	не в	7	6
27	для него	3	6
28	еще не	4	6
29	он не	3	6
30	в их	4	6
31	о том	3	6
32	никогда не	3	5
33	не является	2	5
34	прежде всего	8	5
35	в свою	3	5
36	или иной	9	5
37	того же	6	5
38	такого рода	2	5
39	в самом	5	5
40	другой стороны	4	5
41	в сущности	13	5
42	лишь в	4	5
43	уже не	2	5
44	той же	2	5
45	в слове	7	5
46	в результате	3	5
47	между тем	2	5
48	перед нами	4	4
49	в своем	3	4
50	столь же	2	4
51	в одном	2	4
52	можно сказать	2	4
53	и к	5	4
54	себя в	9	4
55	свою очередь	2	4
56	в пределах	14	4
57	и сам	3	4
58	не есть	2	4
59	все же	7	4
60	таким образом	9	4
61	и на	14	4
62	в данном	3	4
63	далеко не	5	4
64	в каждом	4	3
65	из этих	3	3
66	к этому	2	3
67	не должно	3	3
68	его как	2	3
69	в ее	2	3
70	что они	2	3
71	было бы	3	3
72	же время	12	3
73	той или	9	3
74	известной степени	4	3
75	лишь на	3	3
76	с ее	4	3
77	в целом	2	3
78	дело не	2	3
79	данном случае	3	3
80	как в	8	3
81	все это	5	3
82	в сочетании	2	3
83	так в	2	3
84	то же	14	3
85	не было	3	3
86	именно в	3	3
87	до известной	2	3
88	роль в	2	3
89	мы не	2	3
90	ничего не	4	3
91	с этим	3	3
92	точки зрения	16	3
93	в то	14	3
94	его в	3	3
95	здесь не	2	3
96	в особенности	8	3
97	бы и	3	2
98	могут быть	19	2
99	все эти	9	2
100	все они	7	2
101	в них	6	2
102	это не	6	2
103	не как	4	2
104	и от	4	2
105	из существеннейших	3	2
106	в нем	30	2
107	и ее	3	2
108	произведения и	2	2
109	в романе	21	2
110	то в	2	2
111	одна из	2	2
112	по своему	2	2
113	в большинстве	10	2
114	не предполагает	2	2
115	одной стороны	4	2
116	совершенно не	2	2
117	например в	2	2
118	на его	8	2
119	по преимуществу	4	2
120	и той	2	2
121	хотя и	2	2
122	в ней	4	2
123	от его	3	2
124	в контексте	2	2
125	и потому	4	2
126	а также	2	2
127	всяком случае	5	2
128	даже в	2	2
129	один из	4	2
130	не с	2	2
131	в первом	3	2
132	во всех	17	2
133	связь с	2	2
134	не может	14	2
135	как к	2	2
136	входит в	4	2
137	не могла	2	2
138	с одной	4	2
139	те же	2	2
140	в той	10	2
141	с точки	8	2
142	и по	2	2
143	и для	4	2
144	сказать что	2	2
145	во всяком	7	2
146	в себе	3	2
147	и здесь	3	2
148	только в	6	2
149	и все	4	2
150	в свое	3	2
151	так сказать	5	2
152	там где	4	2
153	но в	8	2
154	и следует	3	2
155	произведения как	3	2
